MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,13.13,13.2,-0.07,-0.53,382797982,13.11,13.18,12.76
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.31,9.35,-0.04,-0.43,266635676,9.37,9.5,9.15
,SHADOWFAX,SHADOWFAX,SHADOWFAX,215.1,218.58,-3.48,-1.59,158421094,209.0,217.4,204.25
,SURYODAY,SURYODAY,SURYODAY,190.83,194.31,-3.48,-1.79,78669391,197.6,218.0,189.05
,JINDWORLD,JINDWORLD,JINDWORLD,38.39,34.04,4.35,12.78,74088630,34.89,39.71,33.34
,ASIANTILES,ASIANTILES,ASIANTILES,52.42,51.88,0.54,1.04,72415948,52.1,56.99,52.1
,UJJIVANSFB,UJJIVANSFB,UJJIVANSFB,70.75,68.78,1.97,2.86,68534652,71.5,71.5,67.91
,YESBANK,YESBANK,YESBANK,23.0,22.93,0.07,0.31,53804519,22.82,23.02,22.64
,SUZLON,SUZLON,SUZLON,52.32,52.39,-0.07,-0.13,45263052,52.25,52.58,51.79
,VOGL,VOGL,VOGL,34.4,32.78,1.62,4.94,42802896,32.5,34.52,32.12
,TATSILV,TATSILV,TATSILV,21.48,21.43,0.05,0.23,42199738,21.28,21.5,20.89
,OLAELEC,OLAELEC,OLAELEC,37.3,37.0,0.3,0.81,40506448,36.52,37.75,36.27
,ETERNAL,ETERNAL,ETERNAL,280.0,287.1,-7.1,-2.47,37050034,285.0,285.0,276.55
,CANBK,CANBK,CANBK,125.85,125.22,0.63,0.5,36714624,124.22,126.83,123.0
,SHAH,SHAH,SHAH,4.34,4.74,-0.4,-8.44,36638747,4.95,5.13,4.17
,GANDHAR,GANDHAR,GANDHAR,280.65,281.95,-1.3,-0.46,35869266,290.25,303.17,275.53
,FCL,FCL,FCL,39.49,41.91,-2.42,-5.77,35167975,43.4,43.4,39.02
,JPPOWER,JPPOWER,JPPOWER,17.04,17.06,-0.02,-0.12,34499622,16.9,17.06,16.75
,SWIGGY,SWIGGY,SWIGGY,251.5,261.55,-10.05,-3.84,34389852,259.27,259.27,242.51
,VISL,VISL,VISL,30.49,31.1,-0.61,-1.96,32371875,30.95,31.25,30.2
