Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,NTP,NTPC,Stock,Very Bearish,339.85,-12.16,"29 May, 2026",386.90,Aug 25 | 15:57
NIFTY 50,CI29,Coal India,Stock,Very Bearish,404.00,-10.42,"10 Jun, 2026",451.00,Aug 25 | 15:59
NIFTY 50,HDF01,HDFC Bank,Stock,Very Bearish,727.50,-6.44,"20 Jul, 2026",777.60,Aug 25 | 16:00
NIFTY 50,TEL,TMPV,Stock,Very Bearish,314.25,-6.05,"14 Aug, 2026",334.50,Aug 25 | 15:59
NIFTY 50,HL,HUL,Stock,Very Bearish,"2,024.20",-5.23,"08 Jul, 2026","2,135.80",Aug 25 | 15:58
NIFTY 50,MHI,Max Healthcare,Stock,Very Bearish,"1,016.00",-5.05,"07 Aug, 2026","1,070.00",Aug 25 | 15:59
NIFTY 50,SLI03,SBI Life Insura,Stock,Very Bearish,"1,755.00",-4.49,"11 Aug, 2026","1,837.60",Aug 25 | 15:59
NIFTY 50,PGC,Power Grid Corp,Stock,Very Bearish,271.00,-4.38,"04 Aug, 2026",283.40,Aug 25 | 15:55
NIFTY 50,ITC,ITC,Stock,Very Bearish,271.40,-3.98,"10 Aug, 2026",282.65,Aug 25 | 15:59
NIFTY 50,ONG,ONGC,Stock,Very Bearish,234.00,-1.91,"27 Jul, 2026",238.56,Aug 25 | 15:59
NIFTY 50,API,Asian Paints,Stock,Bearish,"2,639.80",-1.77,"17 Aug, 2026","2,687.50",Aug 25 | 15:53
NIFTY 50,TT,TATA Cons. Prod,Stock,Very Bearish,"1,060.50",-1.62,"11 Aug, 2026","1,078.00",Aug 25 | 15:59
NIFTY 50,UTC,UltraTechCement,Stock,Very Bearish,"11,540.00",-1.42,"13 Aug, 2026","11,706.00",Aug 25 | 15:59
NIFTY 50,TCS,TCS,Stock,Bearish,"2,296.20",-0.73,"17 Aug, 2026","2,313.20",Aug 25 | 15:59
NIFTY 50,C,Cipla,Stock,Bearish,"1,422.00",-0.64,"18 Aug, 2026","1,431.10",Aug 25 | 15:59
NIFTY 50,MU01,Maruti Suzuki,Stock,Very Bearish,"13,678.00",-0.60,"17 Aug, 2026","13,760.00",Aug 25 | 15:59
NIFTY 50,L,Trent,Stock,Bearish,"2,930.00",-0.54,"17 Aug, 2026","2,946.00",Aug 25 | 15:59
NIFTY 50,UTI10,Axis Bank,Stock,Bearish,"1,235.00",-0.08,"24 Aug, 2026","1,236.00",Aug 25 | 15:58
NIFTY 50,JFS,Jio Financial,Stock,Bearish,243.15,0.00,"19 Aug, 2026",243.15,Aug 25 | 15:59
NIFTY 50,HCL02,HCL Tech,Stock,Bearish,"1,315.80",1.02,"21 Aug, 2026","1,302.50",Aug 25 | 15:59
NIFTY 50,W,Wipro,Stock,Bearish,180.09,1.14,"18 Aug, 2026",178.06,Aug 25 | 15:59
NIFTY 50,IA05,Interglobe Avi,Stock,Bearish,"5,218.00",2.01,"24 Aug, 2026","5,115.00",Aug 25 | 15:59
NIFTY BANK,BOB,Bank of Baroda,Stock,Very Bearish,241.00,-7.40,"02 Jul, 2026",260.25,Aug 25 | 15:59
NIFTY BANK,YB,Yes Bank,Stock,Very Bearish,22.50,-1.88,"20 Jul, 2026",22.93,Aug 25 | 15:59
NIFTY BANK,CB06,Canara Bank,Stock,Bearish,128.81,1.19,"24 Aug, 2026",127.30,Aug 25 | 15:59
NIFTY MIDCAP100,RSI,Patanjali Foods,Stock,Very Bearish,350.90,-22.84,"27 May, 2026",454.75,Aug 25 | 15:56
NIFTY MIDCAP100,B03,BSE Limited,Stock,Bearish,"3,303.00",-14.70,"25 Jun, 2026","3,872.10",Aug 25 | 15:59
NIFTY MIDCAP100,SE17,Suzlon Energy,Stock,Very Bearish,46.75,-14.03,"07 Jul, 2026",54.38,Aug 25 | 15:59
NIFTY MIDCAP100,WEL01,Waaree Energies,Stock,Very Bearish,"2,655.00",-12.49,"23 Jun, 2026","3,033.80",Aug 25 | 15:58
NIFTY MIDCAP100,PI35,Page Industries,Stock,Very Bearish,"35,500.00",-11.03,"07 Aug, 2026","39,900.00",Aug 25 | 15:52
NIFTY MIDCAP100,HUD,HUDCO,Stock,Very Bearish,186.22,-10.41,"14 Jul, 2026",207.85,Aug 25 | 15:55
NIFTY MIDCAP100,DI,Dabur India,Stock,Very Bearish,395.05,-9.07,"14 Jul, 2026",434.45,Aug 25 | 15:59
NIFTY MIDCAP100,LC03,Lupin,Stock,Very Bearish,"2,175.50",-8.78,"06 Aug, 2026","2,385.00",Aug 25 | 15:54
NIFTY MIDCAP100,ADG01,Adani Total Gas,Stock,Very Bearish,640.25,-8.59,"21 Jul, 2026",700.40,Aug 25 | 15:59
NIFTY MIDCAP100,VSN,Tata Comm,Stock,Very Bearish,"1,699.90",-7.38,"13 Jul, 2026","1,835.40",Aug 25 | 15:56
NIFTY MIDCAP100,CPI,Colgate,Stock,Very Bearish,"1,876.80",-6.63,"04 Aug, 2026","2,010.00",Aug 25 | 15:59
NIFTY MIDCAP100,LIC,LIC Housing Fin,Stock,Very Bearish,506.00,-6.45,"30 Jul, 2026",540.90,Aug 25 | 15:58
NIFTY MIDCAP100,HPC,HINDPETRO,Stock,Very Bearish,373.20,-5.05,"07 Aug, 2026",393.05,Aug 25 | 15:59
NIFTY MIDCAP100,CF06,Coromandel Int,Stock,Very Bearish,"1,913.60",-4.55,"20 Aug, 2026","2,004.80",Aug 25 | 15:58
NIFTY MIDCAP100,AL16,Alkem Lab,Stock,Very Bearish,"5,368.00",-4.48,"07 Aug, 2026","5,620.00",Aug 25 | 15:59
NIFTY MIDCAP100,V,Voltas,Stock,Very Bearish,"1,243.00",-4.42,"05 Aug, 2026","1,300.50",Aug 25 | 15:57
NIFTY MIDCAP100,RVN,Rail Vikas,Stock,Very Bearish,218.40,-4.27,"13 Aug, 2026",228.15,Aug 25 | 15:59
NIFTY MIDCAP100,MP21,Mankind Pharma,Stock,Very Bearish,"2,365.00",-4.24,"31 Jul, 2026","2,469.60",Aug 25 | 15:56
NIFTY MIDCAP100,GI27,GMR Airports,Stock,Very Bearish,99.85,-3.91,"30 Jul, 2026",103.91,Aug 25 | 15:59
NIFTY MIDCAP100,BS,Blue Star,Stock,Very Bearish,"1,515.00",-3.56,"06 Aug, 2026","1,571.00",Aug 25 | 15:59
NIFTY MIDCAP100,TIC,Tata Inv Corp,Stock,Very Bearish,644.35,-3.44,"14 Aug, 2026",667.30,Aug 25 | 15:58
NIFTY MIDCAP100,IRC,IRCTC,Stock,Very Bearish,482.55,-3.01,"14 Aug, 2026",497.50,Aug 25 | 15:59
NIFTY MIDCAP100,GEC,GE Vernova T&D,Stock,Very Bearish,"4,185.00",-2.78,"13 Aug, 2026","4,304.70",Aug 25 | 15:57
NIFTY MIDCAP100,FH,Fortis Health,Stock,Bearish,923.95,-2.73,"22 Jul, 2026",949.85,Aug 25 | 15:58
NIFTY MIDCAP100,N07,NHPC,Stock,Very Bearish,76.62,-2.52,"05 Aug, 2026",78.60,Aug 25 | 15:59
NIFTY MIDCAP100,GPI,Godfrey Phillip,Stock,Very Bearish,"2,107.00",-2.45,"13 Aug, 2026","2,160.00",Aug 25 | 15:59
NIFTY MIDCAP100,SRF,SRF,Stock,Very Bearish,"2,575.00",-1.82,"23 Jul, 2026","2,622.70",Aug 25 | 15:57
NIFTY MIDCAP100,KPITT54265,KPIT Tech,Stock,Very Bearish,592.00,-0.78,"18 Aug, 2026",596.65,Aug 25 | 15:59
NIFTY MIDCAP100,BL03,Biocon,Stock,Bearish,417.20,-0.67,"13 Aug, 2026",420.00,Aug 25 | 15:58
NIFTY MIDCAP100,ILG,ICICI Lombard ,Stock,Very Bearish,"1,616.00",-0.48,"16 Jul, 2026","1,623.80",Aug 25 | 15:57
NIFTY MIDCAP100,JE02,JSW Energy,Stock,Bearish,548.40,0.05,"18 Aug, 2026",548.10,Aug 25 | 15:59
NIFTY MIDCAP100,BFC,Bharat Forge,Stock,Bearish,"2,052.50",0.07,"11 Aug, 2026","2,051.00",Aug 25 | 15:55
NIFTY MIDCAP100,TEI,Tata Elxsi,Stock,Very Bearish,"3,665.90",0.11,"18 Aug, 2026","3,662.00",Aug 25 | 15:58
NIFTY MIDCAP100,MI25,Marico,Stock,Bearish,847.50,0.17,"24 Aug, 2026",846.10,Aug 25 | 15:59
NIFTY MIDCAP100,SI10,UPL,Stock,Bearish,585.00,0.53,"04 Aug, 2026",581.90,Aug 25 | 15:58
NIFTY MIDCAP100,PII,PI Industries,Stock,Very Bearish,"2,508.00",1.01,"12 Aug, 2026","2,483.00",Aug 25 | 15:58
NIFTY MIDCAP100,PI41,Polycab,Stock,Bearish,"9,098.00",1.47,"21 Aug, 2026","8,966.00",Aug 25 | 15:58
NIFTY NEXT 50,VB05,Varun Beverages,Stock,Bearish,438.00,-13.15,"23 Jun, 2026",504.30,Aug 25 | 15:59
NIFTY NEXT 50,GCP,Godrej Consumer,Stock,Very Bearish,929.20,-11.50,"07 Aug, 2026","1,050.00",Aug 25 | 15:57
NIFTY NEXT 50,TPC,Tata Power,Stock,Very Bearish,370.60,-9.99,"03 Jun, 2026",411.75,Aug 25 | 15:59
NIFTY NEXT 50,ADANI54145,Adani Green Ene,Stock,Very Bearish,"1,330.00",-9.67,"22 Jul, 2026","1,472.30",Aug 25 | 15:59
NIFTY NEXT 50,IRF,Indian Railway,Stock,Very Bearish,85.45,-7.62,"24 Jun, 2026",92.50,Aug 25 | 15:59
NIFTY NEXT 50,SC12,Shree Cements,Stock,Very Bearish,"24,440.00",-6.88,"06 Aug, 2026","26,245.00",Aug 25 | 15:59
NIFTY NEXT 50,AP26,Adani Power,Stock,Very Bearish,206.33,-5.77,"15 Jul, 2026",218.97,Aug 25 | 15:59
NIFTY NEXT 50,REC02,REC,Stock,Very Bearish,326.00,-5.16,"10 Aug, 2026",343.75,Aug 25 | 15:59
NIFTY NEXT 50,PFC02,Power Finance,Stock,Very Bearish,367.00,-4.71,"10 Aug, 2026",385.15,Aug 25 | 15:59
NIFTY NEXT 50,GAC,Ambuja Cements,Stock,Very Bearish,413.10,-4.12,"10 Aug, 2026",430.85,Aug 25 | 15:59
NIFTY NEXT 50,CI02,Cummins,Stock,Very Bearish,"5,239.50",-3.69,"05 Aug, 2026","5,440.00",Aug 25 | 15:58
NIFTY NEXT 50,AS28,Avenue Supermar,Stock,Very Bearish,"3,909.60",-1.40,"19 Aug, 2026","3,965.00",Aug 25 | 15:59
NIFTY NEXT 50,IOC,IOC,Stock,Very Bearish,139.00,-0.71,"11 Aug, 2026",140.00,Aug 25 | 15:57
NIFTY NEXT 50,LI09,LTM,Stock,Bearish,"4,528.00",0.00,"25 Aug, 2026","4,528.00",Aug 25 | 15:58
NIFTY NEXT 50,BI,Britannia,Stock,Very Bearish,"5,382.50",0.33,"21 Aug, 2026","5,365.00",Aug 25 | 15:59
NIFTY 500,JRRL,Jain Resource,Stock,Very Bearish,288.40,-26.20,"19 May, 2026",390.80,Aug 25 | 15:58
NIFTY 500,IW,Inox Wind,Stock,Very Bearish,73.74,-24.17,"13 May, 2026",97.25,Aug 25 | 15:59
NIFTY 500,BSL06,Brainbees Solu,Stock,Very Bearish,192.04,-18.93,"04 May, 2026",236.89,Aug 25 | 15:59
NIFTY 500,KEC03,KEC Intl,Stock,Very Bearish,426.35,-17.26,"02 Jul, 2026",515.30,Aug 25 | 15:58
NIFTY 500,EEC,Elecon Eng,Stock,Very Bearish,426.25,-16.30,"07 Jul, 2026",509.25,Aug 25 | 15:58
