MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,15.19,14.07,1.12,7.96,1534470198,14.09,15.31,14.08
,PCJEWELLER,PCJEWELLER,PCJEWELLER,10.9,11.12,-0.22,-1.98,599209523,11.12,11.5,10.77
,BAJAJHIND,BAJAJHIND,BAJAJHIND,22.7,24.23,-1.53,-6.31,113245372,24.1,24.35,22.2
,SHANKESH,SHANKESH,SHANKESH,95.2,93.0,-8.1,-7.84,95704155,103.3,111.0,94.0
,GATECH,GATECH,GATECH,0.97,0.93,0.04,4.3,0,0.97,0.97,0.96
,SAIL,SAIL,SAIL,184.59,179.65,4.94,2.75,68905208,180.7,186.89,180.3
,TATAGOLD,TATAGOLD,TATAGOLD,15.59,15.61,-0.02,-0.13,66482840,15.71,15.71,15.54
,YESBANK,YESBANK,YESBANK,22.5,22.6,-0.1,-0.44,64264051,22.6,22.67,22.42
,SHAH,SHAH,SHAH,3.2,3.99,-0.79,-19.8,54859459,4.36,4.36,3.2
,GROWW,GROWW,GROWW,203.2,196.47,6.73,3.43,53203469,196.4,205.21,196.11
,PARADEEP,PARADEEP,PARADEEP,159.75,149.4,10.35,6.93,51534295,150.8,160.6,150.8
,KWIL,KWIL,KWIL,47.4,48.63,-1.23,-2.53,51218456,48.4,50.35,46.81
,IFCI,IFCI,IFCI,83.33,82.48,0.85,1.03,49384082,82.65,85.24,82.41
,SUZLON,SUZLON,SUZLON,46.75,47.05,-0.3,-0.64,47183588,47.06,47.16,46.25
,ALLCARGO,ALLCARGO,ALLCARGO,12.0,13.33,-1.33,-9.98,47066996,13.32,13.32,12.0
,HINDCOPPER,HINDCOPPER,HINDCOPPER,531.4,574.15,-42.75,-7.45,44652248,542.0,551.85,529.35
,TATSILV,TATSILV,TATSILV,23.25,23.5,-0.25,-1.06,43485312,23.5,23.5,23.05
,RENUKA,RENUKA,RENUKA,24.75,25.47,-0.72,-2.83,42636836,25.47,25.74,24.43
,HCC,HCC,HCC,22.59,22.52,0.07,0.31,42033627,22.56,23.16,22.32
,GOLDBEES,GOLDBEES,GOLDBEES,132.8,133.02,-0.22,-0.17,39819108,133.02,133.45,132.28
