MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,12.64,12.89,-0.25,-1.94,526445213,12.89,12.9,11.81
,IDEA,IDEA,IDEA,14.26,14.45,-0.19,-1.31,307898731,14.48,14.49,14.13
,YESBANK,YESBANK,YESBANK,23.4,23.07,0.33,1.43,205410106,23.58,24.1,23.26
,GROWW,GROWW,GROWW,189.9,197.59,-7.69,-3.89,147977809,194.0,194.56,188.4
,IFCI,IFCI,IFCI,75.0,76.95,-1.95,-2.53,114066406,77.2,77.39,73.01
,PINELABS,PINELABS,PINELABS,185.78,193.8,-8.02,-4.14,112454490,198.0,198.0,175.3
,MOTISONS,MOTISONS,MOTISONS,16.65,15.47,1.18,7.63,93614476,15.46,16.87,15.02
,SUZLON,SUZLON,SUZLON,42.15,42.9,-0.75,-1.75,65021879,42.9,42.9,41.76
,IBULLSLTD,IBULLSLTD,IBULLSLTD,28.81,27.44,1.37,4.99,62047779,28.81,28.81,27.9
,GLASSWALL,GLASSWALL,GLASSWALL,216.0,182.0,22.0,11.34,50839300,194.0,229.0,185.2
,AHCL,AHCL,AHCL,19.95,20.18,-0.23,-1.14,46066495,20.2,20.5,19.6
,EMPOWER,EMPOWER,EMPOWER,2.49,2.38,0.11,4.62,43769639,2.43,2.49,2.43
,OLAELEC,OLAELEC,OLAELEC,37.2,38.03,-0.83,-2.18,42359603,38.0,38.99,37.01
,JPPOWER,JPPOWER,JPPOWER,15.47,15.64,-0.17,-1.09,40588771,15.65,15.7,15.28
,MOREPENLAB,MOREPENLAB,MOREPENLAB,114.15,106.22,7.93,7.47,39424210,106.45,116.0,97.04
,TATSILV,TATSILV,TATSILV,22.22,21.78,0.44,2.02,38004670,22.09,22.28,22.09
,ZEEL,ZEEL,ZEEL,79.65,77.41,2.24,2.89,35791324,77.89,83.66,77.38
,TATAGOLD,TATAGOLD,TATAGOLD,14.69,14.52,0.17,1.17,32001501,14.61,14.69,14.61
,MSUMI,MSUMI,MSUMI,35.54,35.06,0.48,1.37,30692547,34.99,36.6,34.85
,EMUDHRA,EMUDHRA,EMUDHRA,626.2,592.85,33.35,5.63,30254888,625.0,677.0,600.35
