MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
HSL01,HSL01,HDFC Life,611.0,629.3,608.85,625.4,606.35,19.05,3.14,22416339
BA06,BA10,Bajaj Auto,10582.0,10740.0,10324.5,10605.0,10319.0,286.00,2.77,1498254
MM,MM,M&M,3311.9,3399.0,3305.0,3370.7,3300.8,69.90,2.12,4916193
GI01,GI01,Grasim,2902.3,2975.0,2900.0,2960.6,2914.8,45.80,1.57,603383
NTP,NTP,NTPC,396.75,403.5,393.15,400.35,394.85,5.50,1.39,9700378
STF,STF,Shriram Finance,1009.0,1023.75,1002.05,1015.65,1004.1,11.55,1.15,4848929
ONG,ONG,ONGC,282.0,285.2,279.7,283.9,280.8,3.10,1.10,15608370
AHE,AHE,Apollo Hospital,7760.5,7855.0,7744.0,7837.0,7760.5,76.50,0.99,405862
H,HI,Hindalco,1048.0,1060.9,1036.6,1055.7,1045.8,9.90,0.95,4290514
JVS,JSW01,JSW Steel,1272.1,1293.6,1268.6,1283.4,1273.3,10.10,0.79,1773360
TIS,TIS,Tata Steel,216.7,219.2,215.75,217.09,215.47,1.62,0.75,21243369
KMF,KMB,Kotak Mahindra,376.1,382.45,374.3,379.4,376.6,2.80,0.74,27286751
SLI03,SLI03,SBI Life Insura,1868.0,1879.2,1860.0,1872.2,1859.0,13.20,0.71,1232684
Z01,Z,Eternal,258.0,260.52,256.37,257.42,256.05,1.37,0.54,25833825
API,AP31,Asian Paints,2534.6,2555.8,2511.3,2530.6,2519.0,11.60,0.46,1053513
UTC,UTC01,UltraTechCement,12270.0,12275.0,12120.0,12146.0,12093.0,53.00,0.44,227651
LT,LT,Larsen,4028.0,4065.8,3991.0,4023.0,4008.5,14.50,0.36,3477185
MU01,MS24,Maruti Suzuki,13722.0,13870.0,13672.0,13770.0,13722.0,48.00,0.35,726199
TEL,TM03,TMPV,360.2,361.45,357.05,359.25,358.15,1.10,0.31,6975162
BE03,BE03,Bharat Elec,439.9,441.0,433.5,439.45,438.2,1.25,0.29,15696400
EM,EM,Eicher Motors,7360.5,7471.5,7310.5,7327.5,7310.5,17.00,0.23,606372
L,T04,Trent,4340.8,4355.0,4287.7,4294.1,4289.8,4.30,0.10,599368
