MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
TI01,TI01,Titan Company,4314.0,4605.0,4213.4,4509.0,4307.5,201.50,4.68,4777990
AHE,AHE,Apollo Hospital,7837.0,8115.0,7812.5,8097.0,7837.0,260.00,3.32,922866
API,AP31,Asian Paints,2540.0,2607.4,2515.4,2599.9,2530.6,69.30,2.74,2327900
TT,TT,TATA Cons. Prod,1155.0,1194.0,1155.0,1176.2,1151.7,24.50,2.13,3672201
MPS,MPS,Adani Ports,1740.4,1792.0,1727.7,1760.4,1732.8,27.60,1.59,4984856
IT,IT,Infosys,1161.0,1183.5,1158.8,1179.2,1162.7,16.50,1.42,7582770
HCL02,HCL02,HCL Tech,1179.8,1202.8,1176.8,1198.4,1183.4,15.00,1.27,2813749
TM4,TM4,Tech Mahindra,1453.5,1469.8,1448.4,1463.0,1448.2,14.80,1.02,1360644
BA06,BA10,Bajaj Auto,10625.0,10785.0,10540.0,10711.5,10605.0,106.50,1.00,375627
SPI,SPI,Sun Pharma,1822.0,1857.5,1819.2,1847.9,1834.4,13.50,0.74,2837885
HL,HU,HUL,2272.2,2297.3,2256.0,2287.7,2272.2,15.50,0.68,1104526
NTP,NTP,NTPC,398.0,405.1,397.15,402.15,400.35,1.80,0.45,4740939
NI,NI,Nestle,1476.6,1496.3,1470.0,1482.4,1476.0,6.40,0.43,1471411
BTV,BA08,Bharti Airtel,1820.0,1840.8,1815.2,1834.5,1826.6,7.90,0.43,4839183
KMF,KMB,Kotak Mahindra,379.0,381.5,374.0,380.8,379.4,1.40,0.37,16183126
IA05,IA04,Interglobe Avi,4488.0,4545.8,4465.7,4522.7,4506.9,15.80,0.35,827316
W,W,Wipro,198.0,198.94,196.7,197.91,197.36,0.55,0.28,15970687
GI01,GI01,Grasim,2960.6,2980.4,2932.1,2968.6,2960.6,8.00,0.27,505248
BE03,BE03,Bharat Elec,439.0,443.8,437.8,439.7,439.45,0.25,0.06,11164661
PGC,PGC,Power Grid Corp,315.2,315.2,310.6,313.95,313.8,0.15,0.05,7929393
ITC,ITC,ITC,308.9,308.9,305.7,307.45,307.4,0.05,0.02,17739844
