MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,11.24,11.23,0.01,0.09,552801225,11.17,11.44,11.01
,YESBANK,YESBANK,YESBANK,22.9,22.51,0.39,1.73,202807789,22.47,23.05,22.04
,GTLINFRA,GTLINFRA,GTLINFRA,1.39,1.41,-0.02,-1.42,121330902,1.44,1.45,1.36
,OLAELEC,OLAELEC,OLAELEC,36.01,35.09,0.92,2.62,87200801,34.6,36.64,34.41
,FSL,FSL,FSL,272.4,235.18,37.22,15.83,85477453,235.18,280.85,234.01
,HFCL,HFCL,HFCL,139.7,146.24,-6.54,-4.47,71352732,146.0,146.95,137.8
,TATSILV,TATSILV,TATSILV,24.39,24.3,0.09,0.37,71296545,24.54,24.54,24.15
,MRPL,MRPL,MRPL,167.97,155.35,12.62,8.12,66142408,157.0,169.9,156.9
,KISSHT,KISSHT,KISSHT,209.02,171.0,19.02,10.01,64104155,190.0,227.4,190.0
,SUZLON,SUZLON,SUZLON,54.9,55.65,-0.75,-1.35,56797248,55.9,55.92,54.57
,TATAGOLD,TATAGOLD,TATAGOLD,14.61,14.6,0.01,0.07,56646400,14.69,14.69,14.56
,LENSKART,LENSKART,LENSKART,490.8,487.75,3.05,0.63,54291417,487.0,498.7,473.4
,JPPOWER,JPPOWER,JPPOWER,19.01,19.39,-0.38,-1.96,54256190,19.3,19.42,19.0
,UJJIVANSFB,UJJIVANSFB,UJJIVANSFB,62.4,62.67,-0.27,-0.43,51422213,62.99,65.46,62.0
,IFCI,IFCI,IFCI,64.39,63.88,0.51,0.8,49212170,64.25,66.0,63.75
,SBIN,SBIN,SBIN,1018.4,1092.0,-73.6,-6.74,48065909,1090.0,1095.0,1010.9
,NBCC,NBCC,NBCC,101.01,96.85,4.16,4.3,45653530,97.4,101.95,96.7
,SAGILITY,SAGILITY,SAGILITY,44.39,42.81,1.58,3.69,41832444,42.81,45.14,42.61
,HDFCBANK,HDFCBANK,HDFCBANK,781.0,796.05,-15.05,-1.89,38016841,784.0,788.75,777.2
,SILVERBEES,SILVERBEES,SILVERBEES,240.0,239.44,0.56,0.23,35037585,240.03,241.7,238.02
