MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
TEL,TM03,TMPV,352.0,366.95,352.0,356.55,338.75,17.80,5.25,51689818
DRL,DRL,Dr Reddys Labs,1303.6,1344.9,1303.6,1336.7,1303.6,33.10,2.54,3982549
IT,IT,Infosys,1102.0,1133.2,1101.6,1119.0,1095.0,24.00,2.19,17482450
TM4,TM4,Tech Mahindra,1350.0,1387.7,1350.0,1370.5,1343.4,27.10,2.02,5306932
CI29,CI11,Coal India,457.0,468.5,455.25,462.2,454.05,8.15,1.79,7859575
PGC,PGC,Power Grid Corp,307.8,308.15,302.9,305.85,301.75,4.10,1.36,10092811
MPS,MPS,Adani Ports,1796.8,1823.9,1766.2,1795.1,1773.4,21.70,1.22,5622212
BTV,BA08,Bharti Airtel,1883.2,1922.9,1880.4,1905.4,1883.5,21.90,1.16,15807294
MU01,MS24,Maruti Suzuki,13079.0,13325.0,13079.0,13221.0,13075.0,146.00,1.12,268206
HL,HU,HUL,2248.7,2298.9,2246.2,2272.2,2248.7,23.50,1.05,1038522
KMF,KMB,Kotak Mahindra,383.2,393.3,380.5,387.05,383.2,3.85,1.00,19461437
W,W,Wipro,189.9,191.9,188.8,190.0,188.3,1.70,0.90,17902610
TI01,TI01,Titan Company,4155.0,4194.0,4142.4,4169.1,4135.2,33.90,0.82,901617
SPI,SPI,Sun Pharma,1874.0,1887.9,1863.2,1878.2,1863.2,15.00,0.81,2756465
IA05,IA04,Interglobe Avi,4293.0,4359.0,4277.0,4314.9,4280.5,34.40,0.80,713589
TCS,TCS,TCS,2252.0,2304.9,2252.0,2264.0,2246.0,18.00,0.80,3410637
HCL02,HCL02,HCL Tech,1121.9,1152.0,1121.8,1132.6,1124.0,8.60,0.77,3729249
ITC,ITC,ITC,307.2,312.05,306.3,309.45,307.2,2.25,0.73,11954564
TT,TT,TATA Cons. Prod,1228.8,1255.1,1225.8,1234.0,1228.3,5.70,0.46,2755516
STF,STF,Shriram Finance,921.0,945.9,921.0,937.9,935.1,2.80,0.30,5759607
AE01,AE13,Adani Enterpris,2781.1,2803.1,2661.0,2716.0,2712.9,3.10,0.11,6742083
MHI,MHI,Max Healthcare,1049.55,1059.9,1042.4,1050.1,1049.55,0.55,0.05,1471140
