MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,12.93,12.97,-0.04,-0.31,1217112786,13.0,13.33,12.68
,JPPOWER,JPPOWER,JPPOWER,18.95,17.86,1.09,6.1,738085898,17.84,20.38,17.43
,BHARATCOAL,BHARATCOAL,BHARATCOAL,38.22,35.62,2.6,7.3,244694722,35.61,40.4,35.47
,TATSILV,TATSILV,TATSILV,25.32,27.45,-2.13,-7.76,141694933,26.57,26.57,25.0
,YESBANK,YESBANK,YESBANK,22.09,22.19,-0.1,-0.45,107821837,22.28,22.44,21.98
,SAREGAMA,SAREGAMA,SAREGAMA,402.2,384.55,17.65,4.59,95651377,390.0,443.0,389.0
,TATAGOLD,TATAGOLD,TATAGOLD,15.19,15.45,-0.26,-1.68,92963178,15.39,15.39,15.16
,SUZLON,SUZLON,SUZLON,53.91,53.47,0.44,0.82,82878733,53.47,54.51,52.98
,SILVERBEES,SILVERBEES,SILVERBEES,250.7,270.93,-20.23,-7.47,66470348,262.6,262.6,248.0
,GTLINFRA,GTLINFRA,GTLINFRA,1.36,1.37,-0.01,-0.73,62652743,1.39,1.4,1.34
,ADANIPOWER,ADANIPOWER,ADANIPOWER,221.25,224.49,-3.24,-1.44,60020608,229.0,229.0,213.78
,NAZARA,NAZARA,NAZARA,303.0,266.0,37.0,13.91,58867578,270.0,314.0,263.2
,VEDL,VEDL,VEDL,330.0,338.9,-8.9,-2.63,56392805,338.9,338.9,325.0
,HCC,HCC,HCC,21.5,21.96,-0.46,-2.09,53947188,21.5,22.56,20.96
,TMPV,TMPV,TMPV,356.15,338.75,17.4,5.14,51689818,352.0,366.95,352.0
,OLAELEC,OLAELEC,OLAELEC,35.64,36.0,-0.36,-1.0,47083086,36.25,36.37,35.46
,GOLDBEES,GOLDBEES,GOLDBEES,129.38,131.78,-2.4,-1.82,42784279,135.07,135.07,128.92
,CANBK,CANBK,CANBK,128.09,130.84,-2.75,-2.1,38366481,131.38,131.38,127.8
,RPOWER,RPOWER,RPOWER,27.16,27.86,-0.7,-2.51,34553897,27.86,27.95,27.0
,TATASTEEL,TATASTEEL,TATASTEEL,217.0,221.13,-4.13,-1.87,33231023,223.0,224.4,216.0
