scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
IT,12,11,1,0,Infosys,Infosys,1119.00,24.00,2.19,54.6,computers-software/infosys/IT,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1119, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1300, 'percentages': 16.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1730.7, 'percentages': 54.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2154, 'percentages': 92.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 92.49, 'minRangePer': 17.48, 'maxRanegPer': 59.09, 'rangeDiffPer': 41.61, 'mindiff_total': 16.17, 'maxdiff_total': 54.66}",#52B974
UTI10,12,11,1,0,Axis Bank,Axis Bank,1244.80,-9.80,-0.78,15.0,banks-private-sector/axisbank/AB16,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1244.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': 2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1432.3, 'percentages': 15, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1610, 'percentages': 29.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 29.33, 'minRangePer': 6.88, 'maxRanegPer': 51.34, 'rangeDiffPer': 44.46, 'mindiff_total': 2.02, 'maxdiff_total': 15.06}",#52B974
MU01,12,11,0,1,Maruti Suzuki India,Maruti Suzuki,13221.00,146.00,1.12,16.8,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 13221, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': 0.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15445.6, 'percentages': 16.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 43.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 43.71, 'minRangePer': 2.21, 'maxRanegPer': 38.48, 'rangeDiffPer': 36.26, 'mindiff_total': 0.97, 'maxdiff_total': 16.82}",#52B974
BAF,7,4,2,1,Bajaj Finance,Bajaj Finance,910.45,-1.70,-0.19,329.1,finance-nbfc/bajajfinance/BAF,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 910.45, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 950, 'percentages': 4.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1041.4, 'percentages': 14.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1150, 'percentages': 26.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 26.31, 'minRangePer': 16.49, 'maxRanegPer': 54.65, 'rangeDiffPer': 38.15, 'mindiff_total': 4.34, 'maxdiff_total': 14.38}",#52B974
UTC,11,10,1,0,UltraTech Cement,UltraTechCement,11487.00,-205.00,-1.75,5.2,cement-major/ultratechcement/UTC01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 13, 'percentages': -99.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 11487, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 12095.4, 'percentages': 5.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 15210, 'percentages': 32.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 116900, 'minRangePer': 75.5, 'maxRanegPer': 79.5, 'rangeDiffPer': 4, 'mindiff_total': 88261.53, 'maxdiff_total': 92941.53}",#52B974
HDF01,6,6,0,0,HDFC Bank,HDFC Bank,767.50,-2.05,-0.27,95.2,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 767.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 967, 'percentages': 25.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1043.3, 'percentages': 35.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1100, 'percentages': 43.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 43.32, 'minRangePer': 59.99, 'maxRanegPer': 82.94, 'rangeDiffPer': 22.94, 'mindiff_total': 25.99, 'maxdiff_total': 35.93}",#52B974
HCL02,10,3,6,1,HCL Technologies,HCL Tech,1132.60,8.60,0.77,50.9,computers-software/hcltechnologies/HCL02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1132.6, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1300, 'percentages': 14.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1709.6, 'percentages': 50.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2050, 'percentages': 80.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 80.99, 'minRangePer': 18.24, 'maxRanegPer': 62.89, 'rangeDiffPer': 44.65, 'mindiff_total': 14.78, 'maxdiff_total': 50.94}",#52B974
HL,10,10,0,0,Hindustan Unilever,HUL,2272.20,23.50,1.05,19.9,personal-care/hindustanunilever/HU,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2272.2, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2454, 'percentages': 8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2725.1, 'percentages': 19.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2870, 'percentages': 26.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 26.3, 'minRangePer': 30.41, 'maxRanegPer': 75.77, 'rangeDiffPer': 45.36, 'mindiff_total': 8, 'maxdiff_total': 19.93}",#52B974
C,10,8,1,1,Cipla,Cipla,1432.10,-4.60,-0.32,11.9,pharmaceuticals/cipla/C,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1307, 'percentages': -8.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1432.1, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1602.7, 'percentages': 11.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1808, 'percentages': 26.2, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 38.33, 'minRangePer': 24.96, 'maxRanegPer': 59.01, 'rangeDiffPer': 34.04, 'mindiff_total': 9.57, 'maxdiff_total': 22.62}",#52B974
PS15,10,7,0,3,Persistent Systems,Persistent,4702.10,73.30,1.58,27.3,computers-software/persistentsystems/PS15,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 4702.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 4900, 'percentages': 4.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5989, 'percentages': 27.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6600, 'percentages': 40.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 40.36, 'minRangePer': 10.4, 'maxRanegPer': 67.78, 'rangeDiffPer': 57.38, 'mindiff_total': 4.2, 'maxdiff_total': 27.36}",#52B974
