MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
BTV,BA08,Bharti Airtel,1873.2,1895.3,1821.7,1827.1,1886.8,-59.70,-3.16,10707858
KMF,KMB,Kotak Mahindra,378.9,382.05,363.0,371.65,383.3,-11.65,-3.04,74467483
DRL,DRL,Dr Reddys Labs,1320.0,1320.0,1280.6,1287.2,1322.9,-35.70,-2.70,2285506
ONG,ONG,ONGC,298.4,299.9,292.35,292.9,299.55,-6.65,-2.22,15468437
TCS,TCS,TCS,2494.0,2498.3,2425.0,2431.3,2473.9,-42.60,-1.72,2632358
ITC,ITC,ITC,317.9,317.9,310.5,311.1,314.9,-3.80,-1.21,20245091
IT,IT,Infosys,1195.0,1195.0,1165.2,1168.4,1181.8,-13.40,-1.13,7735811
IA05,IA04,Interglobe Avi,4349.0,4387.3,4235.3,4262.4,4295.3,-32.90,-0.77,1047968
TI01,TI01,Titan Company,4407.1,4447.4,4352.7,4363.0,4385.2,-22.20,-0.51,709160
CI29,CI11,Coal India,481.6,487.0,475.6,479.95,481.45,-1.50,-0.31,7757497
TM4,TM4,Tech Mahindra,1484.0,1492.4,1455.2,1471.6,1473.5,-1.90,-0.13,1483759
NI,NI,Nestle,1460.0,1472.9,1446.3,1457.1,1458.6,-1.50,-0.10,1744112
