MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,10.56,10.22,0.34,3.33,1177221785,11.0,11.0,10.4
,MEESHO,MEESHO,MEESHO,217.2,193.13,24.07,12.46,194736423,195.01,221.5,195.01
,JPPOWER,JPPOWER,JPPOWER,19.0,19.72,-0.72,-3.65,184017906,19.95,20.35,17.1
,HFCL,HFCL,HFCL,126.0,116.03,9.97,8.59,180555133,122.35,128.49,119.38
,BHEL,BHEL,BHEL,379.2,352.41,26.75,7.59,104983361,355.0,399.0,353.7
,SUZLON,SUZLON,SUZLON,55.04,55.58,-0.54,-0.97,103192022,56.2,56.35,54.07
,VEDL,VEDL,VEDL,294.5,271.55,22.95,8.45,86297119,277.0,296.0,274.95
,KOTAKBANK,KOTAKBANK,KOTAKBANK,371.1,383.3,-12.2,-3.18,74467483,378.9,382.05,363.0
,ADANIPOWER,ADANIPOWER,ADANIPOWER,228.0,221.85,6.15,2.77,67200729,223.0,234.0,221.9
,YESBANK,YESBANK,YESBANK,19.96,19.93,0.03,0.15,64921421,19.99,20.25,19.87
,TATAGOLD,TATAGOLD,TATAGOLD,14.36,14.48,-0.12,-0.83,57137511,14.84,14.84,14.33
,OLAELEC,OLAELEC,OLAELEC,36.67,36.56,0.11,0.3,55675040,37.49,37.81,36.16
,TATSILV,TATSILV,TATSILV,23.36,23.11,0.25,1.08,53046653,23.53,23.9,23.11
,EQUITASBNK,EQUITASBNK,EQUITASBNK,71.4,66.85,4.55,6.81,51260989,71.0,74.6,69.33
,BANK10ADD,BANK10ADD,BANK10ADD,16.26,16.36,-0.1,-0.61,47545940,16.42,16.52,16.26
,RPOWER,RPOWER,RPOWER,28.75,28.61,0.14,0.49,45478759,28.78,29.22,28.23
,ETERNAL,ETERNAL,ETERNAL,251.86,247.03,4.83,1.96,40885798,247.0,252.95,245.0
,DHARAN,DHARAN,DHARAN,0.14,0.15,-0.01,-6.67,0,0.14,0.14,0.14
,BANDHANBNK,BANDHANBNK,BANDHANBNK,206.5,199.72,6.78,3.39,40101677,202.7,212.66,201.3
,INOXWIND,INOXWIND,INOXWIND,103.23,100.95,2.28,2.26,39249518,102.0,103.89,98.37
