MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,OLAELEC,OLAELEC,OLAELEC,40.4,36.32,4.08,11.23,1034293039,36.72,41.88,35.7
,IDEA,IDEA,IDEA,9.26,9.12,0.14,1.54,468683513,9.18,9.39,9.17
,FILATFASH,FILATFASH,FILATFASH,0.21,0.2,0.01,5.0,148575615,0.19,0.21,0.19
,JPPOWER,JPPOWER,JPPOWER,17.21,16.81,0.4,2.38,93980770,16.9,17.52,16.85
,TATAGOLD,TATAGOLD,TATAGOLD,14.52,14.46,0.06,0.41,88659140,14.82,14.82,14.43
,YESBANK,YESBANK,YESBANK,19.11,18.93,0.18,0.95,82318770,19.0,19.2,19.0
,TATSILV,TATSILV,TATSILV,23.07,22.73,0.34,1.5,78295305,23.29,23.53,22.95
,NIACL,NIACL,NIACL,155.92,129.94,25.98,19.99,76076824,131.01,155.92,131.0
,GROWW,GROWW,GROWW,193.65,186.66,6.99,3.74,72629253,188.7,198.5,188.7
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.15,9.2,-0.05,-0.54,69671676,9.38,9.41,9.1
,SUZLON,SUZLON,SUZLON,45.59,44.23,1.36,3.07,67332752,44.48,45.65,44.38
,GTLINFRA,GTLINFRA,GTLINFRA,1.21,1.2,0.01,0.83,65848498,1.2,1.25,1.2
,HFCL,HFCL,HFCL,84.0,79.61,4.39,5.51,65713388,80.4,84.8,80.24
,AURIGROW,AURIGROW,AURIGROW,0.32,0.31,0.01,3.23,65437848,0.3,0.32,0.3
,HCC,HCC,HCC,17.62,16.52,1.1,6.66,64660475,16.77,17.87,16.67
,RPOWER,RPOWER,RPOWER,25.29,24.62,0.67,2.72,59127901,24.68,25.68,24.62
,ADANIPOWER,ADANIPOWER,ADANIPOWER,175.2,172.33,2.87,1.67,51959590,173.6,178.1,172.11
,WIPRO,WIPRO,WIPRO,204.6,202.87,1.73,0.85,51219565,208.7,208.7,200.62
,IRB,IRB,IRB,21.59,20.89,0.7,3.35,48448354,21.5,22.03,21.25
,COHANCE,COHANCE,COHANCE,373.3,316.85,56.45,17.82,47632246,321.6,380.2,318.9
