MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,10.21,9.61,0.6,6.24,336381672,9.62,10.29,9.59
,KWIL,KWIL,KWIL,48.5,43.47,5.03,11.57,240473970,43.65,49.5,43.21
,IDEA,IDEA,IDEA,13.94,14.03,-0.09,-0.64,190569146,14.03,14.09,13.92
,BAJAJHIND,BAJAJHIND,BAJAJHIND,23.08,23.33,-0.25,-1.07,126644332,23.3,23.36,22.13
,ALLCARGO,ALLCARGO,ALLCARGO,12.23,10.51,1.72,16.37,110075884,10.55,12.59,10.47
,MOTISONS,MOTISONS,MOTISONS,17.02,16.59,0.43,2.59,84484477,16.74,17.25,16.6
,TATSILV,TATSILV,TATSILV,23.6,22.9,0.7,3.06,80096549,23.28,23.77,23.28
,TATAGOLD,TATAGOLD,TATAGOLD,15.42,15.12,0.3,1.98,78553859,15.18,15.47,15.18
,VOGL,VOGL,VOGL,38.42,36.69,1.73,4.72,68928568,36.69,38.99,36.51
,URBANCO,URBANCO,URBANCO,157.41,145.49,11.92,8.19,65665943,151.94,160.0,151.0
,RPOWER,RPOWER,RPOWER,23.59,22.15,1.44,6.5,63810372,22.3,23.8,22.07
,SHIPROCKET,SHIPROCKET,SHIPROCKET,142.0,141.65,0.35,0.25,63801190,139.0,146.22,136.65
,GTLINFRA,GTLINFRA,GTLINFRA,1.24,1.21,0.03,2.48,62575965,1.21,1.27,1.21
,RENUKA,RENUKA,RENUKA,25.22,26.13,-0.91,-3.48,54941556,26.13,26.4,24.76
,GOLDBEES,GOLDBEES,GOLDBEES,131.42,128.88,2.54,1.97,46291317,130.14,131.93,129.82
,SILVERBEES,SILVERBEES,SILVERBEES,232.66,225.43,7.23,3.21,43131864,229.65,234.28,229.65
,RHETAN,RHETAN,RHETAN,24.23,22.03,2.2,9.99,38609598,21.75,24.23,20.61
,FCL,FCL,FCL,47.9,43.55,4.35,9.99,34486545,43.68,47.9,43.43
,JPPOWER,JPPOWER,JPPOWER,17.12,17.1,0.02,0.12,34168455,17.1,17.39,17.06
,YESBANK,YESBANK,YESBANK,22.8,22.74,0.06,0.26,33859169,22.74,22.87,22.63
