Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,AE01,Adani Enterpris,Stock,Very Bullish,"3,143.60",50.64,"10 Apr, 2026","2,086.80",Jul 01 | 15:59
NIFTY 50,MPS,Adani Ports,Stock,Very Bullish,"1,848.20",27.17,"08 Apr, 2026","1,453.30",Jul 01 | 15:59
NIFTY 50,IA05,Interglobe Avi,Stock,Very Bullish,"5,399.00",18.98,"09 Jun, 2026","4,537.60",Jul 01 | 15:59
NIFTY 50,AHE,Apollo Hospital,Stock,Very Bullish,"8,618.50",15.20,"09 Apr, 2026","7,481.50",Jul 01 | 15:54
NIFTY 50,API,Asian Paints,Stock,Very Bullish,"2,716.40",15.07,"10 Apr, 2026","2,360.70",Jul 01 | 15:57
NIFTY 50,GI01,Grasim,Stock,Very Bullish,"3,140.40",13.78,"20 Apr, 2026","2,760.10",Jul 01 | 15:51
NIFTY 50,L,Trent,Stock,Very Bullish,"3,290.30",13.42,"15 Jun, 2026","2,901.10",Jul 01 | 15:58
NIFTY 50,MHI,Max Healthcare,Stock,Very Bullish,"1,139.90",10.79,"15 Jun, 2026","1,028.90",Jul 01 | 15:57
NIFTY 50,Z01,Eternal,Stock,Very Bullish,279.70,10.29,"16 Jun, 2026",253.60,Jul 01 | 15:59
NIFTY 50,BAF,Bajaj Finance,Stock,Very Bullish,"1,014.90",7.70,"15 Jun, 2026",942.30,Jul 01 | 15:59
NIFTY 50,ICI02,ICICI Bank,Stock,Very Bullish,"1,379.80",6.69,"10 Jun, 2026","1,293.30",Jul 01 | 15:59
NIFTY 50,SBI,SBI,Stock,Very Bullish,"1,047.40",6.67,"08 Jun, 2026",981.95,Jul 01 | 15:59
NIFTY 50,UTI10,Axis Bank,Stock,Very Bullish,"1,368.70",5.90,"09 Jun, 2026","1,292.40",Jul 01 | 15:59
NIFTY 50,STF,Shriram Finance,Stock,Very Bullish,"1,048.10",4.74,"15 Jun, 2026","1,000.65",Jul 01 | 15:59
NIFTY 50,MU01,Maruti Suzuki,Stock,Bullish,"14,395.00",4.73,"25 Jun, 2026","13,745.00",Jul 01 | 15:57
NIFTY 50,DRL,Dr Reddys Labs,Stock,Very Bullish,"1,339.90",3.81,"22 Jun, 2026","1,290.70",Jul 01 | 15:56
NIFTY 50,KMF,Kotak Mahindra,Stock,Bullish,400.45,3.18,"10 Jun, 2026",388.10,Jul 01 | 15:59
NIFTY 50,C,Cipla,Stock,Very Bullish,"1,456.70",2.90,"22 Jun, 2026","1,415.70",Jul 01 | 15:58
NIFTY 50,TI01,Titan Company,Stock,Very Bullish,"4,398.60",2.69,"15 Jun, 2026","4,283.50",Jul 01 | 15:59
NIFTY 50,SPI,Sun Pharma,Stock,Very Bullish,"1,866.20",2.52,"17 Jun, 2026","1,820.40",Jul 01 | 15:57
NIFTY 50,HDF01,HDFC Bank,Stock,Bullish,796.15,2.42,"15 Jun, 2026",777.35,Jul 01 | 15:59
NIFTY 50,LT,Larsen,Stock,Very Bullish,"4,092.60",1.07,"12 Jun, 2026","4,049.30",Jul 01 | 15:59
NIFTY 50,BF04,Bajaj Finserv,Stock,Bullish,"1,797.60",0.86,"22 Jun, 2026","1,782.20",Jul 01 | 15:58
NIFTY 50,NI,Nestle,Stock,Very Bullish,"1,453.80",0.00,"01 Jul, 2026","1,453.80",Jul 01 | 15:59
NIFTY 50,MM,M&M,Stock,Bullish,"3,130.00",-1.64,"25 Jun, 2026","3,182.20",Jul 01 | 15:59
NIFTY BANK,YB,Yes Bank,Stock,Very Bullish,24.58,23.21,"16 Apr, 2026",19.95,Jul 01 | 15:59
NIFTY BANK,FB,Federal Bank,Stock,Very Bullish,331.40,14.32,"20 May, 2026",289.90,Jul 01 | 15:59
NIFTY BANK,IDF01,IDFC First Bank,Stock,Very Bullish,78.93,13.63,"25 May, 2026",69.46,Jul 01 | 15:59
NIFTY BANK,IIB,IndusInd Bank,Stock,Very Bullish,941.60,12.08,"15 Apr, 2026",840.10,Jul 01 | 15:59
NIFTY BANK,UBI01,Union Bank,Stock,Bullish,174.88,4.91,"03 Jun, 2026",166.70,Jul 01 | 15:59
NIFTY BANK,ASF03,AU Small Financ,Stock,Very Bullish,"1,051.40",3.54,"12 Jun, 2026","1,015.50",Jul 01 | 15:57
NIFTY MIDCAP100,BHE,BHEL,Stock,Very Bullish,413.95,55.80,"08 Apr, 2026",265.70,Jul 01 | 15:59
NIFTY MIDCAP100,S11,Oracle Fin Serv,Stock,Very Bullish,"10,863.00",54.81,"06 Apr, 2026","7,017.00",Jul 01 | 15:58
NIFTY MIDCAP100,LL06,Laurus Labs,Stock,Very Bullish,"1,493.30",43.75,"01 Apr, 2026","1,038.80",Jul 01 | 15:59
NIFTY MIDCAP100,RK01,Radico Khaitan,Stock,Very Bullish,"3,952.60",41.53,"10 Apr, 2026","2,792.70",Jul 01 | 15:59
NIFTY MIDCAP100,VSN,Tata Comm,Stock,Bullish,"1,911.70",26.69,"10 Apr, 2026","1,509.00",Jul 01 | 15:57
NIFTY MIDCAP100,PI35,Page Industries,Stock,Very Bullish,"43,610.00",18.44,"15 May, 2026","36,820.00",Jul 01 | 15:59
NIFTY MIDCAP100,PEP02,Prestige Estate,Stock,Very Bullish,"1,625.30",17.16,"12 Jun, 2026","1,387.30",Jul 01 | 15:59
NIFTY MIDCAP100,GI27,GMR Airports,Stock,Very Bullish,113.53,16.04,"27 May, 2026",97.84,Jul 01 | 15:59
NIFTY MIDCAP100,ADG01,Adani Total Gas,Stock,Very Bullish,734.00,15.03,"21 May, 2026",638.10,Jul 01 | 15:59
NIFTY MIDCAP100,PM02,Phoenix Mills,Stock,Very Bullish,"2,018.50",14.84,"12 Jun, 2026","1,757.60",Jul 01 | 15:59
NIFTY MIDCAP100,BL03,Biocon,Stock,Very Bullish,418.20,13.56,"05 May, 2026",368.25,Jul 01 | 15:59
NIFTY MIDCAP100,FEV,FSN E-Com (Nyka,Stock,Very Bullish,308.65,12.85,"12 Jun, 2026",273.50,Jul 01 | 15:59
NIFTY MIDCAP100,MI25,Marico,Stock,Very Bullish,851.00,12.37,"17 Apr, 2026",757.30,Jul 01 | 15:59
NIFTY MIDCAP100,GP11,Godrej Prop,Stock,Very Bullish,"1,959.60",10.95,"15 Jun, 2026","1,766.20",Jul 01 | 15:59
NIFTY MIDCAP100,BFC,Bharat Forge,Stock,Very Bullish,"2,108.80",9.93,"25 May, 2026","1,918.30",Jul 01 | 15:56
NIFTY MIDCAP100,ABC07,AB Capital,Stock,Very Bullish,393.15,9.79,"12 Jun, 2026",358.10,Jul 01 | 15:59
NIFTY MIDCAP100,SE17,Suzlon Energy,Stock,Very Bullish,58.35,8.56,"22 May, 2026",53.75,Jul 01 | 15:59
NIFTY MIDCAP100,OR,Oberoi Realty,Stock,Very Bullish,"1,804.60",8.10,"15 Jun, 2026","1,669.40",Jul 01 | 15:54
NIFTY MIDCAP100,MOF01,Motilal Oswal,Stock,Very Bullish,955.95,7.60,"12 Jun, 2026",888.45,Jul 01 | 15:57
NIFTY MIDCAP100,OC10,One 97 Comm,Stock,Very Bullish,"1,203.70",7.01,"25 Jun, 2026","1,124.80",Jul 01 | 15:59
NIFTY MIDCAP100,LFH,L&T Finance,Stock,Very Bullish,312.70,6.63,"15 Jun, 2026",293.25,Jul 01 | 15:59
NIFTY MIDCAP100,EI,Exide Ind,Stock,Bullish,390.35,6.58,"26 May, 2026",366.25,Jul 01 | 15:59
NIFTY MIDCAP100,LC03,Lupin,Stock,Very Bullish,"2,397.50",5.46,"11 Jun, 2026","2,273.30",Jul 01 | 15:58
