Category,MC_Code,BSE_Code,StockName,nsCode,currPrice,lastUpdatedTime
52WeekLow,ATL05,ATL04,Adisoft Tech,/miscellaneous/adisofttechnologies/ATL04,189.0,"01 Jul, 2026|15:43"
52WeekLow,ALL04,ALL04,Ashapura Logist,/logistics/ashapuralogistics/ALL04,51.65,"01 Jul, 2026|15:40"
52WeekLow,ABL08,ABL08,Avience Biomedi,/medical-equipment-supplies-accessories/aviencebiomedicals/ABL08,370.0,"01 Jul, 2026|15:47"
52WeekLow,AIL07,AIL07,AVP Infracon,/construction-infrastructure/avpinfracon/AIL07,67.65,"01 Jul, 2026|15:44"
52WeekLow,KPI01,KPI02,Birlasoft,/computers-software-medium-small/birlasoft/KPI02,286.2,"01 Jul, 2026|15:59"
52WeekLow,BI30,BI18,Bohra Industrie,/miscellaneous/bohraindustries/BI18,13.98,"01 Jul, 2026|15:40"
52WeekLow,CWL,CWL,Cello World,/household-personal-products/celloworld/CWL,373.0,"01 Jul, 2026|15:58"
52WeekLow,CCI10,CCI10,Clay Craft Indi,/ceramics-marble-granite-sanitaryware/claycraftindia/CCI10,190.0,"01 Jul, 2026|15:58"
52WeekLow,FI19,FI08,Flexituff Ventu,/packaging/flexituffventuresinternational/FI08,5.6,"01 Jul, 2026|15:40"
52WeekLow,GS19,GS17,Global Surfaces,/ceramics-marble-granite-sanitaryware/globalsurfaces/GS17,43.38,"01 Jul, 2026|15:53"
52WeekLow,HCL02,HCL02,HCL Tech,/computers-software/hcltechnologies/HCL02,1070.0,"01 Jul, 2026|15:59"
52WeekLow,II22,II12,Indiamart Inter,/retailing/indiamartintermesh/II12,1914.0,"01 Jul, 2026|15:59"
52WeekLow,IT,IT,Infosys,/computers-software/infosys/IT,1006.0,"01 Jul, 2026|15:59"
52WeekLow,JL,JL,Jyothy Labs,/personal-care/jyothylabs/JL,192.0,"01 Jul, 2026|15:59"
52WeekLow,KPITT54265,KPITT54265,KPIT Tech,/it-services-consulting/kpittechnologies/KPITT54265,604.4,"01 Jul, 2026|15:59"
52WeekLow,LME01,LME01,Le Merite,/textiles/lemeriteexports/LME01,22.6,"01 Jul, 2026|15:53"
52WeekLow,MID,MID,MEP Infra,/infrastructure-general/mepinfrastructuredevelopers/MID,0.73,"01 Jul, 2026|15:31"
52WeekLow,NSF,NSF,NFP Sampoorna,/consumer-food/nfpsampoornafoods/NSF,22.85,"01 Jul, 2026|15:53"
52WeekLow,PD05,PD05,Parsvnath,/construction-contracting-real-estate/parsvnathdevelopers/PD05,2.66,"01 Jul, 2026|15:59"
52WeekLow,PI30,PI32,Perfect Infra,/construction-contracting-civil/perfectinfraengineers/PI32,2.6,"30 Apr, 2026|15:40"
52WeekLow,PSL03,PSL03,Picturepost Stu,/miscellaneous/picturepoststudios/PSL03,3.45,"01 Jul, 2026|15:51"
52WeekLow,PG01,PG01,Premco Global,/textiles-general/premcoglobal/PG01,362.25,"01 Jul, 2026|15:31"
52WeekLow,PC,PC,Prism Johnson,/cement-major/prismjohnson/PC,117.01,"01 Jul, 2026|15:59"
52WeekLow,RSI01,RSI01,R Systems Intl,/computers-software-medium-small/rsystemsinternational/RSI01,235.04,"01 Jul, 2026|15:59"
52WeekLow,SI48,SI48,Supreme Ind,/plastics/supremeindustries/SI48,3181.4,"01 Jul, 2026|15:54"
52WeekLow,TEI,TE,Tata Elxsi,/computers-software/tataelxsi/TE,3769.8,"01 Jul, 2026|15:57"
52WeekLow,ATE02,ATE02,TCC CONCEPT,/trading/tccconcept/ATE02,327.9,"01 Jul, 2026|15:40"
52WeekLow,TCS,TCS,TCS,/computers-software/tataconsultancyservices/TCS,2039.9,"01 Jul, 2026|15:59"
52WeekLow,TGL,TGL,Teerth Gopicon,/engineering-construction/teerthgopicon/TGL,15.0,"01 Jul, 2026|15:31"
52WeekLow,TTL02,TTL02,Trident Techlab,/software/tridenttechlabs/TTL02,114.95,"01 Jul, 2026|15:31"
52WeekLow,TC15,TC15,Twamev Construc,/construction-contracting-civil/twamevconstructioninfrastructure/TC15,14.07,"01 Jul, 2026|15:45"
52WeekLow,SI10,UP04,UPL,/chemicals/upl/UP04,575.0,"01 Jul, 2026|15:59"
52WeekLow,USIIL,USIIL,Utkal Specialit,/paper-forest-products/utkalspecialityindustriesindia/USIIL,39.75,"01 Jul, 2026|15:46"
52WeekLow,IL05,IL04,V R Infraspace,/construction-residential-commercial-complexes/vrinfraspace/IL04,103.05,"01 Jul, 2026|15:31"
52WeekLow,VAL,VAL,Veritaas Advert,/printing-publishing/veritaasadvertising/VAL,34.5,"01 Jul, 2026|15:56"
52WeekLow,PHH,VH04,Viceroy Hotels,/hotels/viceroyhotels/VH04,131.39,"01 Jul, 2026|15:41"
52WeekLow,W,W,Wipro,/computers-software/wipro/W,171.0,"01 Jul, 2026|15:59"
