MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,13.53,13.58,-0.05,-0.37,769010637,13.65,13.88,13.51
,IRB,IRB,IRB,22.56,21.13,1.43,6.77,428946595,21.15,23.95,21.13
,JPPOWER,JPPOWER,JPPOWER,18.6,18.31,0.29,1.58,186605793,18.9,19.38,18.42
,YESBANK,YESBANK,YESBANK,21.6,22.0,-0.4,-1.82,130253122,22.17,22.34,20.93
,SAMMAANCAP,SAMMAANCAP,SAMMAANCAP,154.75,141.8,12.95,9.13,120079677,148.19,158.6,148.0
,OLAELEC,OLAELEC,OLAELEC,35.54,36.96,-1.42,-3.84,103799544,35.63,36.1,34.83
,MOTHERSON,MOTHERSON,MOTHERSON,136.89,132.17,4.72,3.57,65674007,136.02,138.4,133.36
,TATSILV,TATSILV,TATSILV,25.52,25.63,-0.11,-0.43,63718179,25.32,25.99,25.32
,SUZLON,SUZLON,SUZLON,52.8,52.57,0.23,0.44,55852452,53.0,53.84,52.66
,APOLLO,APOLLO,APOLLO,356.25,356.7,-0.45,-0.13,53090161,362.5,377.7,353.0
,TATAGOLD,TATAGOLD,TATAGOLD,15.35,15.28,0.07,0.46,49036474,14.89,15.4,14.89
,LENSKART,LENSKART,LENSKART,498.0,486.85,11.15,2.29,43786428,513.0,517.0,490.0
,JSWCEMENT,JSWCEMENT,JSWCEMENT,127.99,120.91,7.08,5.86,41116895,121.28,132.13,121.28
,HFCL,HFCL,HFCL,141.56,139.34,2.22,1.59,40951694,140.9,146.2,138.95
,GTLINFRA,GTLINFRA,GTLINFRA,1.31,1.31,0.0,0.0,36015052,1.32,1.35,1.3
,ADANIPOWER,ADANIPOWER,ADANIPOWER,219.8,220.24,-0.44,-0.2,34984894,222.3,226.4,218.5
,GROWW,GROWW,GROWW,187.89,188.5,-0.61,-0.32,34865685,190.51,193.38,186.8
,PCJEWELLER,PCJEWELLER,PCJEWELLER,8.28,8.21,0.07,0.85,34834719,8.28,8.38,8.21
,HDFCBANK,HDFCBANK,HDFCBANK,758.8,759.5,-0.7,-0.09,34664725,767.0,768.25,755.15
,RPOWER,RPOWER,RPOWER,27.19,27.13,0.06,0.22,33774070,27.32,28.04,27.0
