MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
GI01,GI01,Grasim,3060.7,3180.0,3021.0,3154.5,2971.1,183.40,6.17,4417489
IA05,IA04,Interglobe Avi,4305.0,4452.2,4305.0,4403.0,4264.6,138.40,3.25,1656192
AHE,AHE,Apollo Hospital,8198.5,8388.0,8051.5,8308.5,8078.5,230.00,2.85,1425124
BA06,BA10,Bajaj Auto,10544.5,10735.0,10493.5,10667.0,10462.5,204.50,1.95,522986
L,T04,Trent,4135.0,4190.9,4052.0,4170.4,4099.9,70.50,1.72,748071
BE03,BE03,Bharat Elec,420.0,426.1,418.05,420.4,413.3,7.10,1.72,19789651
HSL01,HSL01,HDFC Life,612.0,616.5,605.65,614.35,605.1,9.25,1.53,3625135
MHI,MHI,Max Healthcare,1086.9,1111.0,1079.05,1091.1,1075.7,15.40,1.43,2764467
W,W,Wipro,198.5,200.04,197.5,199.74,197.12,2.62,1.33,18980608
H,HI,Hindalco,1098.7,1110.9,1089.3,1099.3,1085.5,13.80,1.27,4584559
MPS,MPS,Adani Ports,1781.4,1800.8,1776.8,1793.3,1772.6,20.70,1.17,1628329
TIS,TIS,Tata Steel,209.75,210.07,207.66,208.58,207.01,1.57,0.76,24385712
EM,EM,Eicher Motors,6902.0,6945.5,6863.0,6892.0,6849.5,42.50,0.62,491206
SPI,SPI,Sun Pharma,1892.0,1899.6,1868.1,1891.3,1880.3,11.00,0.59,1605806
UTC,UTC01,UltraTechCement,11484.0,11517.0,11373.0,11474.0,11409.0,65.00,0.57,244967
JFS,JFS,Jio Financial,236.5,238.3,235.06,235.78,234.67,1.11,0.47,12084486
LT,LT,Larsen,3970.0,3970.0,3912.7,3928.5,3910.7,17.80,0.46,1624945
ICI02,ICI02,ICICI Bank,1245.3,1248.3,1234.4,1242.8,1237.3,5.50,0.44,14394386
CI29,CI11,Coal India,458.7,465.25,457.25,460.2,458.7,1.50,0.33,7425043
UTI10,AB16,Axis Bank,1256.9,1262.7,1244.8,1253.3,1249.8,3.50,0.28,5171528
C,C,Cipla,1406.5,1415.9,1397.7,1401.9,1399.5,2.40,0.17,1145360
ITC,ITC,ITC,309.85,311.3,305.8,308.05,307.55,0.50,0.16,21868988
MU01,MS24,Maruti Suzuki,13103.0,13150.0,12933.0,13010.0,13003.0,7.00,0.05,213095
TEL,TM03,TMPV,364.0,366.0,359.0,361.35,361.25,0.10,0.03,10834385
API,AP31,Asian Paints,2625.0,2648.3,2590.8,2598.8,2598.6,0.20,0.01,1031843
