MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
BAF,BAF,Bajaj Finance,933.0,934.9,903.25,907.65,923.1,-15.45,-1.67,9713326
HL,HU,HUL,2224.0,2229.0,2176.0,2179.0,2209.3,-30.30,-1.37,1581812
TM4,TM4,Tech Mahindra,1445.1,1450.0,1416.3,1420.0,1439.0,-19.00,-1.32,999422
TT,TT,TATA Cons. Prod,1211.2,1217.4,1192.0,1194.9,1208.7,-13.80,-1.14,1443629
BF04,BF04,Bajaj Finserv,1781.0,1784.4,1746.0,1752.2,1772.0,-19.80,-1.12,479195
IT,IT,Infosys,1196.1,1201.8,1177.0,1181.2,1193.7,-12.50,-1.05,10021033
BTV,BA08,Bharti Airtel,1911.0,1915.3,1880.8,1885.3,1904.9,-19.60,-1.03,6419014
NI,NI,Nestle,1425.0,1430.9,1403.5,1406.5,1420.1,-13.60,-0.96,2049251
STF,STF,Shriram Finance,935.0,941.9,910.0,914.75,923.45,-8.70,-0.94,4598094
NTP,NTP,NTPC,393.5,395.55,387.85,388.8,392.45,-3.65,-0.93,10596954
ONG,ONG,ONGC,296.65,299.6,294.15,295.85,298.3,-2.45,-0.82,14084672
MM,MM,M&M,3147.0,3157.7,3079.8,3099.0,3122.2,-23.20,-0.74,1877207
RI,RI,Reliance,1367.2,1370.9,1345.2,1349.6,1359.7,-10.10,-0.74,17150630
KMF,KMB,Kotak Mahindra,384.7,386.45,377.9,380.85,383.2,-2.35,-0.61,10133840
TI01,TI01,Titan Company,4120.0,4136.4,4070.0,4083.1,4106.4,-23.30,-0.57,863060
Z01,Z,Eternal,245.7,247.91,241.56,242.05,243.34,-1.29,-0.53,21676835
AE01,AE13,Adani Enterpris,2727.9,2770.0,2684.0,2697.6,2704.8,-7.20,-0.27,1606690
DRL,DRL,Dr Reddys Labs,1325.0,1331.6,1314.2,1318.5,1321.9,-3.40,-0.26,2183121
SLI03,SLI03,SBI Life Insura,1869.9,1876.4,1854.9,1859.9,1864.2,-4.30,-0.23,383464
JVS,JSW01,JSW Steel,1293.0,1293.0,1272.8,1281.3,1283.2,-1.90,-0.15,5339554
HCL02,HCL02,HCL Tech,1173.7,1180.6,1163.2,1168.2,1169.8,-1.60,-0.14,2245247
PGC,PGC,Power Grid Corp,302.4,304.5,298.7,299.55,299.9,-0.35,-0.12,10353164
HDF01,HDF01,HDFC Bank,767.0,768.25,755.15,759.15,759.5,-0.35,-0.05,34664725
TCS,TCS,TCS,2331.0,2335.9,2314.0,2327.2,2327.4,-0.20,-0.01,3299087
