MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.38,14.06,0.32,2.28,1039440837,14.1,14.51,13.83
,YESBANK,YESBANK,YESBANK,25.08,24.87,0.21,0.84,183936840,24.87,25.38,24.82
,CANBK,CANBK,CANBK,126.35,128.95,-2.6,-2.02,89710392,128.86,129.59,125.38
,NHPC,NHPC,NHPC,81.61,79.4,2.21,2.78,85760641,78.52,82.1,78.44
,MOTHERSON,MOTHERSON,MOTHERSON,149.0,151.71,-2.71,-1.79,74600161,151.71,154.0,147.72
,ADANIPOWER,ADANIPOWER,ADANIPOWER,225.65,229.27,-3.62,-1.58,72715673,228.12,228.6,224.53
,SAKSOFT,SAKSOFT,SAKSOFT,185.0,160.45,24.55,15.3,71487865,163.75,189.9,162.45
,GMRAIRPORT,GMRAIRPORT,GMRAIRPORT,109.85,108.44,1.41,1.3,70291664,108.44,111.59,108.44
,SUZLON,SUZLON,SUZLON,57.4,57.14,0.26,0.46,68862375,58.0,58.0,56.93
,TATAGOLD,TATAGOLD,TATAGOLD,13.65,13.5,0.15,1.11,66375278,13.83,13.84,13.61
,TATASTEEL,TATASTEEL,TATASTEEL,189.9,188.71,1.19,0.63,62549132,188.73,191.27,188.6
,ASHOKLEY,ASHOKLEY,ASHOKLEY,157.75,160.68,-2.93,-1.82,62382187,160.0,160.64,156.6
,OLAELEC,OLAELEC,OLAELEC,40.3,41.8,-1.5,-3.59,61611136,41.62,41.73,39.85
,SEPC,SEPC,SEPC,6.46,6.59,-0.13,-1.97,59449292,6.59,6.66,6.21
,IDFCFIRSTB,IDFCFIRSTB,IDFCFIRSTB,78.53,79.22,-0.69,-0.87,58108109,79.0,79.94,77.88
,VEDL,VEDL,VEDL,285.0,273.45,11.55,4.22,57647547,270.5,287.4,270.5
,CENTRALBK,CENTRALBK,CENTRALBK,33.0,32.2,0.8,2.48,53093790,32.22,34.24,31.86
,SAIL,SAIL,SAIL,174.0,170.79,3.21,1.88,53065147,170.79,176.89,170.4
,VIKRAN,VIKRAN,VIKRAN,74.45,70.24,4.21,5.99,51807156,75.66,78.6,73.56
,MAHABANK,MAHABANK,MAHABANK,93.65,88.71,4.94,5.57,49937301,88.25,94.5,88.0
