Category,MC_Code,BSE_Code,StockName,nsCode,currPrice,lastUpdatedTime
52WeekLow,ALC,AO04,Aban Offshore,/oil-drilling-exploration/abanoffshore/AO04,13.21,"29 Jun, 2026|15:31"
52WeekLow,ALTL,ALTL,Addictive Learn,/it-education/addictivelearningtechnology/ALTL,41.0,"29 Jun, 2026|15:50"
52WeekLow,ATL05,ATL04,Adisoft Tech,/miscellaneous/adisofttechnologies/ATL04,191.9,"29 Jun, 2026|15:40"
52WeekLow,SAB,SAB,Aqylon Nexus,/media-entertainment/aqylonnexus/SAB,38.1,"29 Jun, 2026|15:59"
52WeekLow,AGI04,AGI04,Asian Granito,/ceramics-granite/asiangranitoindia/AGI04,54.36,"29 Jun, 2026|15:57"
52WeekLow,ABL08,ABL08,Avience Biomedi,/medical-equipment-supplies-accessories/aviencebiomedicals/ABL08,394.25,"29 Jun, 2026|15:48"
52WeekLow,BO02,BO02,Bang Overseas,/textiles-general/bangoverseas/BO02,32.74,"29 Jun, 2026|15:59"
52WeekLow,HSA01,BC12,Bayer CropScien,/pesticides-agro-chemicals/bayercropscience/BC12,4192.3,"29 Jun, 2026|15:58"
52WeekLow,BHL03,BHL02,Bharti Hexacom,/telecommunication-equipment/bhartihexacom/BHL02,1475.1,"29 Jun, 2026|15:56"
52WeekLow,KPI01,KPI02,Birlasoft,/computers-software-medium-small/birlasoft/KPI02,300.95,"29 Jun, 2026|15:57"
52WeekLow,BI30,BI18,Bohra Industrie,/miscellaneous/bohraindustries/BI18,15.47,"29 Jun, 2026|15:54"
52WeekLow,CCI10,CCI10,Clay Craft Indi,/ceramics-marble-granite-sanitaryware/claycraftindia/CCI10,206.15,"29 Jun, 2026|15:59"
52WeekLow,CMI,CMI,CMI,/cables-telephone/cmi/CMI,3.09,"29 Jun, 2026|15:31"
52WeekLow,CSA,CSA,Continental See,/food-processing/continentalseedschemicals/CSA,11.25,"29 Jun, 2026|15:40"
52WeekLow,CB08,CB05,CSB Bank,/banks-private-sector/csbbank/CB05,327.05,"29 Jun, 2026|15:53"
52WeekLow,DSM03,DSM03,Debock Ind.,/diversified/debockindustries/DSM03,0.9,"29 Jun, 2026|15:58"
52WeekLow,DSL02,DSL01,Digikore,/film-production-distribution-entertainment/digikorestudios/DSL01,48.9,"29 Jun, 2026|15:44"
52WeekLow,EEL01,EEL01,Eppeltone Eng,/electronics-components/eppeltoneengineers/EEL01,92.25,"29 Jun, 2026|15:47"
52WeekLow,FTIL,FTIL,Falcon Technopr,/engineering/falcontechnoprojectsindia/FTIL,11.45,"29 Jun, 2026|15:40"
52WeekLow,FVI,FVI,Future Consumer,/food-processing/futureconsumer/FVI,0.3,"29 Jun, 2026|15:56"
52WeekLow,GS19,GS17,Global Surfaces,/ceramics-marble-granite-sanitaryware/globalsurfaces/GS17,44.3,"29 Jun, 2026|15:46"
52WeekLow,GIC11,GIC11,Globe Internati,/diversified/globeinternationalcarriers/GIC11,17.19,"29 Jun, 2026|15:52"
52WeekLow,HCL02,HCL02,HCL Tech,/computers-software/hcltechnologies/HCL02,1095.6,"29 Jun, 2026|15:59"
52WeekLow,II22,II12,Indiamart Inter,/retailing/indiamartintermesh/II12,1970.0,"29 Jun, 2026|15:56"
52WeekLow,JL,JL,Jyothy Labs,/personal-care/jyothylabs/JL,199.28,"29 Jun, 2026|15:58"
52WeekLow,KCE,KCE,Kay Cee Energy ,/construction-infrastructure/kayceeenergyinfra/KCE,76.7,"29 Jun, 2026|15:31"
52WeekLow,LME01,LME01,Le Merite,/textiles/lemeriteexports/LME01,24.3,"29 Jun, 2026|15:55"
52WeekLow,LG,LG,Lexus Granito,/miscellaneous/lexusgranitoindia/LG,14.0,"29 Jun, 2026|15:49"
52WeekLow,LI09,LI12,LTM,/computers-software/ltm/LI12,3775.5,"29 Jun, 2026|15:59"
52WeekLow,MR02,MR02,Mahalaxmi Rub,/rubber/mahalaxmirubtech/MR02,134.0,"29 Jun, 2026|15:56"
52WeekLow,MVL02,MVL03,Mayasheel Vent,/engineering-construction/mayasheelventures/MVL03,43.65,"29 Jun, 2026|15:40"
52WeekLow,MB,MB,Medicamen Bio,/pharmaceuticals/medicamenbiotech/MB,229.0,"29 Jun, 2026|15:44"
52WeekLow,MID,MID,MEP Infra,/infrastructure-general/mepinfrastructuredevelopers/MID,0.75,"29 Jun, 2026|15:45"
52WeekLow,PGI,PGH,P and G,/personal-care/proctergamblehygienehealthcare/PGH,9020.0,"29 Jun, 2026|15:59"
52WeekLow,PD05,PD05,Parsvnath,/construction-contracting-real-estate/parsvnathdevelopers/PD05,2.76,"29 Jun, 2026|15:55"
52WeekLow,RSI,RSI,Patanjali Foods,/vegetable-oils-products/patanjalifoods/RSI,413.45,"29 Jun, 2026|15:59"
52WeekLow,PS15,PS15,Persistent,/computers-software/persistentsystems/PS15,4500.0,"29 Jun, 2026|15:59"
52WeekLow,P,P,Pfizer,/pharmaceuticals/pfizer/P,4460.7,"29 Jun, 2026|15:58"
52WeekLow,PII,PII,PI Industries,/pesticides-agro-chemicals/piindustries/PII,2684.9,"29 Jun, 2026|15:59"
52WeekLow,PSL03,PSL03,Picturepost Stu,/miscellaneous/picturepoststudios/PSL03,3.75,"29 Jun, 2026|15:31"
52WeekLow,RI29,RI12,Ramky Infra,/construction-contracting-civil/ramkyinfrastructure/RI12,405.3,"29 Jun, 2026|15:56"
52WeekLow,SEC02,SEC,Salasar Ext,/other-construction-materials/salasarexteriorscontour/SEC,3.0,"22 Jun, 2026|15:31"
52WeekLow,SRP07,SRP07,Shree Ram Prot,/diversified/shreeramproteins/SRP07,0.36,"29 Jun, 2026|15:31"
52WeekLow,SOL04,SOL04,Silky Overseas,/textiles/silkyoverseas/SOL04,116.0,"29 Jun, 2026|15:40"
52WeekLow,SI48,SI48,Supreme Ind,/plastics/supremeindustries/SI48,3397.7,"29 Jun, 2026|15:56"
52WeekLow,SL23,SL24,Swiggy,/online-services/swiggy/SL24,240.75,"29 Jun, 2026|15:59"
