Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,AE01,Adani Enterpris,Stock,Bullish,"2,962.50",41.96,"10 Apr, 2026","2,086.80",Jun 29 | 15:59
NIFTY 50,IA05,Interglobe Avi,Stock,Very Bullish,"5,315.20",17.14,"09 Jun, 2026","4,537.60",Jun 29 | 15:59
NIFTY 50,AHE,Apollo Hospital,Stock,Very Bullish,"8,655.00",15.69,"09 Apr, 2026","7,481.50",Jun 29 | 15:55
NIFTY 50,L,Trent,Stock,Very Bullish,"3,258.30",12.31,"15 Jun, 2026","2,901.10",Jun 29 | 15:59
NIFTY 50,MHI,Max Healthcare,Stock,Very Bullish,"1,149.90",11.76,"15 Jun, 2026","1,028.90",Jun 29 | 15:59
NIFTY 50,ICI02,ICICI Bank,Stock,Very Bullish,"1,387.60",7.29,"10 Jun, 2026","1,293.30",Jun 29 | 15:58
NIFTY 50,DRL,Dr Reddys Labs,Stock,Very Bullish,"1,375.70",6.59,"22 Jun, 2026","1,290.70",Jun 29 | 15:59
NIFTY 50,SBI,SBI,Stock,Very Bullish,"1,036.10",5.51,"08 Jun, 2026",981.95,Jun 29 | 15:59
NIFTY 50,UTI10,Axis Bank,Stock,Very Bullish,"1,356.80",4.98,"09 Jun, 2026","1,292.40",Jun 29 | 15:57
NIFTY 50,BAF,Bajaj Finance,Stock,Very Bullish,982.05,4.22,"15 Jun, 2026",942.30,Jun 29 | 15:59
NIFTY 50,STF,Shriram Finance,Stock,Very Bullish,"1,032.65",3.20,"15 Jun, 2026","1,000.65",Jun 29 | 15:59
NIFTY 50,EM,Eicher Motors,Stock,Very Bullish,"7,426.00",3.10,"09 Jun, 2026","7,203.00",Jun 29 | 15:59
NIFTY 50,SPI,Sun Pharma,Stock,Very Bullish,"1,874.80",2.99,"17 Jun, 2026","1,820.40",Jun 29 | 15:57
NIFTY 50,LT,Larsen,Stock,Very Bullish,"4,165.20",2.86,"12 Jun, 2026","4,049.30",Jun 29 | 15:59
NIFTY 50,HDF01,HDFC Bank,Stock,Bullish,798.90,2.77,"15 Jun, 2026",777.35,Jun 29 | 15:59
NIFTY 50,C,Cipla,Stock,Very Bullish,"1,454.10",2.71,"22 Jun, 2026","1,415.70",Jun 29 | 15:59
NIFTY 50,Z01,Eternal,Stock,Very Bullish,259.40,2.29,"16 Jun, 2026",253.60,Jun 29 | 15:59
NIFTY 50,TI01,Titan Company,Stock,Bullish,"4,277.20",-0.15,"15 Jun, 2026","4,283.50",Jun 29 | 15:59
NIFTY 50,MU01,Maruti Suzuki,Stock,Bullish,"13,412.00",-2.42,"25 Jun, 2026","13,745.00",Jun 29 | 15:59
NIFTY BANK,YB,Yes Bank,Stock,Very Bullish,25.09,25.76,"16 Apr, 2026",19.95,Jun 29 | 15:59
NIFTY BANK,IDF01,IDFC First Bank,Stock,Very Bullish,78.20,12.58,"25 May, 2026",69.46,Jun 29 | 15:57
NIFTY BANK,FB,Federal Bank,Stock,Very Bullish,324.05,11.78,"20 May, 2026",289.90,Jun 29 | 15:57
NIFTY BANK,IIB,IndusInd Bank,Stock,Bullish,915.40,8.96,"15 Apr, 2026",840.10,Jun 29 | 15:58
NIFTY BANK,UBI01,Union Bank,Stock,Very Bullish,174.56,4.72,"03 Jun, 2026",166.70,Jun 29 | 15:59
NIFTY BANK,ASF03,AU Small Financ,Stock,Very Bullish,"1,030.45",1.47,"12 Jun, 2026","1,015.50",Jun 29 | 15:59
NIFTY MIDCAP100,BHE,BHEL,Stock,Very Bullish,413.75,55.72,"08 Apr, 2026",265.70,Jun 29 | 15:59
NIFTY MIDCAP100,S11,Oracle Fin Serv,Stock,Very Bullish,"10,874.50",54.97,"06 Apr, 2026","7,017.00",Jun 29 | 15:58
NIFTY MIDCAP100,LL06,Laurus Labs,Stock,Very Bullish,"1,500.30",44.43,"01 Apr, 2026","1,038.80",Jun 29 | 15:59
NIFTY MIDCAP100,RK01,Radico Khaitan,Stock,Very Bullish,"3,876.90",38.82,"10 Apr, 2026","2,792.70",Jun 29 | 15:59
NIFTY MIDCAP100,VSN,Tata Comm,Stock,Very Bullish,"1,993.40",32.10,"10 Apr, 2026","1,509.00",Jun 29 | 15:55
NIFTY MIDCAP100,PI41,Polycab,Stock,Very Bullish,"9,779.00",28.66,"08 Apr, 2026","7,600.50",Jun 29 | 15:59
NIFTY MIDCAP100,KEI,KEI Industries,Stock,Very Bullish,"5,452.00",20.96,"08 Apr, 2026","4,507.20",Jun 29 | 15:59
NIFTY MIDCAP100,ADG01,Adani Total Gas,Stock,Very Bullish,731.65,14.66,"21 May, 2026",638.10,Jun 29 | 15:59
NIFTY MIDCAP100,BFC,Bharat Forge,Stock,Very Bullish,"2,170.90",13.17,"25 May, 2026","1,918.30",Jun 29 | 15:59
NIFTY MIDCAP100,GI27,GMR Airports,Stock,Very Bullish,109.42,11.84,"27 May, 2026",97.84,Jun 29 | 15:58
NIFTY MIDCAP100,PEP02,Prestige Estate,Stock,Very Bullish,"1,539.40",10.96,"12 Jun, 2026","1,387.30",Jun 29 | 15:53
NIFTY MIDCAP100,MI25,Marico,Stock,Very Bullish,839.95,10.91,"17 Apr, 2026",757.30,Jun 29 | 15:58
NIFTY MIDCAP100,FEV,FSN E-Com (Nyka,Stock,Very Bullish,302.05,10.44,"12 Jun, 2026",273.50,Jun 29 | 15:59
NIFTY MIDCAP100,PI35,Page Industries,Stock,Very Bullish,"40,405.00",9.74,"15 May, 2026","36,820.00",Jun 29 | 15:58
NIFTY MIDCAP100,PM02,Phoenix Mills,Stock,Very Bullish,"1,912.00",8.78,"12 Jun, 2026","1,757.60",Jun 29 | 15:55
NIFTY MIDCAP100,ABC07,AB Capital,Stock,Very Bullish,385.30,7.60,"12 Jun, 2026",358.10,Jun 29 | 15:58
