Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,MPS,Adani Ports,Stock,Bullish,"1,775.00",4.76,"07 Sep, 2026","1,694.30",Sep 09 | 15:59
NIFTY 50,JVS,JSW Steel,Stock,Very Bullish,"1,310.00",4.22,"20 Jul, 2026","1,257.00",Sep 09 | 15:59
NIFTY 50,KMF,Kotak Mahindra,Stock,Very Bullish,414.00,4.19,"20 Aug, 2026",397.35,Sep 09 | 15:53
NIFTY 50,CI29,Coal India,Stock,Bullish,431.00,2.61,"03 Sep, 2026",420.05,Sep 09 | 15:59
NIFTY 50,AHE,Apollo Hospital,Stock,Very Bullish,"8,967.00",1.47,"08 Sep, 2026","8,837.50",Sep 09 | 15:57
NIFTY 50,GI01,Grasim,Stock,Very Bullish,"3,300.00",1.23,"03 Aug, 2026","3,260.00",Sep 09 | 15:59
NIFTY 50,H,Hindalco,Stock,Bullish,"1,026.90",0.00,"09 Sep, 2026","1,026.90",Sep 09 | 15:58
NIFTY 50,AE01,Adani Enterpris,Stock,Very Bullish,"3,104.70",0.00,"09 Sep, 2026","3,104.70",Sep 09 | 15:59
NIFTY BANK,IDF01,IDFC First Bank,Stock,Very Bullish,86.00,23.81,"25 May, 2026",69.46,Sep 09 | 15:59
NIFTY MIDCAP100,LL06,Laurus Labs,Stock,Very Bullish,"1,937.00",86.47,"01 Apr, 2026","1,038.80",Sep 09 | 15:58
NIFTY MIDCAP100,OC10,One 97 Comm,Stock,Very Bullish,"1,751.50",55.72,"25 Jun, 2026","1,124.80",Sep 09 | 15:59
NIFTY MIDCAP100,KJI01,Kalyan Jeweller,Stock,Very Bullish,607.60,37.16,"09 Jul, 2026",443.00,Sep 09 | 15:59
NIFTY MIDCAP100,LSL,Lenskart Solu,Stock,Very Bullish,693.90,34.22,"22 Jun, 2026",517.00,Sep 09 | 15:59
NIFTY MIDCAP100,FEV,FSN E-Com (Nyka,Stock,Very Bullish,343.00,25.41,"12 Jun, 2026",273.50,Sep 09 | 15:57
NIFTY MIDCAP100,MCE,MCX India,Stock,Very Bullish,"3,350.00",15.72,"11 Aug, 2026","2,895.00",Sep 09 | 15:59
NIFTY MIDCAP100,IC8,Vodafone Idea,Stock,Very Bullish,15.52,14.96,"12 Aug, 2026",13.50,Sep 09 | 15:59
NIFTY MIDCAP100,OI13,Oil India,Stock,Very Bullish,498.95,14.12,"15 Jul, 2026",437.20,Sep 09 | 15:59
NIFTY MIDCAP100,AP,Aurobindo Pharm,Stock,Very Bullish,"1,698.90",13.43,"19 Jun, 2026","1,497.80",Sep 09 | 15:55
NIFTY MIDCAP100,MOF01,Motilal Oswal,Stock,Very Bullish,"1,025.00",13.42,"14 Aug, 2026",903.70,Sep 09 | 15:59
NIFTY MIDCAP100,BT09,APL Apollo,Stock,Very Bullish,"2,168.00",11.67,"03 Aug, 2026","1,941.50",Sep 09 | 15:56
NIFTY MIDCAP100,GP08,Glenmark,Stock,Very Bullish,"2,435.00",7.79,"05 Aug, 2026","2,259.00",Sep 09 | 15:57
NIFTY MIDCAP100,SAI,SAIL,Stock,Bullish,186.40,7.40,"04 Aug, 2026",173.55,Sep 09 | 15:58
NIFTY MIDCAP100,GEC,GE Vernova T&D,Stock,Very Bullish,"4,673.00",7.00,"07 Sep, 2026","4,367.20",Sep 09 | 15:54
NIFTY MIDCAP100,BHE,BHEL,Stock,Very Bullish,433.70,6.01,"13 Jul, 2026",409.10,Sep 09 | 15:59
NIFTY MIDCAP100,LIC,LIC Housing Fin,Stock,Very Bullish,555.00,3.64,"27 Aug, 2026",535.50,Sep 09 | 15:59
NIFTY MIDCAP100,CS17,Cochin Shipyard,Stock,Very Bullish,"1,556.00",1.82,"08 Sep, 2026","1,528.20",Sep 09 | 15:59
NIFTY MIDCAP100,SCP03,SBI Card,Stock,Very Bullish,668.40,1.12,"03 Sep, 2026",661.00,Sep 09 | 15:59
NIFTY MIDCAP100,VSN,Tata Comm,Stock,Very Bullish,"1,772.80",0.95,"04 Sep, 2026","1,756.10",Sep 09 | 16:00
NIFTY MIDCAP100,CCI,Container Corp,Stock,Bullish,510.00,0.00,"09 Sep, 2026",510.00,Sep 09 | 15:58
NIFTY MIDCAP100,SL23,Swiggy,Stock,Very Bullish,282.75,0.00,"09 Sep, 2026",282.75,Sep 09 | 16:00
NIFTY NEXT 50,DL03,Divis Labs,Stock,Very Bullish,"9,488.00",40.42,"03 Jul, 2026","6,757.00",Sep 09 | 15:58
NIFTY NEXT 50,MIC,Bosch,Stock,Very Bullish,"49,100.00",34.06,"29 May, 2026","36,625.00",Sep 09 | 15:57
NIFTY NEXT 50,SE20,Solar Ind,Stock,Very Bullish,"22,355.00",22.59,"10 Jul, 2026","18,236.00",Sep 09 | 15:59
NIFTY NEXT 50,HZ,Hind Zinc,Stock,Very Bullish,605.40,7.55,"04 Aug, 2026",562.90,Sep 09 | 15:59
NIFTY NEXT 50,CG,CG Power ,Stock,Very Bullish,926.95,3.57,"03 Sep, 2026",895.00,Sep 09 | 15:59
NIFTY NEXT 50,GAI,GAIL,Stock,Very Bullish,174.90,0.13,"03 Sep, 2026",174.67,Sep 09 | 15:58
NIFTY NEXT 50,AP26,Adani Power,Stock,Bullish,214.90,0.00,"09 Sep, 2026",214.90,Sep 09 | 15:59
NIFTY NEXT 50,HAL,Hindustan Aeron,Stock,Very Bullish,"5,000.50",-0.61,"08 Sep, 2026","5,031.10",Sep 09 | 15:58
NIFTY 500,WGS,Welspun Corp,Stock,Very Bullish,"2,608.50",212.19,"25 Mar, 2026",835.55,Sep 09 | 15:56
NIFTY 500,AEL10,Ather Energy,Stock,Bullish,"1,580.00",125.07,"11 Mar, 2026",702.00,Sep 09 | 15:59
NIFTY 500,SST07,Syrma SGS,Stock,Very Bullish,"1,622.40",105.13,"24 Mar, 2026",790.90,Sep 09 | 16:00
NIFTY 500,NL,Neuland Lab,Stock,Very Bullish,"23,195.00",75.43,"06 Apr, 2026","13,222.00",Sep 09 | 15:56
NIFTY 500,GP14,Gland,Stock,Very Bullish,"3,026.20",70.44,"27 Apr, 2026","1,775.50",Sep 09 | 15:58
NIFTY 500,SLS02,Sai Life Sci,Stock,Very Bullish,"1,675.40",66.54,"22 Apr, 2026","1,006.00",Sep 09 | 15:51
NIFTY 500,CA07,Craftsman,Stock,Very Bullish,"11,806.00",60.59,"08 Apr, 2026","7,351.50",Sep 09 | 15:55
NIFTY 500,CT09,Cartrade,Stock,Bullish,"3,027.10",54.31,"03 Jun, 2026","1,961.70",Sep 09 | 15:59
NIFTY 500,VDC01,Vijaya Diagnost,Stock,Very Bullish,"1,498.90",53.72,"09 Apr, 2026",975.10,Sep 09 | 15:57
NIFTY 500,BCM,Balrampur Chini,Stock,Very Bullish,700.05,44.24,"15 Apr, 2026",485.35,Sep 09 | 15:59
NIFTY 500,JCA,Jyoti CNC Auto,Stock,Very Bullish,"1,009.05",42.74,"17 Jun, 2026",706.90,Sep 09 | 16:00
NIFTY 500,RI37,Redington,Stock,Very Bullish,378.05,35.92,"27 Jul, 2026",278.15,Sep 09 | 16:00
NIFTY 500,MR,Chennai Petro,Stock,Very Bullish,"1,604.40",35.89,"10 Jul, 2026","1,180.70",Sep 09 | 16:00
