MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,13.92,13.52,0.4,2.96,697754870,13.6,14.08,13.45
,IDEA,IDEA,IDEA,15.52,15.42,0.1,0.65,539161681,15.36,15.79,15.2
,DAVANGERE,DAVANGERE,DAVANGERE,1.74,1.93,-0.19,-9.84,161998621,1.96,2.02,1.74
,IFCI,IFCI,IFCI,89.1,92.61,-3.51,-3.79,156503199,92.5,93.56,87.76
,RPOWER,RPOWER,RPOWER,22.01,21.71,0.3,1.38,72139512,21.69,22.9,21.62
,FCL,FCL,FCL,58.2,58.44,-0.24,-0.41,71051557,58.2,62.4,57.66
,STEELXIND,STEELXIND,STEELXIND,12.04,11.53,0.51,4.42,57173683,11.61,12.89,11.47
,RHETAN,RHETAN,RHETAN,26.6,28.0,-1.4,-5.0,55311416,28.51,28.9,26.6
,SUZLON,SUZLON,SUZLON,45.45,45.5,-0.05,-0.11,52512738,45.65,46.4,45.3
,UTKARSHBNK,UTKARSHBNK,UTKARSHBNK,16.0,15.69,0.31,1.98,50487332,15.41,16.48,15.21
,MRPL,MRPL,MRPL,184.0,172.96,11.04,6.38,47490869,173.19,186.99,173.19
,GREENPOWER,GREENPOWER,GREENPOWER,9.56,9.14,0.42,4.6,46749101,9.14,10.49,9.06
,TATASTEEL,TATASTEEL,TATASTEEL,188.75,184.15,4.6,2.5,45985325,184.8,190.26,183.41
,IBULLSLTD,IBULLSLTD,IBULLSLTD,25.45,25.95,-0.5,-1.93,41720731,25.86,26.85,24.92
,JINDWORLD,JINDWORLD,JINDWORLD,55.67,55.53,0.14,0.25,40892474,55.02,57.2,53.61
,PINELABS,PINELABS,PINELABS,175.05,169.55,5.5,3.24,40668170,170.4,176.7,167.7
,HDFCBANK,HDFCBANK,HDFCBANK,687.1,703.0,-15.9,-2.26,39173990,698.0,700.0,687.1
,YESBANK,YESBANK,YESBANK,22.42,22.52,-0.1,-0.44,38540281,22.45,22.58,22.37
,GRAPHITE,GRAPHITE,GRAPHITE,843.0,734.25,108.75,14.81,36292952,812.9,874.35,775.0
,JPPOWER,JPPOWER,JPPOWER,16.42,16.49,-0.07,-0.42,35108812,16.49,16.81,16.35
