scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
UTI10,12,11,1,0,Axis Bank,Axis Bank,1230.00,0.20,0.02,17.6,banks-private-sector/axisbank/AB16,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1230, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': 3.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1446.6, 'percentages': 17.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1622, 'percentages': 31.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 31.86, 'minRangePer': 10.2, 'maxRanegPer': 55.24, 'rangeDiffPer': 45.04, 'mindiff_total': 3.25, 'maxdiff_total': 17.6}",#52B974
IT,11,10,0,1,Infosys,Infosys,1176.10,-14.60,-1.23,32.5,computers-software/infosys/IT,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 940, 'percentages': -20, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1176.1, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1558.5, 'percentages': 32.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2154, 'percentages': 83.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 129.14, 'minRangePer': 19.44, 'maxRanegPer': 50.94, 'rangeDiffPer': 31.49, 'mindiff_total': 25.11, 'maxdiff_total': 65.79}",#52B974
BA06,10,9,1,0,Bajaj Auto,Bajaj Auto,11700.00,-17.00,-0.15,-1.3,auto-23-wheelers/bajajauto/BA10,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 9770, 'percentages': -16.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 11543.9, 'percentages': -1.3, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 11700, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 13700, 'percentages': 17, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 40.22, 'minRangePer': 45.12, 'maxRanegPer': 49.1, 'rangeDiffPer': 3.98, 'mindiff_total': 18.15, 'maxdiff_total': 19.75}",#E3515C
BAF,7,6,0,1,Bajaj Finance,Bajaj Finance,1094.20,0.90,0.08,225.3,finance-nbfc/bajajfinance/BAF,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 950, 'percentages': -13.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1094.2, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1116.4, 'percentages': 2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1300, 'percentages': 18.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 36.84, 'minRangePer': 41.17, 'maxRanegPer': 47.52, 'rangeDiffPer': 6.35, 'mindiff_total': 15.17, 'maxdiff_total': 17.51}",#52B974
PS15,10,7,1,2,Persistent Systems,Persistent,5474.00,-62.00,-1.12,8.4,computers-software/persistentsystems/PS15,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 5000, 'percentages': -8.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 5474, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5936.5, 'percentages': 8.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6600, 'percentages': 20.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 32, 'minRangePer': 29.62, 'maxRanegPer': 58.53, 'rangeDiffPer': 28.91, 'mindiff_total': 9.48, 'maxdiff_total': 18.73}",#52B974
HDF01,6,6,0,0,HDFC Bank,HDFC Bank,729.00,0.00,0.00,103.1,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 729, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 963, 'percentages': 32, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1014.3, 'percentages': 39.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1050, 'percentages': 44, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 44.03, 'minRangePer': 72.88, 'maxRanegPer': 88.87, 'rangeDiffPer': 15.99, 'mindiff_total': 32.09, 'maxdiff_total': 39.13}",#52B974
MU01,10,9,0,1,Maruti Suzuki India,Maruti Suzuki,13875.00,-115.00,-0.82,15.0,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': -3.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 13875, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15967.6, 'percentages': 15, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 36.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 42.32, 'minRangePer': 9.28, 'maxRanegPer': 46.31, 'rangeDiffPer': 37.03, 'mindiff_total': 3.93, 'maxdiff_total': 19.6}",#52B974
MM,9,8,0,1,Mahindra and Mahindra,M&M,3403.60,-56.50,-1.63,12.0,auto-carsjeeps/mahindramahindra/MM,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2700, 'percentages': -20.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 3403.6, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3812.8, 'percentages': 12, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4450, 'percentages': 30.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 64.81, 'minRangePer': 40.19, 'maxRanegPer': 63.58, 'rangeDiffPer': 23.39, 'mindiff_total': 26.05, 'maxdiff_total': 41.21}",#52B974
HL,9,9,0,0,Hindustan Unilever,HUL,2063.00,-1.90,-0.09,30.0,personal-care/hindustanunilever/HU,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2063, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2320, 'percentages': 12.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2683, 'percentages': 30, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2870, 'percentages': 39.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 39.11, 'minRangePer': 31.83, 'maxRanegPer': 76.83, 'rangeDiffPer': 45, 'mindiff_total': 12.45, 'maxdiff_total': 30.05}",#52B974
KMF,3,3,0,0,Kotak Mahindra Bank,Kotak Mahindra,390.50,-2.40,-0.61,324.1,banks-private-sector/kotakmahindrabank/KMB,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 390.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 470, 'percentages': 20.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 476.6, 'percentages': 22, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 480, 'percentages': 22.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 22.91, 'minRangePer': 88.82, 'maxRanegPer': 96.2, 'rangeDiffPer': 7.38, 'mindiff_total': 20.35, 'maxdiff_total': 22.04}",#52B974
ICI02,9,9,0,0,ICICI Bank,ICICI Bank,1431.70,2.10,0.15,17.4,banks-private-sector/icicibank/ICI02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1431.7, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1500, 'percentages': 4.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1681.6, 'percentages': 17.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1850, 'percentages': 29.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 29.21, 'minRangePer': 16.33, 'maxRanegPer': 59.73, 'rangeDiffPer': 43.4, 'mindiff_total': 4.77, 'maxdiff_total': 17.45}",#52B974
SBI,9,9,0,0,State Bank of India,SBI,1082.00,16.00,1.50,0.7,banks-public-sector/statebankindia/SBI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 908, 'percentages': -16, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1082, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1090.1, 'percentages': 0.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1370, 'percentages': 26.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 50.88, 'minRangePer': 37.65, 'maxRanegPer': 39.4, 'rangeDiffPer': 1.75, 'mindiff_total': 19.16, 'maxdiff_total': 20.05}",#52B974
HCL02,9,3,5,1,HCL Technologies,HCL Tech,1365.40,0.00,0.00,15.9,computers-software/hcltechnologies/HCL02,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1060, 'percentages': -22.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1365.4, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1582.8, 'percentages': 15.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2050, 'percentages': 50.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 93.39, 'minRangePer': 30.84, 'maxRanegPer': 52.81, 'rangeDiffPer': 21.97, 'mindiff_total': 28.81, 'maxdiff_total': 49.32}",#52B974
TCS,9,8,0,1,Tata Consultancy Services,TCS,2349.70,-96.00,-3.93,37.0,computers-software/tataconsultancyservices/TCS,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1860, 'percentages': -20.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2349.7, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3221.2, 'percentages': 37, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4631, 'percentages': 97, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 148.97, 'minRangePer': 17.66, 'maxRanegPer': 49.12, 'rangeDiffPer': 31.45, 'mindiff_total': 26.32, 'maxdiff_total': 73.18}",#52B974
LI09,9,6,0,3,LTM,LTM,4762.10,-87.90,-1.81,7.4,computers-software/ltm/LI12,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 3520, 'percentages': -26, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 4762.1, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5115.2, 'percentages': 7.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6673, 'percentages': 40.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 89.57, 'minRangePer': 39.38, 'maxRanegPer': 50.58, 'rangeDiffPer': 11.19, 'mindiff_total': 35.28, 'maxdiff_total': 45.31}",#52B974
UTC,8,7,1,0,UltraTech Cement,UltraTechCement,11891.00,111.00,0.94,16.6,cement-major/ultratechcement/UTC01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 11891, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 11900, 'percentages': 0, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 13875.6, 'percentages': 16.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 15210, 'percentages': 27.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 27.91, 'minRangePer': 0.25, 'maxRanegPer': 59.76, 'rangeDiffPer': 59.51, 'mindiff_total': 0.07, 'maxdiff_total': 16.68}",#52B974
