MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,13.5,12.89,0.61,4.73,772547405,12.93,13.69,12.83
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.8,9.97,-0.17,-1.71,153619636,9.99,10.0,9.7
,ARDEE,ARDEE,ARDEE,67.33,53.0,-4.67,-6.49,130275850,72.0,73.19,65.8
,TVSMNCRPS,TVSMNCRPS,TVSMNCRPS,10.45,10.5,-0.05,-0.48,73074311,10.4,10.5,10.4
,VOGL,VOGL,VOGL,38.25,39.67,-1.42,-3.58,71829639,39.7,40.26,38.0
,YESBANK,YESBANK,YESBANK,22.98,22.75,0.23,1.01,68269921,22.75,22.98,22.62
,VISL,VISL,VISL,38.93,38.81,0.12,0.31,65157004,38.8,40.7,38.55
,ALLCARGO,ALLCARGO,ALLCARGO,10.55,10.25,0.3,2.93,63586945,10.4,10.79,10.1
,SYNCOMF,SYNCOMF,SYNCOMF,15.94,14.53,1.41,9.7,58681244,15.5,17.2,15.21
,TENNIND,TENNIND,TENNIND,539.0,550.6,-11.6,-2.11,58478202,542.0,551.0,525.0
,SUMEETINDS,SUMEETINDS,SUMEETINDS,14.82,15.6,-0.78,-5.0,56881355,14.82,15.19,14.82
,TATSILV,TATSILV,TATSILV,22.93,22.57,0.36,1.6,56194573,22.88,22.96,22.58
,TATAGOLD,TATAGOLD,TATAGOLD,14.86,14.74,0.12,0.81,53145837,14.75,14.94,14.74
,PNB,PNB,PNB,118.98,114.03,4.95,4.34,51235935,113.95,119.5,113.72
,CUPID,CUPID,CUPID,290.0,276.65,13.35,4.83,48203967,281.0,290.0,279.42
,AGARWALEYE,AGARWALEYE,AGARWALEYE,511.0,542.0,-31.0,-5.72,48136246,509.0,514.95,501.0
,MARKSANS,MARKSANS,MARKSANS,309.7,278.95,30.75,11.02,47809908,280.0,320.0,277.45
,ZEEL,ZEEL,ZEEL,98.1,91.56,6.54,7.14,45453756,92.5,98.85,90.26
,SBC,SBC,SBC,40.23,41.51,-1.28,-3.08,43595847,41.49,42.06,33.56
,DHARAN,DHARAN,DHARAN,0.16,0.15,0.01,6.67,0,0.16,0.16,0.14
