MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,9.95,9.69,0.26,2.68,744203178,9.7,10.15,9.67
,GREENPOWER,GREENPOWER,GREENPOWER,12.84,11.21,1.63,14.54,188531686,11.35,13.45,11.31
,SUZLON,SUZLON,SUZLON,57.33,56.93,0.4,0.7,138320111,57.15,57.87,56.9
,ETERNAL,ETERNAL,ETERNAL,258.28,255.49,2.79,1.09,104988011,256.0,260.5,245.0
,JPPOWER,JPPOWER,JPPOWER,19.99,19.63,0.36,1.83,102273487,19.68,20.22,19.6
,HCC,HCC,HCC,22.38,20.71,1.67,8.06,100774509,20.8,22.55,20.63
,SEPC,SEPC,SEPC,8.34,7.67,0.67,8.74,98042948,7.66,9.2,7.66
,TATSILV,TATSILV,TATSILV,22.86,23.45,-0.59,-2.52,75748166,23.38,23.38,22.77
,YESBANK,YESBANK,YESBANK,19.97,19.94,0.03,0.15,70300767,19.9,20.04,19.88
,TATAGOLD,TATAGOLD,TATAGOLD,14.39,14.57,-0.18,-1.24,62737725,14.54,14.55,14.38
,OLAELEC,OLAELEC,OLAELEC,35.95,36.93,-0.98,-2.65,55889463,37.0,37.08,35.7
,EPACK,EPACK,EPACK,289.46,269.64,19.82,7.35,54536751,271.8,302.8,269.64
,ONGC,ONGC,ONGC,302.0,285.9,16.1,5.63,51575179,286.25,302.4,286.0
,RPOWER,RPOWER,RPOWER,29.6,29.42,0.18,0.61,50367662,29.5,30.17,29.34
,IRMENERGY,IRMENERGY,IRMENERGY,347.0,331.39,15.61,4.71,47068984,338.99,360.0,327.37
,ADANIPOWER,ADANIPOWER,ADANIPOWER,224.0,218.05,5.95,2.73,46710708,219.5,224.66,219.29
,RELIANCE,RELIANCE,RELIANCE,1393.0,1365.8,27.2,1.99,41027699,1358.0,1395.2,1357.0
,COHANCE,COHANCE,COHANCE,488.65,432.1,56.55,13.09,40862215,444.45,514.9,444.0
,VEDL,VEDL,VEDL,742.5,742.5,0.0,0.0,37978285,747.0,757.95,728.7
,UNIONBANK,UNIONBANK,UNIONBANK,171.05,176.1,-5.05,-2.87,37573622,173.25,174.3,169.17
