scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
MU01,12,10,1,1,Maruti Suzuki India,Maruti Suzuki,12892.00,-330.00,-2.50,21.9,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 12892, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': 3.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15722.9, 'percentages': 21.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 47.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 47.37, 'minRangePer': 7.49, 'maxRanegPer': 46.33, 'rangeDiffPer': 38.83, 'mindiff_total': 3.55, 'maxdiff_total': 21.95}",#52B974
IT,12,11,1,0,Infosys,Infosys,1152.10,-18.20,-1.56,50.2,computers-software/infosys/IT,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1152.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1300, 'percentages': 12.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1730.7, 'percentages': 50.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2154, 'percentages': 86.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 86.96, 'minRangePer': 14.75, 'maxRanegPer': 57.75, 'rangeDiffPer': 43, 'mindiff_total': 12.83, 'maxdiff_total': 50.22}",#52B974
UTI10,12,11,1,0,Axis Bank,Axis Bank,1289.00,-35.20,-2.66,10.6,banks-private-sector/axisbank/AB16,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': -1.4, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1289, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1426, 'percentages': 10.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1610, 'percentages': 24.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 26.77, 'minRangePer': 5.56, 'maxRanegPer': 45.87, 'rangeDiffPer': 40.3, 'mindiff_total': 1.49, 'maxdiff_total': 12.28}",#52B974
TCS,11,9,1,1,Tata Consultancy Services,TCS,2444.70,-2.90,-0.12,61.1,computers-software/tataconsultancyservices/TCS,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2444.7, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 3000, 'percentages': 22.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3938.8, 'percentages': 61.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4634, 'percentages': 89.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 89.55, 'minRangePer': 25.36, 'maxRanegPer': 68.24, 'rangeDiffPer': 42.88, 'mindiff_total': 22.71, 'maxdiff_total': 61.11}",#52B974
BAF,6,4,2,0,Bajaj Finance,Bajaj Finance,923.65,1.85,0.20,399.5,finance-nbfc/bajajfinance/BAF,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 900, 'percentages': -2.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 923.65, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1044.1, 'percentages': 13, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1150, 'percentages': 24.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 27.77, 'minRangePer': 9.43, 'maxRanegPer': 57.65, 'rangeDiffPer': 48.22, 'mindiff_total': 2.62, 'maxdiff_total': 16.01}",#52B974
UTC,11,11,0,0,UltraTech Cement,UltraTechCement,11817.00,-193.00,-1.61,15.0,cement-major/ultratechcement/UTC01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 11446, 'percentages': -3.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 11817, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 13594.2, 'percentages': 15, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 15210, 'percentages': 28.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 32.88, 'minRangePer': 9.85, 'maxRanegPer': 57.05, 'rangeDiffPer': 47.2, 'mindiff_total': 3.24, 'maxdiff_total': 18.76}",#52B974
HCL02,10,3,6,1,HCL Technologies,HCL Tech,1196.00,-32.20,-2.62,42.9,computers-software/hcltechnologies/HCL02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1196, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1300, 'percentages': 8.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1709.6, 'percentages': 42.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2050, 'percentages': 71.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 71.4, 'minRangePer': 12.17, 'maxRanegPer': 60.14, 'rangeDiffPer': 47.97, 'mindiff_total': 8.69, 'maxdiff_total': 42.94}",#52B974
HDF01,6,6,0,0,HDFC Bank,HDFC Bank,782.55,-7.25,-0.92,91.5,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 782.55, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 967, 'percentages': 23.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1043.3, 'percentages': 33.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1100, 'percentages': 40.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 40.56, 'minRangePer': 58.11, 'maxRanegPer': 82.14, 'rangeDiffPer': 24.03, 'mindiff_total': 23.57, 'maxdiff_total': 33.32}",#52B974
C,10,8,1,1,Cipla,Cipla,1306.50,-10.70,-0.81,24.7,pharmaceuticals/cipla/C,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1306.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1307, 'percentages': 0, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1630.2, 'percentages': 24.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1808, 'percentages': 38.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 38.38, 'minRangePer': 0.07, 'maxRanegPer': 64.53, 'rangeDiffPer': 64.46, 'mindiff_total': 0.03, 'maxdiff_total': 24.77}",#52B974
HL,10,10,0,0,Hindustan Unilever,HUL,2289.50,-38.80,-1.67,21.2,personal-care/hindustanunilever/HU,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2289.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2609, 'percentages': 13.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2776.6, 'percentages': 21.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2910, 'percentages': 27.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 27.1, 'minRangePer': 51.47, 'maxRanegPer': 78.48, 'rangeDiffPer': 27.01, 'mindiff_total': 13.95, 'maxdiff_total': 21.27}",#52B974
