MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
ONG,ONG,ONGC,286.25,302.4,286.0,301.3,285.9,15.40,5.39,51575179
AE01,AE13,Adani Enterpris,2321.8,2420.0,2320.9,2412.4,2321.8,90.60,3.90,4375556
CI29,CI11,Coal India,456.2,473.9,456.2,467.0,452.5,14.50,3.20,26732373
RI,RI,Reliance,1358.0,1395.2,1357.0,1388.9,1365.8,23.10,1.69,41027699
NI,NI,Nestle,1417.9,1445.1,1401.0,1440.0,1417.3,22.70,1.60,4008095
DRL,DRL,Dr Reddys Labs,1342.4,1367.9,1327.4,1354.6,1334.5,20.10,1.51,2336352
BTV,BA08,Bharti Airtel,1826.0,1852.0,1812.6,1843.8,1820.1,23.70,1.30,10558455
H,HI,Hindalco,1060.0,1079.7,1055.15,1074.3,1061.8,12.50,1.18,7798496
TM4,TM4,Tech Mahindra,1392.5,1413.0,1383.6,1408.1,1396.1,12.00,0.86,2009200
TIS,TIS,Tata Steel,213.2,218.24,212.2,215.05,213.27,1.78,0.83,34950491
SPI,SPI,Sun Pharma,1724.0,1763.9,1714.3,1747.3,1733.5,13.80,0.80,16599167
MPS,MPS,Adani Ports,1628.4,1648.0,1624.5,1637.6,1628.5,9.10,0.56,2500914
BF04,BF04,Bajaj Finserv,1772.1,1790.8,1757.7,1779.0,1772.2,6.80,0.38,1414112
KMF,KMB,Kotak Mahindra,372.0,383.25,372.0,377.95,376.8,1.15,0.31,12852733
BAF,BAF,Bajaj Finance,921.8,929.9,914.35,923.65,921.8,1.85,0.20,7119135
ITC,ITC,ITC,304.4,305.8,302.55,304.45,303.85,0.60,0.20,12907339
GI01,GI01,Grasim,2780.0,2848.2,2772.0,2783.0,2778.2,4.80,0.17,1561588
BE03,BE03,Bharat Elec,435.6,441.0,433.55,435.75,435.6,0.15,0.03,10883746
