MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
UTI10,AB16,Axis Bank,1312.0,1321.4,1285.5,1289.0,1324.2,-35.20,-2.66,9939787
HCL02,HCL02,HCL Tech,1227.9,1232.7,1192.3,1196.0,1228.2,-32.20,-2.62,6643295
IA05,IA04,Interglobe Avi,4514.8,4547.9,4421.0,4442.4,4561.2,-118.80,-2.60,1261879
MU01,MS24,Maruti Suzuki,13222.0,13307.0,12828.0,12892.0,13222.0,-330.00,-2.50,836679
STF,STF,Shriram Finance,974.5,979.75,949.3,953.25,974.65,-21.40,-2.20,6752420
SBI,SBI,SBI,1102.3,1110.5,1089.15,1091.3,1111.85,-20.55,-1.85,10727835
BA06,BA10,Bajaj Auto,9622.0,9662.5,9475.0,9495.5,9662.0,-166.50,-1.72,256811
W,W,Wipro,204.56,205.68,201.02,201.58,205.05,-3.47,-1.69,23455983
ICI02,ICI02,ICICI Bank,1314.3,1317.7,1286.7,1292.0,1314.1,-22.10,-1.68,16774778
HL,HU,HUL,2321.0,2334.4,2281.1,2289.5,2328.3,-38.80,-1.67,1629120
UTC,UTC01,UltraTechCement,12282.0,12282.0,11790.0,11817.0,12010.0,-193.00,-1.61,509322
IT,IT,Infosys,1162.7,1169.4,1149.8,1152.1,1170.3,-18.20,-1.56,12720276
EM,EM,Eicher Motors,7170.0,7254.0,7053.0,7071.5,7174.0,-102.50,-1.43,560194
HSL01,HSL01,HDFC Life,594.2,598.6,588.5,590.15,597.3,-7.15,-1.20,5604921
JFS,JFS,Jio Financial,255.5,256.0,249.53,250.81,253.64,-2.83,-1.12,21934246
TT,TT,TATA Cons. Prod,1150.2,1159.8,1144.0,1147.7,1160.5,-12.80,-1.10,1646292
TEL,TM03,TMPV,354.35,356.0,349.35,350.8,354.35,-3.55,-1.00,7247106
Z01,Z,Eternal,256.0,260.5,245.0,253.07,255.49,-2.42,-0.95,104988011
AHE,AHE,Apollo Hospital,7840.0,7878.5,7711.0,7753.0,7825.0,-72.00,-0.92,353826
HDF01,HDF01,HDFC Bank,785.0,794.5,778.3,782.55,789.8,-7.25,-0.92,35366803
API,AP31,Asian Paints,2475.0,2499.0,2456.1,2462.6,2485.2,-22.60,-0.91,556571
NTP,NTP,NTPC,414.0,414.2,405.95,406.85,410.2,-3.35,-0.82,7726655
C,C,Cipla,1316.0,1326.0,1296.3,1306.5,1317.2,-10.70,-0.81,1501522
PGC,PGC,Power Grid Corp,322.8,322.8,317.65,319.0,320.9,-1.90,-0.59,9083528
TI01,TI01,Titan Company,4412.3,4475.0,4395.4,4417.0,4441.8,-24.80,-0.56,620778
MHI,MHI,Max Healthcare,1018.0,1018.0,1001.4,1004.75,1009.85,-5.10,-0.51,1035872
MM,MM,M&M,3115.9,3144.0,3075.0,3088.1,3102.4,-14.30,-0.46,2645344
LT,LT,Larsen,4060.0,4087.9,4023.9,4037.7,4053.6,-15.90,-0.39,1750237
SLI03,SLI03,SBI Life Insura,1814.6,1824.0,1798.8,1808.3,1815.4,-7.10,-0.39,1487099
L,T04,Trent,4260.8,4269.9,4202.0,4253.9,4260.8,-6.90,-0.16,895472
TCS,TCS,TCS,2444.0,2487.0,2427.4,2444.7,2447.6,-2.90,-0.12,4508363
JVS,JSW01,JSW Steel,1284.0,1306.8,1275.6,1281.6,1282.7,-1.10,-0.09,1902689
