MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
NI,NI,Nestle,1298.1,1396.0,1286.8,1379.9,1286.4,93.50,7.27,9586515
HL,HU,HUL,2238.7,2335.7,2227.2,2310.7,2231.5,79.20,3.55,3217281
L,T04,Trent,4264.0,4444.5,4242.8,4390.5,4242.8,147.70,3.48,2438074
ICI02,ICI02,ICICI Bank,1368.0,1393.1,1360.0,1388.4,1356.2,32.20,2.37,23312455
BAF,BAF,Bajaj Finance,919.5,945.95,919.0,938.85,917.75,21.10,2.30,6713975
HDF01,HDF01,HDFC Bank,795.2,814.9,795.2,811.75,795.45,16.30,2.05,49135752
TT,TT,TATA Cons. Prod,1125.0,1145.6,1120.5,1142.0,1120.4,21.60,1.93,1072221
Z01,Z,Eternal,254.89,259.9,254.13,259.48,254.88,4.60,1.80,29052896
UTI10,AB16,Axis Bank,1361.0,1380.3,1354.7,1377.7,1354.7,23.00,1.70,5145338
ITC,ITC,ITC,305.0,311.1,304.55,309.65,305.0,4.65,1.52,24411865
W,W,Wipro,203.0,205.7,202.48,205.01,202.48,2.53,1.25,21530723
TCS,TCS,TCS,2560.0,2614.0,2560.0,2610.5,2579.6,30.90,1.20,2719959
BF04,BF04,Bajaj Finserv,1827.3,1855.0,1825.0,1851.4,1830.6,20.80,1.14,952364
AHE,AHE,Apollo Hospital,7686.5,7765.0,7667.5,7744.0,7657.0,87.00,1.14,312758
API,AP31,Asian Paints,2516.3,2582.0,2513.7,2543.6,2516.8,26.80,1.06,1681872
UTC,UTC01,UltraTechCement,11800.0,12065.0,11800.0,12039.0,11917.0,122.00,1.02,320111
MPS,MPS,Adani Ports,1578.5,1611.9,1578.4,1594.1,1578.4,15.70,0.99,4276868
HCL02,HCL02,HCL Tech,1430.0,1455.0,1422.4,1441.2,1428.3,12.90,0.90,3091487
MHI,MHI,Max Healthcare,1008.9,1025.55,1008.0,1020.25,1011.35,8.90,0.88,1321746
MM,MM,M&M,3212.0,3262.3,3212.0,3247.3,3221.6,25.70,0.80,1972188
KMF,KMB,Kotak Mahindra,381.45,383.15,378.35,382.15,379.2,2.95,0.78,12323488
HSL01,HSL01,HDFC Life,609.75,615.9,602.8,614.2,609.75,4.45,0.73,4800986
GI01,GI01,Grasim,2772.0,2792.0,2755.0,2777.7,2760.1,17.60,0.64,686149
H,HI,Hindalco,1018.0,1023.2,1011.4,1021.65,1015.25,6.40,0.63,3002043
LT,LT,Larsen,4039.0,4091.8,4032.0,4075.4,4051.0,24.40,0.60,2426718
BTV,BA08,Bharti Airtel,1830.0,1868.9,1830.0,1855.0,1846.1,8.90,0.48,10485373
JVS,JSW01,JSW Steel,1284.4,1296.4,1273.7,1279.6,1274.5,5.10,0.40,2108883
SBI,SBI,SBI,1113.4,1114.75,1105.95,1111.85,1107.85,4.00,0.36,16963734
IA05,IA04,Interglobe Avi,4681.1,4748.3,4676.2,4693.1,4678.2,14.90,0.32,850836
CI29,CI11,Coal India,442.3,445.3,441.9,443.15,441.75,1.40,0.32,5336558
C,C,Cipla,1228.6,1236.4,1223.3,1232.5,1229.5,3.00,0.24,1428292
TIS,TIS,Tata Steel,211.72,214.49,211.08,212.01,211.72,0.29,0.14,17427021
MU01,MS24,Maruti Suzuki,13456.0,13543.0,13421.0,13461.0,13450.0,11.00,0.08,292879
TEL,TM03,TMPV,354.0,358.9,353.45,355.9,355.7,0.20,0.06,5922373
IT,IT,Infosys,1310.0,1325.0,1299.3,1313.2,1312.6,0.60,0.05,10057440
STF,STF,Shriram Finance,1054.0,1062.7,1039.25,1045.3,1045.15,0.15,0.01,5699181
