MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.06,13.73,0.33,2.4,781993776,13.97,14.09,13.79
,FCL,FCL,FCL,39.5,33.24,6.26,18.83,146582721,33.7,39.83,33.61
,SUZLON,SUZLON,SUZLON,53.5,53.75,-0.25,-0.47,132667695,54.75,54.9,53.1
,DAVANGERE,DAVANGERE,DAVANGERE,4.08,4.4,-0.32,-7.27,123494645,4.59,4.59,3.98
,JPPOWER,JPPOWER,JPPOWER,18.91,18.76,0.15,0.8,115033020,19.07,19.42,18.79
,HFCL,HFCL,HFCL,163.03,148.21,14.82,10.0,106724688,158.9,163.03,155.0
,OLAELEC,OLAELEC,OLAELEC,37.88,36.01,1.87,5.19,96157095,36.49,38.15,36.36
,APOLLO,APOLLO,APOLLO,405.0,355.05,49.95,14.07,89965101,360.0,419.8,360.0
,ADANIPOWER,ADANIPOWER,ADANIPOWER,234.12,219.32,14.8,6.75,73847208,221.0,234.6,220.31
,WIPRO,WIPRO,WIPRO,206.0,203.11,2.89,1.42,72041558,207.0,209.55,204.06
,YESBANK,YESBANK,YESBANK,22.33,21.87,0.46,2.1,69502731,22.14,22.4,22.01
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.01,8.37,0.64,7.65,66828298,8.46,9.01,8.43
,SPARC,SPARC,SPARC,235.8,209.77,26.03,12.41,60716079,214.0,239.4,212.0
,HCC,HCC,HCC,22.32,20.87,1.45,6.95,60690716,21.25,22.86,21.19
,GTLINFRA,GTLINFRA,GTLINFRA,1.35,1.31,0.04,3.05,48909167,1.32,1.38,1.32
,TATSILV,TATSILV,TATSILV,26.02,25.62,0.4,1.56,47823689,25.63,26.11,25.63
,TATAGOLD,TATAGOLD,TATAGOLD,15.32,15.31,0.01,0.07,44586646,14.92,15.45,14.92
,DHARAN,DHARAN,DHARAN,0.13,0.12,0.01,8.33,0,0.12,0.13,0.11
,SAMMAANCAP,SAMMAANCAP,SAMMAANCAP,168.51,161.46,7.05,4.37,41737350,163.6,169.18,161.75
,GAIL,GAIL,GAIL,168.41,160.77,7.64,4.75,36426464,162.92,170.7,162.7
