MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
IT,IT,Infosys,1109.5,1109.9,1085.0,1087.5,1130.0,-42.50,-3.76,7668346
SLI03,SLI03,SBI Life Insura,1775.0,1775.0,1727.8,1732.0,1775.0,-43.00,-2.42,1155352
HSL01,HSL01,HDFC Life,546.4,546.4,533.2,533.2,546.4,-13.20,-2.42,1190100
JFS,JFS,Jio Financial,239.0,239.3,234.4,234.4,239.5,-5.10,-2.13,10127575
TM4,TM4,Tech Mahindra,1575.1,1593.6,1545.3,1564.0,1596.9,-32.90,-2.06,2028588
UTC,UTC01,UltraTechCement,11370.0,11370.0,11175.0,11175.0,11408.0,-233.00,-2.04,214788
W,W,Wipro,175.89,176.47,172.65,172.8,176.4,-3.60,-2.04,10720636
JVS,JSW01,JSW Steel,1334.3,1335.0,1301.0,1302.0,1325.0,-23.00,-1.74,1276231
TIS,TIS,Tata Steel,189.0,190.24,184.37,185.61,188.79,-3.18,-1.68,23695657
BF04,BF04,Bajaj Finserv,1968.0,1973.0,1938.6,1938.6,1970.0,-31.40,-1.59,502611
TCS,TCS,TCS,2290.1,2299.9,2260.1,2270.0,2304.0,-34.00,-1.48,2297551
TEL,TM03,TMPV,311.5,312.0,307.0,307.0,311.5,-4.50,-1.44,6493351
L,T04,Trent,2850.0,2854.4,2772.5,2814.5,2853.0,-38.50,-1.35,1021019
API,AP31,Asian Paints,2511.1,2523.5,2489.7,2500.9,2527.3,-26.40,-1.04,240336
SBI,SBI,SBI,1020.8,1021.7,1000.6,1005.9,1016.1,-10.20,-1.00,10220001
BA06,BA10,Bajaj Auto,11810.0,11860.0,11727.0,11800.0,11919.0,-119.00,-1.00,106111
RI,RI,Reliance,1323.1,1324.2,1301.9,1309.5,1322.0,-12.50,-0.95,10210522
NI,NI,Nestle,1401.0,1405.7,1392.9,1398.0,1410.5,-12.50,-0.89,897310
HCL02,HCL02,HCL Tech,1271.7,1286.8,1263.0,1282.8,1293.4,-10.60,-0.82,2008363
MPS,MPS,Adani Ports,1714.0,1716.4,1685.9,1694.3,1707.3,-13.00,-0.76,1175225
HL,HU,HUL,1972.0,1974.2,1958.0,1960.0,1973.4,-13.40,-0.68,713057
Z01,Z,Eternal,325.75,325.75,319.7,320.8,322.75,-1.95,-0.60,12845170
DRL,DRL,Dr Reddys Labs,1150.5,1163.2,1141.8,1144.2,1151.0,-6.80,-0.59,420952
GI01,GI01,Grasim,3322.0,3327.7,3293.0,3302.4,3322.0,-19.60,-0.59,1179298
KMF,KMB,Kotak Mahindra,421.8,425.7,421.0,422.1,424.5,-2.40,-0.57,7148641
UTI10,AB16,Axis Bank,1271.0,1271.9,1261.6,1266.0,1273.0,-7.00,-0.55,1592707
TI01,TI01,Titan Company,5010.0,5028.0,4958.5,4995.0,5020.0,-25.00,-0.50,480336
H,HI,Hindalco,1011.1,1014.8,999.8,1006.0,1011.0,-5.00,-0.49,1848438
ONG,ONG,ONGC,235.98,235.98,232.77,233.7,234.65,-0.95,-0.40,5391548
STF,STF,Shriram Finance,1045.0,1046.1,1029.3,1037.0,1041.0,-4.00,-0.38,1812019
BE03,BE03,Bharat Elec,406.35,409.25,404.0,404.0,405.35,-1.35,-0.33,5965784
MM,MM,M&M,3154.1,3178.0,3145.0,3160.0,3170.0,-10.00,-0.32,1715004
ITC,ITC,ITC,264.1,264.95,262.95,263.5,264.1,-0.60,-0.23,6688002
HDF01,HDF01,HDFC Bank,712.1,713.0,707.05,710.5,712.1,-1.60,-0.22,12180390
SPI,SPI,Sun Pharma,1899.0,1907.8,1883.1,1895.0,1899.0,-4.00,-0.21,1579345
NTP,NTP,NTPC,332.5,333.8,330.35,332.0,332.5,-0.50,-0.15,5245813
BAF,BAF,Bajaj Finance,1064.0,1070.0,1054.3,1060.0,1060.5,-0.50,-0.05,3586860
