scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass,min_target_price,max_target_price,avg_target_price,total_target_price,brokers
UTI10,12,11,1,0,Axis Bank,Axis Bank,1272.00,42.50,3.46,13.7,banks-private-sector/axisbank/AB16,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': -0.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1272, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1446.6, 'percentages': 13.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1622, 'percentages': 27.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 27.71, 'minRangePer': 0.54, 'maxRanegPer': 50.16, 'rangeDiffPer': 49.62, 'mindiff_total': 0.15, 'maxdiff_total': 13.9}",#52B974,,,,,
IT,11,10,0,1,Infosys,Infosys,1180.00,49.90,4.42,32.0,computers-software/infosys/IT,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 940, 'percentages': -20.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1180, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1558.5, 'percentages': 32, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2154, 'percentages': 82.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 129.14, 'minRangePer': 19.76, 'maxRanegPer': 50.94, 'rangeDiffPer': 31.17, 'mindiff_total': 25.53, 'maxdiff_total': 65.79}",#52B974,,,,,
MU01,10,9,0,1,Maruti Suzuki India,Maruti Suzuki,14150.00,-84.00,-0.59,12.8,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': -5.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 14150, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15967.1, 'percentages': 12.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 34.2, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 42.32, 'minRangePer': 14.15, 'maxRanegPer': 46.31, 'rangeDiffPer': 32.16, 'mindiff_total': 5.99, 'maxdiff_total': 19.6}",#52B974,,,,,
HDF01,6,6,0,0,HDFC Bank,HDFC Bank,753.00,4.85,0.65,96.7,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 753, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 963, 'percentages': 27.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1014.3, 'percentages': 34.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1050, 'percentages': 39.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 39.44, 'minRangePer': 70.68, 'maxRanegPer': 87.98, 'rangeDiffPer': 17.29, 'mindiff_total': 27.88, 'maxdiff_total': 34.7}",#52B974,,,,,
BA06,10,9,1,0,Bajaj Auto,Bajaj Auto,11856.00,335.50,2.91,-2.6,auto-23-wheelers/bajajauto/BA10,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 9770, 'percentages': -17.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 11543.9, 'percentages': -2.6, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 11856, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 13700, 'percentages': 15.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 40.22, 'minRangePer': 45.12, 'maxRanegPer': 53.08, 'rangeDiffPer': 7.96, 'mindiff_total': 18.15, 'maxdiff_total': 21.35}",#E3515C,,,,,
PS15,10,7,0,3,Persistent Systems,Persistent,5575.00,26.00,0.47,7.4,computers-software/persistentsystems/PS15,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 4900, 'percentages': -12.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 5575, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5989, 'percentages': 7.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6600, 'percentages': 18.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 34.69, 'minRangePer': 39.69, 'maxRanegPer': 64.05, 'rangeDiffPer': 24.36, 'mindiff_total': 13.77, 'maxdiff_total': 22.22}",#52B974,,,,,
BAF,7,6,0,1,Bajaj Finance,Bajaj Finance,1153.00,11.80,1.03,208.7,finance-nbfc/bajajfinance/BAF,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 950, 'percentages': -17.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1116.4, 'percentages': -3.1, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1153, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 1300, 'percentages': 12.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 36.84, 'minRangePer': 47.52, 'maxRanegPer': 57.98, 'rangeDiffPer': 10.45, 'mindiff_total': 17.51, 'maxdiff_total': 21.36}",#E3515C,,,,,
MM,9,8,0,1,Mahindra and Mahindra,M&M,3428.60,30.10,0.89,11.2,auto-carsjeeps/mahindramahindra/MM,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2700, 'percentages': -21.2, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 3428.6, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3812.8, 'percentages': 11.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4450, 'percentages': 29.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 64.81, 'minRangePer': 41.62, 'maxRanegPer': 63.58, 'rangeDiffPer': 21.96, 'mindiff_total': 26.98, 'maxdiff_total': 41.21}",#52B974,,,,,
HL,9,9,0,0,Hindustan Unilever,HUL,2138.00,36.70,1.75,25.4,personal-care/hindustanunilever/HU,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2138, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2320, 'percentages': 8.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2683, 'percentages': 25.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2870, 'percentages': 34.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 34.23, 'minRangePer': 24.86, 'maxRanegPer': 74.46, 'rangeDiffPer': 49.59, 'mindiff_total': 8.51, 'maxdiff_total': 25.49}",#52B974,,,,,
ICI02,9,9,0,0,ICICI Bank,ICICI Bank,1460.00,24.60,1.71,15.1,banks-private-sector/icicibank/ICI02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1460, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1500, 'percentages': 2.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1681.6, 'percentages': 15.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1850, 'percentages': 26.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 26.71, 'minRangePer': 10.22, 'maxRanegPer': 56.79, 'rangeDiffPer': 46.57, 'mindiff_total': 2.73, 'maxdiff_total': 15.17}",#52B974,,,,,
