MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.07,14.12,-0.05,-0.35,320742876,14.12,14.22,13.88
,SHIPROCKET,SHIPROCKET,SHIPROCKET,143.1,97.0,12.1,9.24,224002350,131.0,156.0,131.0
,BAJAJHIND,BAJAJHIND,BAJAJHIND,20.51,18.6,1.91,10.27,176515155,18.6,21.28,18.54
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.65,9.62,0.03,0.31,96035205,9.65,9.87,9.58
,MOTISONS,MOTISONS,MOTISONS,16.58,16.78,-0.2,-1.19,95035984,16.9,17.25,16.32
,ABINFRA,ABINFRA,ABINFRA,13.48,12.57,0.91,7.24,75877258,12.55,14.21,12.26
,ASTERDM,ASTERDM,ASTERDM,800.0,818.0,-18.0,-2.2,73948298,779.9,835.0,766.1
,FILATFASH,FILATFASH,FILATFASH,0.18,0.18,0.0,0.0,72890893,0.18,0.19,0.17
,RENUKA,RENUKA,RENUKA,24.29,23.3,0.99,4.25,67106466,23.49,25.98,23.32
,IFCI,IFCI,IFCI,81.44,81.36,0.08,0.1,63787696,81.87,84.19,81.0
,DAVANGERE,DAVANGERE,DAVANGERE,3.01,3.19,-0.18,-5.64,53680313,3.18,3.44,2.95
,TATSILV,TATSILV,TATSILV,22.0,22.49,-0.49,-2.18,53645390,22.54,22.54,21.85
,ORIENTHOT,ORIENTHOT,ORIENTHOT,138.56,121.21,17.35,14.31,49651038,124.0,143.0,124.0
,YESBANK,YESBANK,YESBANK,22.74,22.46,0.28,1.25,49505267,22.5,22.77,22.42
,SUZLON,SUZLON,SUZLON,46.77,47.78,-1.01,-2.11,47341396,47.7,47.76,46.7
,ZAGGLE,ZAGGLE,ZAGGLE,185.09,165.88,19.21,11.58,39149680,187.4,194.7,180.0
,GTLINFRA,GTLINFRA,GTLINFRA,1.22,1.21,0.01,0.83,38106348,1.22,1.24,1.2
,PRSMJOHNSN,PRSMJOHNSN,PRSMJOHNSN,108.95,104.99,3.96,3.77,37736715,107.5,116.88,107.5
,BLEL,BLEL,BLEL,508.0,285.0,43.0,9.25,37618013,465.0,537.0,458.7
,CUPID,CUPID,CUPID,283.5,284.03,-0.53,-0.19,33857821,285.45,290.9,277.21
