MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
IA05,IA04,Interglobe Avi,5225.5,5225.5,5100.0,5117.0,5305.0,-188.00,-3.54,1652164
JFS,JFS,Jio Financial,239.36,241.44,234.19,234.8,240.03,-5.23,-2.18,17633281
IT,IT,Infosys,1064.0,1069.3,1046.2,1052.1,1073.5,-21.40,-1.99,7517203
DRL,DRL,Dr Reddys Labs,1191.0,1202.3,1169.0,1182.8,1206.0,-23.20,-1.92,2528082
SBI,SBI,SBI,1044.4,1044.4,1019.2,1025.0,1044.4,-19.40,-1.86,11227214
TEL,TM03,TMPV,333.8,334.6,327.1,327.7,333.8,-6.10,-1.83,8609616
MHI,MHI,Max Healthcare,1092.4,1097.0,1077.4,1081.0,1100.4,-19.40,-1.76,1578336
UTC,UTC01,UltraTechCement,12081.0,12172.0,11856.0,11893.0,12094.0,-201.00,-1.66,283753
UTI10,AB16,Axis Bank,1258.2,1258.2,1230.5,1238.4,1258.2,-19.80,-1.57,8358923
ICI02,ICI02,ICICI Bank,1466.4,1466.4,1438.4,1440.7,1463.1,-22.40,-1.53,8345136
MPS,MPS,Adani Ports,1837.1,1847.2,1811.9,1819.4,1846.5,-27.10,-1.47,1436881
HSL01,HSL01,HDFC Life,560.0,561.9,550.2,553.1,561.0,-7.90,-1.41,1766190
BF04,BF04,Bajaj Finserv,1895.1,1901.0,1868.0,1876.4,1900.6,-24.20,-1.27,1023902
KMF,KMB,Kotak Mahindra,384.3,390.0,378.15,381.15,385.95,-4.80,-1.24,11688952
C,C,Cipla,1423.0,1423.0,1395.7,1415.1,1432.5,-17.40,-1.21,1722239
SLI03,SLI03,SBI Life Insura,1813.0,1833.0,1797.0,1806.7,1827.9,-21.20,-1.16,484506
RI,RI,Reliance,1302.0,1304.6,1280.7,1288.6,1303.7,-15.10,-1.16,10840383
AE01,AE13,Adani Enterpris,3182.0,3201.9,3139.0,3147.7,3182.7,-35.00,-1.10,977224
HDF01,HDF01,HDFC Bank,760.25,761.35,750.35,753.15,761.45,-8.30,-1.09,23385446
TM4,TM4,Tech Mahindra,1574.1,1574.1,1551.6,1560.6,1576.3,-15.70,-1.00,975901
SPI,SPI,Sun Pharma,1938.0,1951.8,1925.2,1943.0,1961.9,-18.90,-0.96,1718430
BAF,BAF,Bajaj Finance,1064.0,1070.6,1056.1,1060.3,1069.2,-8.90,-0.83,6757716
MM,MM,M&M,3198.0,3219.9,3166.9,3175.3,3201.7,-26.40,-0.82,1784375
BE03,BE03,Bharat Elec,410.05,410.55,406.0,406.75,410.05,-3.30,-0.80,6665967
Z01,Z,Eternal,287.8,291.35,275.55,284.4,286.6,-2.20,-0.77,65944414
LT,LT,Larsen,3835.0,3843.3,3806.2,3817.4,3846.6,-29.20,-0.76,1157406
EM,EM,Eicher Motors,7691.5,7740.0,7585.5,7632.0,7689.5,-57.50,-0.75,409800
CI29,CI11,Coal India,431.3,431.7,427.35,428.4,431.25,-2.85,-0.66,5625202
TCS,TCS,TCS,2216.0,2226.8,2201.0,2208.3,2221.1,-12.80,-0.58,1599665
GI01,GI01,Grasim,3163.1,3177.1,3146.6,3166.3,3179.8,-13.50,-0.42,396629
MU01,MS24,Maruti Suzuki,13596.0,13719.0,13491.0,13545.0,13597.0,-52.00,-0.38,299404
TIS,TIS,Tata Steel,187.99,187.99,184.91,186.53,187.24,-0.71,-0.38,16643117
W,W,Wipro,174.77,174.96,173.42,174.44,174.97,-0.53,-0.30,5057035
L,T04,Trent,2914.8,2914.8,2861.3,2887.3,2894.7,-7.40,-0.26,628545
STF,STF,Shriram Finance,1058.0,1065.0,1046.8,1058.8,1061.5,-2.70,-0.25,3460386
HCL02,HCL02,HCL Tech,1243.8,1243.8,1227.7,1237.3,1239.5,-2.20,-0.18,2377718
H,HI,Hindalco,955.0,961.95,945.2,950.0,951.4,-1.40,-0.15,4055709
ITC,ITC,ITC,280.5,282.2,278.5,280.8,281.0,-0.20,-0.07,12995017
JVS,JSW01,JSW Steel,1264.5,1279.3,1261.7,1266.9,1267.4,-0.50,-0.04,3988761
