MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,13.59,13.49,0.1,0.74,356889740,13.49,13.6,13.27
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.76,10.08,-0.32,-3.17,273901220,10.05,10.16,9.73
,YESBANK,YESBANK,YESBANK,23.23,23.14,0.09,0.39,167363949,23.16,23.75,23.0
,BANDHANBNK,BANDHANBNK,BANDHANBNK,174.1,208.83,-34.73,-16.63,156943419,187.95,192.22,169.56
,ETERNAL,ETERNAL,ETERNAL,289.5,286.6,2.9,1.01,65944414,287.8,291.35,275.55
,JINDWORLD,JINDWORLD,JINDWORLD,36.59,37.64,-1.05,-2.79,59987664,38.39,39.39,35.7
,TRIDENT,TRIDENT,TRIDENT,25.32,25.1,0.22,0.88,59626244,25.6,26.8,25.2
,OLAELEC,OLAELEC,OLAELEC,36.6,38.72,-2.12,-5.48,56035343,38.75,38.99,36.26
,HFCL,HFCL,HFCL,217.95,217.97,-0.02,-0.01,55935312,222.0,228.0,214.11
,SUZLON,SUZLON,SUZLON,52.89,53.17,-0.28,-0.53,55827250,53.16,53.7,52.33
,M&MFIN,M&MFIN,M&MFIN,376.45,349.85,26.6,7.6,54586010,362.25,384.5,361.1
,DAVANGERE,DAVANGERE,DAVANGERE,3.32,3.39,-0.07,-2.06,53756320,3.43,3.63,3.28
,ADANIPOWER,ADANIPOWER,ADANIPOWER,217.05,220.37,-3.32,-1.51,45613497,220.37,221.7,211.9
,JPPOWER,JPPOWER,JPPOWER,17.33,17.75,-0.42,-2.37,43804924,17.7,17.71,17.32
,GTLINFRA,GTLINFRA,GTLINFRA,1.23,1.25,-0.02,-1.6,41634103,1.25,1.27,1.22
,TATAGOLD,TATAGOLD,TATAGOLD,14.0,13.83,0.17,1.23,38467711,13.83,14.09,13.48
,VOGL,VOGL,VOGL,33.48,34.83,-1.35,-3.88,35708551,34.79,34.83,33.12
,TATSILV,TATSILV,TATSILV,21.63,21.56,0.07,0.32,35693218,22.08,22.08,21.6
,SAGILITY,SAGILITY,SAGILITY,41.21,41.84,-0.63,-1.51,34577602,42.6,42.78,40.95
,BHARATCOAL,BHARATCOAL,BHARATCOAL,34.95,37.51,-2.56,-6.82,32828164,36.07,36.42,34.4
