scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass,min_target_price,max_target_price,avg_target_price,total_target_price,brokers
UTI10,11,10,1,0,Axis Bank,Axis Bank,1273.00,6.00,0.47,14.8,banks-private-sector/axisbank/AB16,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': -0.2, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1273, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1461.5, 'percentages': 14.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1622, 'percentages': 27.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 27.71, 'minRangePer': 0.83, 'maxRanegPer': 54.38, 'rangeDiffPer': 53.55, 'mindiff_total': 0.23, 'maxdiff_total': 15.07}",#52B974,,,,,
IT,10,9,0,1,Infosys,Infosys,1130.00,-0.30,-0.03,32.6,computers-software/infosys/IT,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 940, 'percentages': -16.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1130, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1499, 'percentages': 32.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2150, 'percentages': 90.2, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 128.72, 'minRangePer': 15.7, 'maxRanegPer': 46.19, 'rangeDiffPer': 30.49, 'mindiff_total': 20.21, 'maxdiff_total': 59.46}",#52B974,,,,,
MU01,10,9,0,1,Maruti Suzuki India,Maruti Suzuki,12694.00,-163.00,-1.27,25.7,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 12694, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': 5.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15967.6, 'percentages': 25.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 49.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 49.67, 'minRangePer': 10.38, 'maxRanegPer': 51.9, 'rangeDiffPer': 41.52, 'mindiff_total': 5.16, 'maxdiff_total': 25.78}",#52B974,,,,,
PS15,9,7,1,1,Persistent Systems,Persistent,5643.00,-14.00,-0.25,5.0,computers-software/persistentsystems/PS15,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 5000, 'percentages': -11.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 5643, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5930.6, 'percentages': 5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6600, 'percentages': 16.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 32, 'minRangePer': 40.18, 'maxRanegPer': 58.15, 'rangeDiffPer': 17.97, 'mindiff_total': 12.86, 'maxdiff_total': 18.61}",#52B974,,,,,
MM,9,8,0,1,Mahindra and Mahindra,M&M,3170.00,20.00,0.63,20.2,auto-carsjeeps/mahindramahindra/MM,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2700, 'percentages': -14.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 3170, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3812.8, 'percentages': 20.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4450, 'percentages': 40.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 64.81, 'minRangePer': 26.84, 'maxRanegPer': 63.58, 'rangeDiffPer': 36.73, 'mindiff_total': 17.4, 'maxdiff_total': 41.21}",#52B974,,,,,
HDF01,6,6,0,0,HDFC Bank,HDFC Bank,712.10,5.45,0.77,96.0,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 712.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 920, 'percentages': 29.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 961.8, 'percentages': 35, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1011, 'percentages': 41.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 41.97, 'minRangePer': 69.54, 'maxRanegPer': 83.53, 'rangeDiffPer': 13.98, 'mindiff_total': 29.19, 'maxdiff_total': 35.06}",#52B974,,,,,
SBI,9,9,0,0,State Bank of India,SBI,1016.10,-7.30,-0.71,7.2,banks-public-sector/statebankindia/SBI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 908, 'percentages': -10.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1016.1, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1090.1, 'percentages': 7.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1370, 'percentages': 34.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 50.88, 'minRangePer': 23.38, 'maxRanegPer': 39.4, 'rangeDiffPer': 16.02, 'mindiff_total': 11.9, 'maxdiff_total': 20.05}",#52B974,,,,,
LC03,8,6,1,1,Lupin,Lupin,2110.00,-22.00,-1.03,14.6,pharmaceuticals/lupin/L,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2110, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2200, 'percentages': 4.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2418.8, 'percentages': 14.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2500, 'percentages': 18.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 18.48, 'minRangePer': 23.05, 'maxRanegPer': 79.16, 'rangeDiffPer': 56.11, 'mindiff_total': 4.26, 'maxdiff_total': 14.63}",#52B974,,,,,
DI,8,4,3,1,Dabur India,Dabur India,380.90,0.20,0.05,39.7,personal-care/daburindia/DI,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 380.9, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 450, 'percentages': 18.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 532.1, 'percentages': 39.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 623, 'percentages': 63.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 63.55, 'minRangePer': 28.54, 'maxRanegPer': 62.45, 'rangeDiffPer': 33.91, 'mindiff_total': 18.14, 'maxdiff_total': 39.69}",#52B974,,,,,
NI,8,4,3,1,Nestle India,Nestle,1410.50,-5.50,-0.39,43.8,food-processing/nestleindia/NI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1301, 'percentages': -7.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1410.5, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2028.7, 'percentages': 43.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2700, 'percentages': 91.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 107.53, 'minRangePer': 7.82, 'maxRanegPer': 52.01, 'rangeDiffPer': 44.19, 'mindiff_total': 8.41, 'maxdiff_total': 55.93}",#52B974,,,,,
