MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,11.99,10.52,1.47,13.97,1088942848,10.6,12.17,10.51
,IDEA,IDEA,IDEA,15.02,14.48,0.54,3.73,525960563,14.53,15.16,14.51
,IFCI,IFCI,IFCI,102.17,95.91,6.26,6.53,407352536,96.5,107.5,96.41
,JINDWORLD,JINDWORLD,JINDWORLD,57.78,48.15,9.63,20.0,188275533,49.67,57.78,49.02
,SWIGGY,SWIGGY,SWIGGY,276.1,269.3,6.8,2.53,184369387,269.3,284.4,269.3
,LUMINO,LUMINO,LUMINO,114.95,110.32,4.63,4.2,139069849,112.4,122.0,111.22
,MOTISONS,MOTISONS,MOTISONS,16.6,15.37,1.23,8.0,123701270,15.21,17.5,15.21
,NIACL,NIACL,NIACL,231.0,195.33,35.67,18.26,66928665,196.49,234.39,196.49
,ALOKINDS,ALOKINDS,ALOKINDS,7.86,7.53,0.33,4.38,65791332,7.56,8.28,7.54
,PWL,PWL,PWL,126.74,120.6,6.14,5.09,62160413,123.37,130.7,123.03
,SUZLON,SUZLON,SUZLON,45.35,46.03,-0.68,-1.48,55366085,46.11,46.37,45.03
,JAYNECOIND,JAYNECOIND,JAYNECOIND,88.7,98.68,-9.98,-10.11,49840056,92.0,94.37,85.22
,PINELABS,PINELABS,PINELABS,166.52,156.5,10.02,6.4,46587163,157.4,168.2,155.38
,GROWW,GROWW,GROWW,194.5,190.24,4.26,2.24,44702306,193.0,195.68,191.85
,TATAGOLD,TATAGOLD,TATAGOLD,14.95,14.82,0.13,0.88,44264152,14.82,15.04,14.82
,OLAELEC,OLAELEC,OLAELEC,38.21,37.47,0.74,1.97,42570426,37.65,38.95,37.56
,RESPONIND,RESPONIND,RESPONIND,151.99,151.87,0.12,0.08,40184929,151.25,176.14,150.37
,TATASTEEL,TATASTEEL,TATASTEEL,188.79,184.2,4.59,2.49,36500951,184.2,189.9,182.84
,CCAVENUE,CCAVENUE,CCAVENUE,15.76,15.4,0.36,2.34,35876401,15.48,16.21,15.41
,GTLINFRA,GTLINFRA,GTLINFRA,1.17,1.16,0.01,0.86,35008053,1.17,1.17,1.14
