MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
HCL02,HCL02,HCL Tech,1324.9,1331.4,1291.2,1293.4,1319.0,-25.60,-1.94,2210569
BTV,BA08,Bharti Airtel,1868.1,1870.7,1840.0,1840.0,1869.0,-29.00,-1.55,3614328
MU01,MS24,Maruti Suzuki,12880.0,12880.0,12656.0,12694.0,12857.0,-163.00,-1.27,322752
CI29,CI11,Coal India,418.0,418.0,412.55,415.35,420.05,-4.70,-1.12,6126850
BF04,BF04,Bajaj Finserv,1985.0,1994.2,1970.0,1970.0,1992.1,-22.10,-1.11,437793
MHI,MHI,Max Healthcare,994.9,1001.3,981.1,984.8,994.9,-10.10,-1.02,1167047
TT,TT,TATA Cons. Prod,1020.0,1022.9,1008.5,1010.0,1019.2,-9.20,-0.90,1030689
SPI,SPI,Sun Pharma,1912.0,1917.3,1895.0,1899.0,1916.0,-17.00,-0.89,761333
BE03,BE03,Bharat Elec,409.25,413.1,405.35,405.35,408.6,-3.25,-0.80,8354982
EM,EM,Eicher Motors,7665.0,7665.5,7590.0,7630.5,7690.0,-59.50,-0.77,492954
SBI,SBI,SBI,1026.0,1029.2,1016.1,1016.1,1023.4,-7.30,-0.71,6724566
C,C,Cipla,1397.7,1399.1,1375.5,1385.0,1394.7,-9.70,-0.70,1326180
TCS,TCS,TCS,2330.0,2363.9,2302.4,2304.0,2320.1,-16.10,-0.69,2564322
Z01,Z,Eternal,325.3,327.75,320.8,322.75,324.8,-2.05,-0.63,17824027
ONG,ONG,ONGC,235.44,235.44,233.6,234.65,236.0,-1.35,-0.57,5338085
API,AP31,Asian Paints,2540.0,2553.9,2519.8,2527.3,2541.6,-14.30,-0.56,399368
AHE,AHE,Apollo Hospital,8702.5,8740.0,8641.0,8650.0,8692.0,-42.00,-0.48,288351
ICI02,ICI02,ICICI Bank,1432.1,1438.3,1421.4,1423.2,1430.0,-6.80,-0.48,6693889
NI,NI,Nestle,1415.0,1420.0,1402.5,1410.5,1416.0,-5.50,-0.39,974257
DRL,DRL,Dr Reddys Labs,1157.0,1166.8,1151.0,1151.0,1155.0,-4.00,-0.35,568461
STF,STF,Shriram Finance,1044.2,1052.8,1037.0,1041.0,1044.2,-3.20,-0.31,4135730
LT,LT,Larsen,3981.0,3994.9,3964.1,3964.1,3975.0,-10.90,-0.27,1319056
TEL,TM03,TMPV,312.0,315.5,310.65,311.5,312.0,-0.50,-0.16,4010174
TI01,TI01,Titan Company,5010.0,5022.0,4980.0,5020.0,5027.0,-7.00,-0.14,310845
TM4,TM4,Tech Mahindra,1605.1,1623.4,1586.9,1596.9,1598.0,-1.10,-0.07,1173518
IA05,IA04,Interglobe Avi,4980.0,5035.0,4977.0,4977.0,4980.0,-3.00,-0.06,394117
IT,IT,Infosys,1133.0,1146.7,1125.4,1130.0,1130.3,-0.30,-0.03,5881388
BA06,BA10,Bajaj Auto,12005.0,12025.0,11873.0,11919.0,11920.0,-1.00,-0.01,154199
