MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
SLI03,SLI03,SBI Life Insura,1715.0,1775.0,1707.4,1775.0,1715.0,60.00,3.50,1720166
TIS,TIS,Tata Steel,184.2,189.9,182.84,188.79,184.2,4.59,2.49,36500951
HSL01,HSL01,HDFC Life,533.7,548.0,533.3,546.4,533.5,12.90,2.42,6016219
RI,RI,Reliance,1304.1,1333.0,1304.1,1322.0,1302.5,19.50,1.50,13031534
L,T04,Trent,2849.0,2879.0,2833.2,2853.0,2815.6,37.40,1.33,577393
JVS,JSW01,JSW Steel,1305.0,1331.7,1300.1,1325.0,1308.0,17.00,1.30,1094356
AE01,AE13,Adani Enterpris,2900.0,2965.0,2882.8,2938.0,2901.0,37.00,1.28,1060844
UTC,UTC01,UltraTechCement,11357.0,11434.0,11292.0,11408.0,11275.0,133.00,1.18,280870
BAF,BAF,Bajaj Finance,1050.6,1063.6,1049.7,1060.5,1049.0,11.50,1.10,5952048
JFS,JFS,Jio Financial,237.8,240.63,237.8,239.5,237.45,2.05,0.86,11860254
KMF,KMB,Kotak Mahindra,421.65,425.95,421.65,424.5,421.15,3.35,0.80,9408316
HDF01,HDF01,HDFC Bank,708.35,716.5,708.35,712.1,706.65,5.45,0.77,14488024
MM,MM,M&M,3158.7,3185.3,3144.2,3170.0,3150.0,20.00,0.63,1489449
HL,HU,HUL,1967.0,1984.2,1950.4,1973.4,1962.0,11.40,0.58,2247162
NTP,NTP,NTPC,332.75,334.05,329.8,332.5,330.9,1.60,0.48,7032282
UTI10,AB16,Axis Bank,1270.3,1280.7,1262.0,1273.0,1267.0,6.00,0.47,3810611
ITC,ITC,ITC,264.0,266.25,262.65,264.1,263.0,1.10,0.42,9519153
W,W,Wipro,176.74,178.75,176.4,176.4,175.72,0.68,0.39,6882678
GI01,GI01,Grasim,3318.9,3332.6,3268.1,3322.0,3310.0,12.00,0.36,892704
PGC,PGC,Power Grid Corp,266.9,267.5,265.05,266.0,265.6,0.40,0.15,7967122
H,HI,Hindalco,1012.9,1020.8,1005.0,1011.0,1010.0,1.00,0.10,3682428
MPS,MPS,Adani Ports,1699.9,1716.9,1692.4,1707.3,1706.5,0.80,0.05,1281968
