MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
HCL02,HCL02,HCL Tech,1200.0,1209.1,1164.0,1166.7,1221.2,-54.50,-4.46,9754723
STF,STF,Shriram Finance,1040.0,1042.3,1007.0,1013.9,1048.1,-34.20,-3.26,6517181
HSL01,HSL01,HDFC Life,570.0,572.0,553.25,555.2,573.4,-18.20,-3.17,6752588
TEL,TM03,TMPV,340.05,340.75,332.55,333.35,342.25,-8.90,-2.60,8043834
IA05,IA04,Interglobe Avi,5119.0,5131.5,5064.5,5108.0,5229.5,-121.50,-2.32,1504890
JFS,JFS,Jio Financial,239.7,239.89,235.2,235.97,241.41,-5.44,-2.25,10014430
MM,MM,M&M,3121.0,3130.0,3082.2,3093.3,3160.4,-67.10,-2.12,2376410
SBI,SBI,SBI,1033.3,1033.7,1011.4,1015.4,1037.0,-21.60,-2.08,11562326
BA06,BA10,Bajaj Auto,10212.5,10374.0,10145.5,10166.0,10381.0,-215.00,-2.07,802768
BF04,BF04,Bajaj Finserv,1884.4,1899.0,1861.0,1869.2,1908.1,-38.90,-2.04,1811978
LT,LT,Larsen,3892.0,3897.9,3843.0,3848.7,3928.5,-79.80,-2.03,2409089
BAF,BAF,Bajaj Finance,1007.0,1022.0,995.2,1006.6,1022.6,-16.00,-1.56,6458393
KMF,KMB,Kotak Mahindra,383.5,383.5,376.1,378.65,384.65,-6.00,-1.56,16237528
MU01,MS24,Maruti Suzuki,13619.0,13690.0,13470.0,13489.0,13695.0,-206.00,-1.50,368645
ITC,ITC,ITC,279.25,280.65,275.0,275.55,279.65,-4.10,-1.47,15018851
TM4,TM4,Tech Mahindra,1509.0,1519.9,1480.0,1484.3,1504.5,-20.20,-1.34,2011058
MHI,MHI,Max Healthcare,1096.5,1120.7,1089.0,1092.9,1106.2,-13.30,-1.20,2223510
L,T04,Trent,2900.0,2900.0,2855.2,2869.1,2900.1,-31.00,-1.07,784332
HDF01,HDF01,HDFC Bank,811.4,818.4,807.0,809.4,817.95,-8.55,-1.05,25605395
NTP,NTP,NTPC,348.5,353.95,347.5,348.15,351.75,-3.60,-1.02,8579646
GI01,GI01,Grasim,3138.0,3153.5,3093.1,3113.3,3144.3,-31.00,-0.99,1058130
IT,IT,Infosys,1107.8,1113.5,1090.0,1092.9,1102.6,-9.70,-0.88,14819413
SLI03,SLI03,SBI Life Insura,1842.0,1852.6,1829.6,1840.3,1855.9,-15.60,-0.84,1035413
W,W,Wipro,178.5,180.5,176.71,177.14,178.43,-1.29,-0.72,14461463
UTC,UTC01,UltraTechCement,11462.0,11543.0,11355.0,11496.0,11571.0,-75.00,-0.65,404659
TI01,TI01,Titan Company,4579.8,4600.0,4554.0,4573.7,4601.5,-27.80,-0.60,631158
HL,HU,HUL,2125.0,2145.0,2116.1,2120.2,2130.6,-10.40,-0.49,2681897
API,AP31,Asian Paints,2604.0,2655.9,2579.9,2641.0,2652.1,-11.10,-0.42,975301
RI,RI,Reliance,1290.0,1308.0,1286.9,1293.0,1296.9,-3.90,-0.30,13511284
EM,EM,Eicher Motors,7257.0,7313.0,7140.0,7279.5,7296.5,-17.00,-0.23,458624
BE03,BE03,Bharat Elec,409.35,411.25,405.7,410.1,410.8,-0.70,-0.17,10652838
UTI10,AB16,Axis Bank,1320.1,1323.7,1298.6,1317.6,1319.4,-1.80,-0.14,6005505
ICI02,ICI02,ICICI Bank,1400.0,1411.8,1392.0,1407.7,1409.5,-1.80,-0.13,14133017
TT,TT,TATA Cons. Prod,1089.8,1110.2,1089.8,1097.6,1098.6,-1.00,-0.09,1581478
