MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
UTI10,AB16,Axis Bank,1223.9,1250.5,1223.4,1243.0,1227.3,15.70,1.28,5064697
MHI,MHI,Max Healthcare,1000.7,1017.0,982.1,1014.4,1003.7,10.70,1.07,2219107
MM,MM,M&M,3390.4,3435.0,3390.2,3421.5,3390.4,31.10,0.92,1371664
GI01,GI01,Grasim,3257.0,3297.7,3250.5,3278.7,3250.5,28.20,0.87,1498859
PGC,PGC,Power Grid Corp,266.2,268.95,266.05,268.0,266.15,1.85,0.70,6792173
BAF,BAF,Bajaj Finance,1088.6,1100.0,1087.6,1094.3,1089.3,5.00,0.46,3374018
RI,RI,Reliance,1314.0,1328.6,1311.2,1322.0,1316.0,6.00,0.46,10180567
ONG,ONG,ONGC,239.5,241.3,238.02,239.5,238.49,1.01,0.42,14903605
BF04,BF04,Bajaj Finserv,1998.4,2018.8,1998.0,2011.2,2005.0,6.20,0.31,413236
NTP,NTP,NTPC,337.0,339.3,333.9,337.1,337.0,0.10,0.03,9943991
