MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.12,13.71,0.41,2.99,820797167,13.65,14.31,13.5
,MOTISONS,MOTISONS,MOTISONS,16.78,16.54,0.24,1.45,134374269,16.71,17.22,16.29
,MILKYMIST,MILKYMIST,MILKYMIST,181.5,140.0,16.5,10.0,92269979,165.0,181.5,165.0
,CUPID,CUPID,CUPID,282.99,267.32,15.67,5.86,68917290,273.0,285.7,257.21
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.61,9.79,-0.18,-1.84,66270759,9.78,9.79,9.56
,SUZLON,SUZLON,SUZLON,47.78,49.0,-1.22,-2.49,62318243,48.95,48.95,47.47
,GROWW,GROWW,GROWW,193.58,198.69,-5.11,-2.57,57106951,198.11,198.25,190.86
,WELSPUNLIV,WELSPUNLIV,WELSPUNLIV,177.45,168.15,9.3,5.53,53708881,168.3,182.9,167.8
,PWL,PWL,PWL,123.3,119.97,3.33,2.78,52106492,119.65,125.0,115.65
,IFCI,IFCI,IFCI,81.5,78.93,2.57,3.26,49975029,78.97,81.8,78.36
,YESBANK,YESBANK,YESBANK,22.46,22.92,-0.46,-2.01,49817232,22.9,22.97,22.45
,MRPL,MRPL,MRPL,176.95,177.15,-0.2,-0.11,48280540,177.0,189.0,176.2
,SUBEXLTD,SUBEXLTD,SUBEXLTD,16.49,14.11,2.38,16.87,44677415,14.11,16.93,14.08
,HFCL,HFCL,HFCL,230.47,219.5,10.97,5.0,35739264,218.01,230.47,218.01
,BAJAJHIND,BAJAJHIND,BAJAJHIND,18.59,17.93,0.66,3.68,35179356,18.05,19.27,17.93
,MOREPENLAB,MOREPENLAB,MOREPENLAB,87.75,89.82,-2.07,-2.3,34387594,89.82,92.5,86.0
,TPHQ,TPHQ,TPHQ,0.63,0.58,0.05,8.62,33421785,0.61,0.63,0.54
,TATAGOLD,TATAGOLD,TATAGOLD,14.85,14.85,0.0,0.0,31734829,14.47,15.22,14.47
,GATECH,GATECH,GATECH,0.81,0.78,0.03,3.85,0,0.81,0.81,0.8
,LEAPIND,LEAPIND,LEAPIND,159.31,155.49,3.82,2.46,29119032,160.0,164.7,158.3
