Category,MC_Code,BSE_Code,StockName,nsCode,currPrice,lastUpdatedTime
52WeekLow,AIL09,AIL09,Active Infra,/construction-infrastructure/activeinfrastructures/AIL09,170.0,"18 Aug, 2026|15:31"
52WeekLow,AEL05,AEL04,Aprameya Engine,/hospital-healthcare-services/aprameyaengineering/AEL04,130.5,"18 Aug, 2026|15:55"
52WeekLow,APSIL,APSIL,APS India,/power-generation-distribution/australianpremiumsolarindia/APSIL,237.5,"18 Aug, 2026|15:31"
52WeekLow,SAB,SAB,Aqylon Nexus,/media-entertainment/aqylonnexus/SAB,21.5,"18 Aug, 2026|15:58"
52WeekLow,IID,AI60,Arshiya,/transport-logistics/arshiya/AI60,0.94,"18 Aug, 2026|15:50"
52WeekLow,BSI01,BSI01,Bajaj Steel,/packaging/bajajsteelindustries/BSI01,369.9,"18 Aug, 2026|15:50"
52WeekLow,AT09,AT09,BN AGROCHEM,/vegetable-oils-products/bnagrochem/AT09,235.3,"18 Aug, 2026|15:58"
52WeekLow,BC13,BC13,Burnpur Cement,/cement-major/burnpurcement/BC13,16.54,"18 Aug, 2026|15:50"
52WeekLow,CASL,CASL,C2C Advanced,/aerospace-defence/c2cadvancedsystems/CASL,242.55,"18 Aug, 2026|15:58"
52WeekLow,CP09,CP09,Captain Poly,/plastics/captainpolyplast/CP09,68.9,"18 Aug, 2026|15:50"
52WeekLow,CTL03,CTL03,Cedaar Textile,/textile-spinning/cedaartextile/CTL03,15.05,"18 Aug, 2026|15:31"
52WeekLow,CGTL,CGTL,CMR Green Tech,/metals-non-ferrous/cmrgreentechnologies/CGTL,218.33,"18 Aug, 2026|15:59"
52WeekLow,CIS02,CIS03,CMS Info System,/software/cmsinfosystems/CIS03,254.35,"18 Aug, 2026|15:59"
52WeekLow,CB08,CB05,CSB Bank,/banks-private-sector/csbbank/CB05,313.0,"18 Aug, 2026|15:56"
52WeekLow,DI,DI,Dabur India,/personal-care/daburindia/DI,406.8,"18 Aug, 2026|15:59"
52WeekLow,DPS,DPS,DPSC,/power-generation-distribution/dpsc/DPS,7.35,"18 Aug, 2026|15:57"
52WeekLow,DDT,DDT,DUGLOBAL,/it-services-consulting/dudigitalglobal/DDT,24.0,"18 Aug, 2026|15:53"
52WeekLow,ATE01,ATE01,EFC,/trading/efci/ATE01,174.0,"18 Aug, 2026|15:55"
52WeekLow,PVD,PVD,Fiberweb India,/plastics/fiberwebindia/PVD,27.0,"18 Aug, 2026|15:50"
52WeekLow,FI19,FI08,Flexituff Ventu,/packaging/flexituffventuresinternational/FI08,3.05,"18 Aug, 2026|15:54"
52WeekLow,GIC10,GIC10,Genesys Int,/computers-software-medium-small/genesysinternationalcorporation/GIC10,173.65,"18 Aug, 2026|15:57"
52WeekLow,GKB,GKB,GKB Ophthalmics,/personal-care/gkbophthalmics/GKB,69.0,"18 Aug, 2026|15:56"
52WeekLow,GL03,GL04,Graphisads,/diversified/graphisads/GL04,26.65,"18 Aug, 2026|15:50"
52WeekLow,GFL01,GFL01,GSM Foils,/aluminium-aluminium-products/gsmfoils/GFL01,88.25,"18 Aug, 2026|15:58"
52WeekLow,GVK,GVK,GVK Power,/power-generation-distribution/gvkpowerinfrastructure/GVK,2.35,"18 Aug, 2026|15:55"
52WeekLow,HOV,HOV,HANDSON GLOBAL,/computers-software-medium-small/handsonglobalmanagement/HOV,45.95,"18 Aug, 2026|15:31"
52WeekLow,ITS,ITS,Indo Thai Secu,/finance-general/indothaisecurities/ITS,69.57,"18 Aug, 2026|15:59"
52WeekLow,IT06,IT06,Innovana,/computers-software/innovanathinklabs/IT06,306.05,"18 Aug, 2026|15:31"
52WeekLow,IL09,IL08,Innovision,/misc-commercial-services/innovision/IL08,275.05,"18 Aug, 2026|15:52"
52WeekLow,IID01,IID01,IRB Infra,/transport-infrastructure/irbinfrastructuredevelopers/IID01,19.16,"18 Aug, 2026|15:59"
52WeekLow,ITC,ITC,ITC,/diversified/itc/ITC,273.05,"18 Aug, 2026|15:59"
52WeekLow,JK,JK,Jet Knitwears,/textiles-readymade-apparels/jetknitwears/JK,56.4,"18 Aug, 2026|15:31"
52WeekLow,KEC03,KEC04,KEC Intl,/power-transmission-equipment/kecinternational/KEC04,436.35,"18 Aug, 2026|15:59"
52WeekLow,LCC,LCC,LCC Infotech,/computers-software-medium-small/lccinfotech/LCC,3.81,"18 Aug, 2026|15:56"
52WeekLow,MII02,MII02,Manilam Industr,/laminates-decoratives/manilamindustriesindia/MII02,46.0,"18 Aug, 2026|15:31"
52WeekLow,PSW01,MNR,Marathon Realty,/construction-contracting-real-estate/marathonnextgenrealty/MNR,358.8,"18 Aug, 2026|15:58"
52WeekLow,ML13,ML08,Maxposure,/media/maxposure/ML08,31.6,"18 Aug, 2026|15:53"
52WeekLow,MAF,MAF,MVK Agro Food,/sugar/mvkagrofoodproduct/MAF,206.7,"18 Aug, 2026|15:59"
52WeekLow,OEIL,OEIL,Optimystix Ent,/miscellaneous/optimystixentertainmentindia/OEIL,178.0,"18 Aug, 2026|15:31"
52WeekLow,CI27,CI27,ORCHASP,/computers-software-medium-small/orchasp/CI27,1.42,"18 Aug, 2026|15:54"
52WeekLow,OP04,OP04,Oriana Power,/engineering-construction/orianapower/OP04,1246.0,"18 Aug, 2026|15:56"
52WeekLow,ODL,ODL,Osel Devices,/electronics/oseldevices/ODL,373.0,"18 Aug, 2026|15:31"
52WeekLow,OMM01,OMM,Owais Metal,/metals-mining/owaismetalmineralprocessing/OMM,71.85,"18 Aug, 2026|15:50"
52WeekLow,PGI,PGH,P&G Hygiene,/household-personal-products/proctergamblehygienehealthcare/PGH,8400.0,"18 Aug, 2026|15:55"
52WeekLow,PD05,PD05,Parsvnath,/construction-contracting-real-estate/parsvnathdevelopers/PD05,1.45,"18 Aug, 2026|15:55"
52WeekLow,PISL01,PISL01,Polysil Irrigat,/plastic-products/polysilirrigationsystems/PISL01,64.1,"18 Aug, 2026|15:59"
52WeekLow,PP38,PP35,Pramara,/plastic-products/pramarapromotions/PP35,106.5,"18 Aug, 2026|15:57"
52WeekLow,PRL01,PRL01,Premier Road,/logistics/premierroadlines/PRL01,43.0,"18 Aug, 2026|15:50"
52WeekLow,PE09,PE09,Pulz Electronic,/miscellaneous/pulzelectronics/PE09,21.9,"18 Aug, 2026|15:31"
52WeekLow,QT,QT,Quicktouch Tech,/software/quicktouchtechnologies/QT,17.25,"18 Aug, 2026|15:53"
52WeekLow,RD03,RD03,RB Denims,/textiles-denim/rbdenims/RD03,8.5,"18 Aug, 2026|15:58"
52WeekLow,RI45,RI46,RBM Infracon,/engineering/rbminfracon/RI46,242.05,"18 Aug, 2026|15:31"
52WeekLow,R09,R07,Refractory Shap,/refractories/refractoryshapes/R07,25.8,"18 Aug, 2026|15:31"
52WeekLow,RP22,RP26,RKEC Projects,/construction-infrastructure/rkecprojects/RP26,24.3,"18 Aug, 2026|15:58"
52WeekLow,SAO,SAO,Sanwaria Consum,/personal-care/sanwariaconsumer/SAO,0.2,"18 Aug, 2026|15:58"
52WeekLow,STL07,STL08,SAR Televenture,/telecommunication-equipment/sarteleventure/STL08,102.5,"18 Aug, 2026|15:53"
52WeekLow,SF07,SF07,Shalibhadra Fin,/finance-investments/shalibhadrafinance/SF07,72.5,"18 Aug, 2026|15:59"
52WeekLow,SG04,SG04,Shanthi Gears,/auto-ancillaries/shanthigears/SG04,391.2,"18 Aug, 2026|15:59"
52WeekLow,S23,S25,Shrenik,/trading/shrenik/S25,0.32,"18 Aug, 2026|15:31"
52WeekLow,WWI,WWI,Siti Networks,/media-entertainment/sitinetworks/WWI,0.29,"18 Aug, 2026|15:58"
52WeekLow,SCB,SCB,Somi Conveyor,/rubber/somiconveyorbeltings/SCB,83.09,"18 Aug, 2026|15:51"
52WeekLow,SFC02,SFC02,Star Cement,/cement-major/starcement/SFC02,197.1,"18 Aug, 2026|15:51"
52WeekLow,SI45,SI45,Sumeet Ind,/textiles-manmade/sumeetindustries/SI45,14.14,"18 Aug, 2026|15:58"
52WeekLow,SCS04,SCS04,Symphony,/consumer-goods-white-goods/symphony/SCS04,621.5,"18 Aug, 2026|15:53"
52WeekLow,TCL01,TCL01,TARACHAND,/ground-freight-logistics-services/tarachandinfralogisticsolutions/TCL01,47.12,"18 Aug, 2026|15:51"
52WeekLow,TEI03,TEI01,Teja Engineerin,/engineering/tejaengineeringindustries/TEI01,390.15,"18 Aug, 2026|15:58"
52WeekLow,TC07,TC07,Thirumalai Chem,/chemicals/thirumalaichemicals/TC07,155.0,"18 Aug, 2026|15:59"
52WeekLow,TVV,TVV,TV Vision,/media-entertainment/tvvision/TVV,4.09,"18 Aug, 2026|15:54"
52WeekLow,ZPO,ZPO,Zaggle Prepaid,/it-services-consulting/zaggleprepaidoceanservices/ZPO,160.61,"18 Aug, 2026|15:59"
52WeekHigh,AML06,AML06,Accent Micro,/pharmaceuticals-drugs/accentmicrocell/AML06,588.5,"18 Aug, 2026|15:31"
52WeekHigh,APL07,APL07,Accretion Pharm,/pharmaceuticals-drugs/accretionpharmaceuticals/APL07,195.0,"18 Aug, 2026|15:31"
52WeekHigh,ACE3,ACE3,Action Const,/engineering-heavy/actionconstructionequipment/ACE3,1117.1,"18 Aug, 2026|15:58"
52WeekHigh,AI74,AI84,Aether Ind,/speciality-chemicals/aetherindustries/AI84,1606.0,"18 Aug, 2026|15:56"
52WeekHigh,AEL04,AEL03,Aimtron Electro,/electronics-components/aimtronelectronics/AEL03,1644.5,"18 Aug, 2026|15:55"
52WeekHigh,AP22,AP22,Ajanta Pharma,/pharmaceuticals/ajantapharma/AP22,3736.0,"18 Aug, 2026|15:53"
