MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,13.02,12.87,0.15,1.17,387269596,12.98,13.08,12.76
,JPPOWER,JPPOWER,JPPOWER,18.33,17.32,1.01,5.83,257937939,17.35,18.91,17.2
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.26,9.12,0.14,1.54,123962802,9.2,9.32,9.02
,GATECH,GATECH,GATECH,0.69,0.58,0.11,18.97,81203825,0.64,0.69,0.63
,VOGL,VOGL,VOGL,35.62,33.64,1.98,5.89,74529088,33.64,36.85,32.5
,SHADOWFAX,SHADOWFAX,SHADOWFAX,242.8,220.17,22.63,10.28,72781395,222.4,253.76,219.72
,ZEEL,ZEEL,ZEEL,114.18,112.21,1.97,1.76,61736966,113.1,117.32,112.4
,SUZLON,SUZLON,SUZLON,48.05,47.4,0.65,1.37,56655652,47.56,48.18,47.13
,IFCI,IFCI,IFCI,76.25,73.52,2.73,3.71,50453251,74.5,77.57,73.83
,ASHOKLEY,ASHOKLEY,ASHOKLEY,165.69,158.09,7.6,4.81,47542706,159.9,166.7,159.17
,SWIGGY,SWIGGY,SWIGGY,284.78,295.91,-11.13,-3.76,46812931,290.0,294.59,280.2
,ESAFSFB,ESAFSFB,ESAFSFB,42.7,36.48,6.22,17.05,43578126,37.88,43.0,35.75
,JIOFIN,JIOFIN,JIOFIN,256.1,246.95,9.15,3.71,42840807,247.5,257.06,247.0
,BAJFINANCE,BAJFINANCE,BAJFINANCE,1141.2,1053.5,87.7,8.32,40814590,1095.0,1151.5,1083.6
,PINELABS,PINELABS,PINELABS,139.12,140.17,-1.05,-0.75,40429689,141.0,143.5,138.29
,SAGILITY,SAGILITY,SAGILITY,43.48,45.98,-2.5,-5.44,39492620,45.98,46.19,43.2
,OLAELEC,OLAELEC,OLAELEC,38.72,37.78,0.94,2.49,38950908,38.03,38.9,37.61
,GAIL,GAIL,GAIL,181.0,173.64,7.36,4.24,38893443,174.45,182.21,173.5
,BESTAGRO,BESTAGRO,BESTAGRO,19.15,16.6,2.55,15.36,38044658,18.1,19.65,18.0
,YESBANK,YESBANK,YESBANK,22.78,22.54,0.24,1.06,37775562,22.54,22.85,22.48
