MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,12.19,11.24,0.95,8.45,1860835451,11.24,12.43,11.2
,YESBANK,YESBANK,YESBANK,22.69,22.94,-0.25,-1.09,191211937,22.61,23.18,22.47
,GTLINFRA,GTLINFRA,GTLINFRA,1.42,1.38,0.04,2.9,159969020,1.38,1.47,1.33
,OLAELEC,OLAELEC,OLAELEC,37.0,36.08,0.92,2.55,113599340,36.35,37.73,35.82
,HFCL,HFCL,HFCL,149.41,141.15,8.26,5.85,112674256,139.3,151.8,137.65
,RAIN,RAIN,RAIN,163.95,143.82,20.13,14.0,87614701,154.8,169.0,153.2
,TATSILV,TATSILV,TATSILV,24.48,24.37,0.11,0.45,81957171,24.76,24.76,23.76
,TATAGOLD,TATAGOLD,TATAGOLD,14.46,14.59,-0.13,-0.89,75960368,14.59,14.95,14.45
,CANBK,CANBK,CANBK,130.14,134.34,-4.2,-3.13,71593041,133.02,139.4,128.58
,SUZLON,SUZLON,SUZLON,53.32,54.97,-1.65,-3.0,70005148,54.35,54.43,53.02
,FILATFASH,FILATFASH,FILATFASH,0.27,0.27,0.0,0.0,0,0.27,0.28,0.26
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.07,9.5,-0.43,-4.53,60680045,9.35,9.35,8.97
,JPPOWER,JPPOWER,JPPOWER,18.39,19.08,-0.69,-3.62,55783093,19.0,19.0,18.25
,NIVABUPA,NIVABUPA,NIVABUPA,83.7,81.29,2.41,2.96,55629768,84.4,89.77,82.74
,DHARAN,DHARAN,DHARAN,0.14,0.14,0.0,0.0,0,0.13,0.14,0.13
,SBIN,SBIN,SBIN,974.9,1019.3,-44.4,-4.36,46927396,1007.0,1007.0,971.1
,QUICKHEAL,QUICKHEAL,QUICKHEAL,213.3,214.51,-1.21,-0.56,43004210,230.95,243.25,209.0
,UJJIVANSFB,UJJIVANSFB,UJJIVANSFB,59.5,62.4,-2.9,-4.65,42831935,61.5,61.5,57.12
,HDFCBANK,HDFCBANK,HDFCBANK,766.25,780.85,-14.6,-1.87,41123422,771.95,774.85,761.9
,GROWW,GROWW,GROWW,194.5,204.59,-10.09,-4.93,37789549,201.97,201.97,192.3
