MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,9.22,9.25,-0.03,-0.32,454947155,9.0,9.33,8.94
,OLAELEC,OLAELEC,OLAELEC,38.07,40.88,-2.81,-6.87,378679869,39.79,39.79,37.7
,SUZLON,SUZLON,SUZLON,45.9,45.32,0.58,1.28,132245471,44.5,46.41,43.89
,JPPOWER,JPPOWER,JPPOWER,17.18,17.2,-0.02,-0.12,130140968,16.95,17.79,16.51
,RPOWER,RPOWER,RPOWER,26.15,25.21,0.94,3.73,125266401,24.69,27.39,24.03
,FILATFASH,FILATFASH,FILATFASH,0.22,0.21,0.01,4.76,114821245,0.21,0.22,0.21
,ADANIPOWER,ADANIPOWER,ADANIPOWER,181.37,175.81,5.56,3.16,91406261,172.0,184.4,170.36
,NTPCGREEN,NTPCGREEN,NTPCGREEN,104.28,97.17,7.11,7.32,91182889,97.0,106.09,96.25
,EIEL,EIEL,EIEL,194.81,173.15,21.66,12.51,85659777,190.0,203.5,185.31
,TATAGOLD,TATAGOLD,TATAGOLD,14.55,14.49,0.06,0.41,72752816,14.49,14.55,14.32
,HFCL,HFCL,HFCL,85.85,84.4,1.45,1.72,71995655,82.25,89.8,81.69
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.16,9.17,-0.01,-0.11,69980397,9.0,9.3,8.76
,YESBANK,YESBANK,YESBANK,18.9,19.08,-0.18,-0.94,69070156,18.7,18.98,18.45
,GOLDBEES,GOLDBEES,GOLDBEES,123.89,123.49,0.4,0.32,68466735,123.44,124.35,122.73
,GTLINFRA,GTLINFRA,GTLINFRA,1.2,1.2,0.0,0.0,52261435,1.19,1.21,1.16
,TATSILV,TATSILV,TATSILV,22.88,23.03,-0.15,-0.65,50349000,23.08,23.08,22.55
,HDFCBANK,HDFCBANK,HDFCBANK,793.0,810.3,-17.3,-2.14,47549328,791.5,798.5,787.35
,GROWW,GROWW,GROWW,194.85,193.7,1.15,0.59,45037961,188.0,198.85,187.05
,ETERNAL,ETERNAL,ETERNAL,236.21,240.23,-4.02,-1.67,44343479,234.99,242.64,234.53
,BHEL,BHEL,BHEL,287.0,284.71,2.29,0.8,42151898,279.0,293.0,276.49
