MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
CI29,CI11,Coal India,408.2,422.4,406.5,417.85,401.6,16.25,4.05,34130970
MPS,MPS,Adani Ports,1637.1,1676.7,1632.1,1672.7,1647.5,25.20,1.53,2338937
AE01,AE13,Adani Enterpris,2859.8,2905.0,2830.5,2891.8,2863.9,27.90,0.97,1642492
BF04,BF04,Bajaj Finserv,1951.5,1990.0,1939.2,1990.0,1972.0,18.00,0.91,730988
TEL,TM03,TMPV,307.7,312.95,305.65,312.75,310.0,2.75,0.89,6667459
PGC,PGC,Power Grid Corp,264.0,268.35,262.4,266.8,264.55,2.25,0.85,9068868
NTP,NTP,NTPC,324.0,331.1,321.0,330.0,327.5,2.50,0.76,11993091
TI01,TI01,Titan Company,4972.0,5092.0,4971.5,5074.0,5050.0,24.00,0.48,812660
JFS,JFS,Jio Financial,234.0,237.4,232.3,236.9,235.85,1.05,0.45,15926208
ONG,ONG,ONGC,237.6,239.21,235.64,237.5,236.45,1.05,0.44,13073915
RI,RI,Reliance,1298.0,1321.9,1293.1,1313.1,1309.0,4.10,0.31,13497841
BAF,BAF,Bajaj Finance,1044.2,1061.0,1034.8,1055.9,1053.9,2.00,0.19,6234288
SPI,SPI,Sun Pharma,1910.0,1948.5,1910.0,1931.7,1929.0,2.70,0.14,1245419
LT,LT,Larsen,3966.0,4002.3,3956.7,3981.0,3980.1,0.90,0.02,1307081
