scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass,min_target_price,max_target_price,avg_target_price,total_target_price,brokers
UTI10,11,10,1,0,Axis Bank,Axis Bank,1253.90,-4.10,-0.33,16.5,banks-private-sector/axisbank/AB16,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1253.9, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': 1.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1461.5, 'percentages': 16.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1622, 'percentages': 29.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 29.35, 'minRangePer': 4.36, 'maxRanegPer': 56.38, 'rangeDiffPer': 52.02, 'mindiff_total': 1.28, 'maxdiff_total': 16.55}",#52B974,,,,,
MU01,10,9,0,1,Maruti Suzuki India,Maruti Suzuki,12849.00,-101.00,-0.78,24.2,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 12849, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': 3.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15967.6, 'percentages': 24.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 47.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 47.87, 'minRangePer': 8.12, 'maxRanegPer': 50.69, 'rangeDiffPer': 42.57, 'mindiff_total': 3.89, 'maxdiff_total': 24.27}",#52B974,,,,,
IT,10,9,0,1,Infosys,Infosys,1140.00,-16.00,-1.38,31.4,computers-software/infosys/IT,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 940, 'percentages': -17.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1140, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1499, 'percentages': 31.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2150, 'percentages': 88.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 128.72, 'minRangePer': 16.52, 'maxRanegPer': 46.19, 'rangeDiffPer': 29.67, 'mindiff_total': 21.27, 'maxdiff_total': 59.46}",#52B974,,,,,
SBI,9,9,0,0,State Bank of India,SBI,1020.90,-13.60,-1.31,6.7,banks-public-sector/statebankindia/SBI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 908, 'percentages': -11, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1020.9, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1090.1, 'percentages': 6.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1370, 'percentages': 34.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 50.88, 'minRangePer': 24.43, 'maxRanegPer': 39.4, 'rangeDiffPer': 14.97, 'mindiff_total': 12.43, 'maxdiff_total': 20.05}",#52B974,,,,,
HDF01,6,6,0,0,HDFC Bank,HDFC Bank,700.80,-11.10,-1.56,99.1,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 700.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 920, 'percentages': 31.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 961.8, 'percentages': 37.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1011, 'percentages': 44.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 44.26, 'minRangePer': 70.65, 'maxRanegPer': 84.13, 'rangeDiffPer': 13.47, 'mindiff_total': 31.27, 'maxdiff_total': 37.24}",#52B974,,,,,
MM,9,8,0,1,Mahindra and Mahindra,M&M,3190.00,-69.00,-2.12,19.5,auto-carsjeeps/mahindramahindra/MM,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2700, 'percentages': -15.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 3190, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3812.8, 'percentages': 19.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4450, 'percentages': 39.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 64.81, 'minRangePer': 27.98, 'maxRanegPer': 63.58, 'rangeDiffPer': 35.59, 'mindiff_total': 18.14, 'maxdiff_total': 41.21}",#52B974,,,,,
PS15,9,7,1,1,Persistent Systems,Persistent,5690.00,-110.00,-1.90,4.2,computers-software/persistentsystems/PS15,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 5000, 'percentages': -12.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 5690, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5930.6, 'percentages': 4.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6600, 'percentages': 15.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 32, 'minRangePer': 43.09, 'maxRanegPer': 58.15, 'rangeDiffPer': 15.05, 'mindiff_total': 13.79, 'maxdiff_total': 18.61}",#52B974,,,,,
BE03,8,8,0,0,Bharat Electronics,Bharat Elec,405.75,-5.45,-1.33,17.1,aerospacedefence/bharatelectronics/BE03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 405.75, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 420, 'percentages': 3.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 475.2, 'percentages': 17.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 530, 'percentages': 30.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 30.62, 'minRangePer': 11.46, 'maxRanegPer': 55.87, 'rangeDiffPer': 44.41, 'mindiff_total': 3.51, 'maxdiff_total': 17.11}",#52B974,,,,,
DI,8,4,3,1,Dabur India,Dabur India,379.00,-5.00,-1.30,40.4,personal-care/daburindia/DI,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 379, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 450, 'percentages': 18.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 532.1, 'percentages': 40.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 623, 'percentages': 64.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 64.37, 'minRangePer': 29.09, 'maxRanegPer': 62.74, 'rangeDiffPer': 33.65, 'mindiff_total': 18.73, 'maxdiff_total': 40.39}",#52B974,,,,,
BA06,8,7,1,0,Bajaj Auto,Bajaj Auto,12130.00,-231.00,-1.87,-1.5,auto-23-wheelers/bajajauto/BA10,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 9770, 'percentages': -19.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 11942.3, 'percentages': -1.5, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 12130, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 13700, 'percentages': 12.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 40.22, 'minRangePer': 55.27, 'maxRanegPer': 60.04, 'rangeDiffPer': 4.76, 'mindiff_total': 22.23, 'maxdiff_total': 24.15}",#E3515C,,,,,
