MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,JPPOWER,JPPOWER,JPPOWER,16.51,15.37,1.14,7.42,587859403,16.05,17.49,16.05
,PCJEWELLER,PCJEWELLER,PCJEWELLER,12.73,12.72,0.01,0.08,304134029,12.75,13.09,12.54
,IDEA,IDEA,IDEA,13.84,13.92,-0.08,-0.57,298632816,14.02,14.14,13.82
,AHCL,AHCL,AHCL,27.48,22.9,4.58,20.0,130243729,23.16,27.48,23.15
,GLASSWALL,GLASSWALL,GLASSWALL,300.7,269.51,31.19,11.57,77218755,274.38,305.39,261.66
,SAMBHV,SAMBHV,SAMBHV,154.93,147.57,7.36,4.99,59833915,151.1,161.63,148.4
,YESBANK,YESBANK,YESBANK,23.17,22.72,0.45,1.98,52755958,22.95,23.28,22.93
,CUPID,CUPID,CUPID,251.0,265.0,-14.0,-5.28,51831010,266.3,271.3,246.45
,IFCI,IFCI,IFCI,74.08,76.51,-2.43,-3.18,48066936,75.35,75.5,73.71
,LENSKART,LENSKART,LENSKART,685.3,707.2,-21.9,-3.1,44904580,687.9,698.3,682.1
,MOTISONS,MOTISONS,MOTISONS,18.0,18.3,-0.3,-1.64,44194528,18.25,18.6,17.7
,FEDDERSHOL,FEDDERSHOL,FEDDERSHOL,60.1,52.9,7.2,13.61,35766255,54.0,63.48,54.0
,HDFCBANK,HDFCBANK,HDFCBANK,739.5,731.0,8.5,1.16,35482683,731.0,742.65,729.05
,TATAGOLD,TATAGOLD,TATAGOLD,14.77,14.85,-0.08,-0.54,34757654,14.85,14.86,14.75
,PAISALO,PAISALO,PAISALO,92.45,89.51,2.94,3.28,34251160,89.99,94.88,89.82
,TATSILV,TATSILV,TATSILV,22.55,22.74,-0.19,-0.84,33649809,22.74,22.74,22.47
,OLAELEC,OLAELEC,OLAELEC,37.01,36.39,0.62,1.7,32915914,36.4,37.25,36.4
,SKYWAYS,SKYWAYS,SKYWAYS,126.67,124.43,2.24,1.8,29247327,126.0,137.38,123.4
,GMRAIRPORT,GMRAIRPORT,GMRAIRPORT,98.7,99.3,-0.6,-0.6,27536721,101.2,101.28,98.15
,GTLINFRA,GTLINFRA,GTLINFRA,1.13,1.15,-0.02,-1.74,26356401,1.15,1.16,1.13
