Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,Z01,Eternal,Stock,Very Bullish,335.90,32.45,"16 Jun, 2026",253.60,Sep 21 | 15:59
NIFTY 50,MPS,Adani Ports,Stock,Very Bullish,"1,787.10",5.48,"07 Sep, 2026","1,694.30",Sep 21 | 15:57
NIFTY 50,MHI,Max Healthcare,Stock,Very Bullish,"1,066.60",2.70,"10 Sep, 2026","1,038.60",Sep 21 | 15:56
NIFTY 50,DRL,Dr Reddys Labs,Stock,Bullish,"1,198.30",1.12,"18 Sep, 2026","1,185.00",Sep 21 | 15:58
NIFTY 50,HDF01,HDFC Bank,Stock,Bullish,739.50,0.00,"21 Sep, 2026",739.50,Sep 21 | 15:59
NIFTY 50,HSL01,HDFC Life,Stock,Bullish,559.40,0.00,"21 Sep, 2026",559.40,Sep 21 | 15:58
NIFTY 50,AHE,Apollo Hospital,Stock,Very Bullish,"8,912.00",-0.36,"18 Sep, 2026","8,944.50",Sep 21 | 15:55
NIFTY BANK,IDF01,IDFC First Bank,Stock,Bullish,85.80,23.52,"25 May, 2026",69.46,Sep 21 | 15:59
NIFTY BANK,PNB05,PNB,Stock,Very Bullish,118.00,1.03,"16 Sep, 2026",116.80,Sep 21 | 15:59
NIFTY BANK,YB,Yes Bank,Stock,Very Bullish,23.17,-1.32,"11 Sep, 2026",23.48,Sep 21 | 15:59
NIFTY MIDCAP100,LL06,Laurus Labs,Stock,Very Bullish,"2,017.50",94.21,"01 Apr, 2026","1,038.80",Sep 21 | 15:57
NIFTY MIDCAP100,OC10,One 97 Comm,Stock,Very Bullish,"1,810.00",60.92,"25 Jun, 2026","1,124.80",Sep 21 | 15:59
NIFTY MIDCAP100,LSL,Lenskart Solu,Stock,Very Bullish,683.85,32.27,"22 Jun, 2026",517.00,Sep 21 | 15:58
NIFTY MIDCAP100,AP,Aurobindo Pharm,Stock,Very Bullish,"1,713.40",14.39,"19 Jun, 2026","1,497.80",Sep 21 | 15:55
NIFTY MIDCAP100,BT09,APL Apollo,Stock,Very Bullish,"2,181.10",12.34,"03 Aug, 2026","1,941.50",Sep 21 | 15:59
NIFTY MIDCAP100,RSI,Patanjali Foods,Stock,Bullish,396.20,11.78,"17 Sep, 2026",354.45,Sep 21 | 15:59
NIFTY MIDCAP100,GP08,Glenmark,Stock,Very Bullish,"2,450.00",8.46,"05 Aug, 2026","2,259.00",Sep 21 | 15:52
NIFTY MIDCAP100,LIC,LIC Housing Fin,Stock,Very Bullish,568.00,6.07,"27 Aug, 2026",535.50,Sep 21 | 15:59
NIFTY MIDCAP100,BHE,BHEL,Stock,Very Bullish,433.40,0.98,"17 Sep, 2026",429.20,Sep 21 | 15:59
NIFTY MIDCAP100,LEI,LG Electronics ,Stock,Bullish,"1,656.30",0.21,"17 Sep, 2026","1,652.90",Sep 21 | 15:59
NIFTY MIDCAP100,IPA02,ICICIAMC,Stock,Very Bullish,"3,207.80",0.03,"18 Sep, 2026","3,206.70",Sep 21 | 15:57
NIFTY MIDCAP100,MP21,Mankind Pharma,Stock,Bullish,"2,437.80",0.00,"21 Sep, 2026","2,437.80",Sep 21 | 15:59
NIFTY MIDCAP100,HHM,Hero Motocorp,Stock,Bullish,"5,419.00",0.00,"21 Sep, 2026","5,419.00",Sep 21 | 15:58
NIFTY MIDCAP100,FEV,FSN E-Com (Nyka,Stock,Bullish,336.00,0.00,"21 Sep, 2026",336.00,Sep 21 | 15:59
NIFTY MIDCAP100,PM02,Phoenix Mills,Stock,Bullish,"1,929.00",0.00,"21 Sep, 2026","1,929.00",Sep 21 | 15:57
NIFTY MIDCAP100,PF15,PB Fintech,Stock,Bullish,"1,793.00",0.00,"21 Sep, 2026","1,793.00",Sep 21 | 15:58
NIFTY MIDCAP100,RK01,Radico Khaitan,Stock,Bullish,"4,480.00",-1.22,"18 Sep, 2026","4,535.40",Sep 21 | 15:59
NIFTY MIDCAP100,ABC07,AB Capital,Stock,Bullish,403.40,-1.62,"18 Sep, 2026",410.05,Sep 21 | 15:59
NIFTY MIDCAP100,JF04,Jubilant Food,Stock,Bullish,487.05,-2.59,"18 Sep, 2026",500.00,Sep 21 | 15:53
NIFTY MIDCAP100,ADG01,Adani Total Gas,Stock,Bullish,638.40,-3.38,"18 Sep, 2026",660.70,Sep 21 | 15:59
NIFTY MIDCAP100,TIC,Tata Inv Corp,Stock,Bullish,680.50,-5.27,"15 Sep, 2026",718.35,Sep 21 | 15:59
NIFTY NEXT 50,DL03,Divis Labs,Stock,Very Bullish,"9,410.50",39.27,"03 Jul, 2026","6,757.00",Sep 21 | 15:58
NIFTY NEXT 50,IHC,Indian Hotels,Stock,Very Bullish,745.00,2.53,"17 Sep, 2026",726.65,Sep 21 | 15:59
NIFTY NEXT 50,CG,CG Power ,Stock,Very Bullish,910.00,2.02,"18 Sep, 2026",892.00,Sep 21 | 15:58
NIFTY NEXT 50,BA,Bajaj Holdings,Stock,Very Bullish,"11,409.00",1.13,"18 Sep, 2026","11,282.00",Sep 21 | 15:58
NIFTY NEXT 50,CHC,Zydus Life,Stock,Very Bullish,"1,161.00",0.09,"18 Sep, 2026","1,160.00",Sep 21 | 15:58
NIFTY NEXT 50,TP06,Torrent Pharma,Stock,Bullish,"4,970.00",0.00,"21 Sep, 2026","4,970.00",Sep 21 | 15:58
NIFTY 500,WGS,Welspun Corp,Stock,Very Bullish,"2,762.70",230.64,"25 Mar, 2026",835.55,Sep 21 | 15:59
NIFTY 500,AEL10,Ather Energy,Stock,Bullish,"1,593.00",126.92,"11 Mar, 2026",702.00,Sep 21 | 15:59
NIFTY 500,SST07,Syrma SGS,Stock,Very Bullish,"1,713.30",116.63,"24 Mar, 2026",790.90,Sep 21 | 15:59
NIFTY 500,GP14,Gland,Stock,Very Bullish,"2,940.20",65.60,"27 Apr, 2026","1,775.50",Sep 21 | 15:57
NIFTY 500,SLS02,Sai Life Sci,Stock,Very Bullish,"1,608.00",59.84,"22 Apr, 2026","1,006.00",Sep 21 | 15:53
NIFTY 500,JCA,Jyoti CNC Auto,Stock,Very Bullish,"1,113.85",57.57,"17 Jun, 2026",706.90,Sep 21 | 15:59
NIFTY 500,CA07,Craftsman,Stock,Bullish,"11,006.00",49.71,"08 Apr, 2026","7,351.50",Sep 21 | 15:50
NIFTY 500,RI37,Redington,Stock,Very Bullish,392.05,40.95,"27 Jul, 2026",278.15,Sep 21 | 15:59
NIFTY 500,FC01,Finolex Cables,Stock,Very Bullish,"1,399.70",36.60,"07 Aug, 2026","1,024.65",Sep 21 | 15:59
NIFTY 500,PVR,PVR INOX,Stock,Very Bullish,"1,349.30",34.76,"03 Jul, 2026","1,001.25",Sep 21 | 15:59
NIFTY 500,AI40,Apar Ind,Stock,Very Bullish,"18,945.00",32.04,"31 Jul, 2026","14,348.00",Sep 21 | 15:59
NIFTY 500,WI03,Welspun India,Stock,Very Bullish,215.87,31.56,"07 Aug, 2026",164.09,Sep 21 | 15:59
NIFTY 500,SFI05,Sapphire Foods,Stock,Bullish,238.37,27.41,"27 Jul, 2026",187.09,Sep 21 | 15:57
NIFTY 500,TI30,Tega Industries,Stock,Bullish,"2,129.00",26.85,"09 Sep, 2026","1,678.30",Sep 21 | 15:59
NIFTY 500,GI13,Graphite India,Stock,Very Bullish,812.80,24.07,"16 Jul, 2026",655.10,Sep 21 | 15:59
NIFTY 500,ARW,Anand Rathi,Stock,Very Bullish,"2,211.20",23.73,"17 Jun, 2026","1,787.10",Sep 21 | 15:58
NIFTY 500,DI23,Devyani,Stock,Bullish,143.22,23.40,"27 Jul, 2026",116.06,Sep 21 | 15:58
NIFTY 500,GH03,Global Health,Stock,Very Bullish,"1,508.10",22.43,"04 Jun, 2026","1,231.80",Sep 21 | 15:53
NIFTY 500,DLP01,Dr Lal PathLab,Stock,Bullish,"1,920.40",20.51,"11 Jun, 2026","1,593.50",Sep 21 | 15:54
NIFTY 500,ASH02,ACME Solar,Stock,Very Bullish,458.10,20.03,"04 Aug, 2026",381.65,Sep 21 | 15:59
NIFTY 500,SP,Supreme Petro,Stock,Very Bullish,865.60,18.73,"31 Aug, 2026",729.05,Sep 21 | 15:59
NIFTY 500,CB09,Concord Biotech,Stock,Very Bullish,"1,579.40",18.72,"29 Jul, 2026","1,330.40",Sep 21 | 15:58
NIFTY 500,EI14,Engineers India,Stock,Very Bullish,285.25,18.72,"05 Aug, 2026",240.27,Sep 21 | 15:59
NIFTY 500,UCL02,Urban Company,Stock,Very Bullish,173.40,18.61,"03 Aug, 2026",146.19,Sep 21 | 15:58
NIFTY 500,PLL01,Pine Labs,Stock,Very Bullish,193.70,16.43,"04 Sep, 2026",166.37,Sep 21 | 15:59
NIFTY 500,ML15,Meesho,Stock,Very Bullish,219.15,14.40,"03 Aug, 2026",191.57,Sep 21 | 15:59
NIFTY 500,IL06,Indegene,Stock,Very Bullish,595.95,13.82,"29 Jul, 2026",523.60,Sep 21 | 15:59
NIFTY 500,IL,Ipca Labs,Stock,Very Bullish,"2,008.20",13.68,"12 Aug, 2026","1,766.60",Sep 21 | 15:59
NIFTY 500,TTL03,TBO Tek,Stock,Very Bullish,"1,704.90",12.22,"27 Jul, 2026","1,519.20",Sep 21 | 15:56
NIFTY 500,DSL01,Capri Global,Stock,Very Bullish,268.85,12.18,"25 Aug, 2026",239.67,Sep 21 | 15:59
