MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
Z01,Z,Eternal,326.85,336.5,326.85,335.9,326.85,9.05,2.77,20274532
HCL02,HCL02,HCL Tech,1242.3,1284.9,1237.3,1281.0,1249.3,31.70,2.54,2751906
ITC,ITC,ITC,263.55,267.95,263.55,267.0,262.3,4.70,1.79,8662786
SPI,SPI,Sun Pharma,1832.2,1891.5,1832.2,1868.9,1837.3,31.60,1.72,2534364
RI,RI,Reliance,1234.1,1249.1,1232.5,1247.4,1226.4,21.00,1.71,10007218
MHI,MHI,Max Healthcare,1053.8,1072.6,1050.6,1066.6,1049.3,17.30,1.65,965254
TI01,TI01,Titan Company,4816.5,4880.0,4780.0,4875.0,4798.5,76.50,1.59,665067
HSL01,HSL01,HDFC Life,551.65,565.9,551.65,559.4,550.95,8.45,1.53,2831490
SLI03,SLI03,SBI Life Insura,1744.0,1774.4,1734.3,1756.0,1731.0,25.00,1.44,707336
TM4,TM4,Tech Mahindra,1529.0,1560.6,1525.1,1558.5,1537.1,21.40,1.39,970714
BE03,BE03,Bharat Elec,394.35,399.15,393.1,398.5,393.3,5.20,1.32,9754868
ONG,ONG,ONGC,232.8,236.0,232.32,235.63,232.8,2.83,1.22,6114044
CI29,CI11,Coal India,411.7,415.4,410.45,414.7,409.9,4.80,1.17,3442984
HDF01,HDF01,HDFC Bank,731.0,742.65,729.05,739.5,731.0,8.50,1.16,35482683
TCS,TCS,TCS,2090.0,2145.0,2075.3,2128.7,2105.0,23.70,1.13,2330811
DRL,DRL,Dr Reddys Labs,1185.0,1211.9,1185.0,1198.3,1185.0,13.30,1.12,1718834
NI,NI,Nestle,1360.0,1390.0,1360.0,1385.0,1372.4,12.60,0.92,573071
NTP,NTP,NTPC,325.0,328.75,324.85,326.4,323.65,2.75,0.85,5098202
UTC,UTC01,UltraTechCement,11014.0,11146.0,10983.0,11100.0,11014.0,86.00,0.78,152231
HL,HU,HUL,1940.0,1966.6,1939.0,1947.0,1932.0,15.00,0.78,864547
KMF,KMB,Kotak Mahindra,415.2,420.6,414.55,414.8,412.5,2.30,0.56,8470861
LT,LT,Larsen,3885.0,3908.7,3883.0,3904.8,3885.0,19.80,0.51,947371
TT,TT,TATA Cons. Prod,998.9,1015.5,997.2,1000.6,996.0,4.60,0.46,688026
ICI02,ICI02,ICICI Bank,1347.8,1352.0,1340.4,1345.0,1338.9,6.10,0.46,5705598
IA05,IA04,Interglobe Avi,4925.0,5030.5,4925.0,4941.0,4920.0,21.00,0.43,447018
MU01,MS24,Maruti Suzuki,12129.0,12229.0,12129.0,12153.0,12103.0,50.00,0.41,339171
BA06,BA10,Bajaj Auto,11470.0,11533.0,11450.0,11460.0,11414.0,46.00,0.40,93033
STF,STF,Shriram Finance,1019.0,1019.0,1005.3,1011.8,1010.0,1.80,0.18,2189525
MM,MM,M&M,3065.0,3088.0,3055.3,3055.3,3052.0,3.30,0.11,1056850
JFS,JFS,Jio Financial,230.8,231.75,229.55,229.97,229.89,0.08,0.03,5862734
