MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
PGC,PGC,Power Grid Corp,285.9,286.8,278.9,280.7,286.15,-5.45,-1.90,9907688
H,HI,Hindalco,972.0,976.0,953.0,955.8,974.3,-18.50,-1.90,5279138
LT,LT,Larsen,3868.0,3868.0,3778.6,3783.9,3848.7,-64.80,-1.68,3602201
JVS,JSW01,JSW Steel,1249.6,1252.6,1224.9,1226.9,1247.7,-20.80,-1.67,836306
TIS,TIS,Tata Steel,188.74,189.33,184.81,185.26,188.27,-3.01,-1.60,24924570
IT,IT,Infosys,1079.0,1088.1,1073.0,1076.3,1092.9,-16.60,-1.52,8501933
W,W,Wipro,175.12,176.6,174.49,174.65,177.14,-2.49,-1.41,10398720
DRL,DRL,Dr Reddys Labs,1249.1,1249.1,1226.4,1229.5,1246.2,-16.70,-1.34,1685660
AE01,AE13,Adani Enterpris,3195.0,3199.9,3142.3,3150.6,3188.9,-38.30,-1.20,1035101
TT,TT,TATA Cons. Prod,1095.5,1101.9,1081.1,1085.5,1097.6,-12.10,-1.10,1154409
NTP,NTP,NTPC,347.5,348.45,343.05,344.35,348.15,-3.80,-1.09,11352533
BF04,BF04,Bajaj Finserv,1875.0,1892.6,1843.4,1849.6,1869.2,-19.60,-1.05,595343
BTV,BA08,Bharti Airtel,1953.7,1953.7,1916.6,1918.3,1936.5,-18.20,-0.94,5763065
GI01,GI01,Grasim,3120.0,3150.0,3080.0,3086.1,3113.3,-27.20,-0.87,726262
HL,HU,HUL,2121.0,2128.5,2091.0,2102.6,2120.2,-17.60,-0.83,2029614
CI29,CI11,Coal India,430.55,432.95,426.6,427.55,430.6,-3.05,-0.71,5624520
ONG,ONG,ONGC,249.42,249.45,246.3,247.18,248.9,-1.72,-0.69,13302251
TCS,TCS,TCS,2174.1,2202.9,2145.4,2189.2,2200.6,-11.40,-0.52,5426489
UTI10,AB16,Axis Bank,1328.0,1348.0,1303.3,1312.3,1317.6,-5.30,-0.40,9442403
MM,MM,M&M,3088.8,3119.9,3079.4,3082.9,3093.3,-10.40,-0.34,2377390
NI,NI,Nestle,1431.8,1442.0,1419.6,1424.4,1427.1,-2.70,-0.19,1328750
TEL,TM03,TMPV,335.0,335.1,330.8,333.0,333.35,-0.35,-0.10,7144390
KMF,KMB,Kotak Mahindra,379.35,382.8,376.25,378.4,378.65,-0.25,-0.07,8082156
L,T04,Trent,2875.0,2897.4,2857.4,2867.7,2869.1,-1.40,-0.05,1034561
C,C,Cipla,1447.0,1453.0,1433.0,1438.0,1438.1,-0.10,-0.01,924453
