Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,AE01,Adani Enterpris,Stock,Very Bullish,"3,150.60",50.98,"10 Apr, 2026","2,086.80",Jul 15 | 15:59
NIFTY 50,MPS,Adani Ports,Stock,Bullish,"1,829.10",25.86,"08 Apr, 2026","1,453.30",Jul 15 | 15:59
NIFTY 50,AHE,Apollo Hospital,Stock,Very Bullish,"8,934.00",19.41,"09 Apr, 2026","7,481.50",Jul 15 | 15:50
NIFTY 50,Z01,Eternal,Stock,Very Bullish,294.80,16.25,"16 Jun, 2026",253.60,Jul 15 | 15:59
NIFTY 50,ICI02,ICICI Bank,Stock,Very Bullish,"1,416.20",9.50,"10 Jun, 2026","1,293.30",Jul 15 | 15:58
NIFTY 50,BAF,Bajaj Finance,Stock,Very Bullish,"1,021.30",8.38,"15 Jun, 2026",942.30,Jul 15 | 15:59
NIFTY 50,SPI,Sun Pharma,Stock,Very Bullish,"1,951.50",7.20,"17 Jun, 2026","1,820.40",Jul 15 | 15:55
NIFTY 50,TI01,Titan Company,Stock,Very Bullish,"4,579.40",6.91,"15 Jun, 2026","4,283.50",Jul 15 | 15:59
NIFTY 50,HDF01,HDFC Bank,Stock,Very Bullish,815.45,4.90,"15 Jun, 2026",777.35,Jul 15 | 15:59
NIFTY 50,SLI03,SBI Life Insura,Stock,Bullish,"1,866.40",4.60,"02 Jul, 2026","1,784.40",Jul 15 | 15:57
NIFTY 50,BF04,Bajaj Finserv,Stock,Bullish,"1,849.60",3.78,"22 Jun, 2026","1,782.20",Jul 15 | 15:59
NIFTY 50,STF,Shriram Finance,Stock,Bullish,"1,033.80",3.31,"15 Jun, 2026","1,000.65",Jul 15 | 15:59
NIFTY 50,BA06,Bajaj Auto,Stock,Very Bullish,"10,323.00",2.85,"06 Jul, 2026","10,036.50",Jul 15 | 15:59
NIFTY 50,UTC,UltraTechCement,Stock,Very Bullish,"11,812.00",2.50,"09 Jul, 2026","11,524.00",Jul 15 | 15:58
NIFTY 50,BTV,Bharti Airtel,Stock,Very Bullish,"1,918.30",2.31,"02 Jul, 2026","1,875.00",Jul 15 | 15:58
NIFTY 50,C,Cipla,Stock,Very Bullish,"1,438.00",1.58,"22 Jun, 2026","1,415.70",Jul 15 | 15:58
NIFTY 50,EM,Eicher Motors,Stock,Bullish,"7,404.50",0.00,"15 Jul, 2026","7,404.50",Jul 15 | 15:57
NIFTY 50,TM4,Tech Mahindra,Stock,Very Bullish,"1,498.70",-0.39,"13 Jul, 2026","1,504.50",Jul 15 | 15:59
NIFTY 50,HCL02,HCL Tech,Stock,Bullish,"1,168.00",-4.36,"13 Jul, 2026","1,221.20",Jul 15 | 15:58
NIFTY BANK,IIB,IndusInd Bank,Stock,Very Bullish,"1,009.70",20.19,"15 Apr, 2026",840.10,Jul 15 | 15:58
NIFTY BANK,IDF01,IDFC First Bank,Stock,Bullish,79.47,14.41,"25 May, 2026",69.46,Jul 15 | 15:56
NIFTY BANK,FB,Federal Bank,Stock,Bullish,327.55,12.99,"20 May, 2026",289.90,Jul 15 | 15:59
NIFTY BANK,UBI01,Union Bank,Stock,Very Bullish,172.38,1.17,"13 Jul, 2026",170.39,Jul 15 | 15:59
NIFTY MIDCAP100,S11,Oracle Fin Serv,Stock,Very Bullish,"11,625.00",65.67,"06 Apr, 2026","7,017.00",Jul 15 | 15:59
NIFTY MIDCAP100,LL06,Laurus Labs,Stock,Very Bullish,"1,554.30",49.62,"01 Apr, 2026","1,038.80",Jul 15 | 15:57
NIFTY MIDCAP100,RK01,Radico Khaitan,Stock,Very Bullish,"4,090.00",46.45,"10 Apr, 2026","2,792.70",Jul 15 | 15:59
NIFTY MIDCAP100,KJI01,Kalyan Jeweller,Stock,Bullish,548.10,23.72,"09 Jul, 2026",443.00,Jul 15 | 15:59
NIFTY MIDCAP100,OC10,One 97 Comm,Stock,Very Bullish,"1,368.00",21.62,"25 Jun, 2026","1,124.80",Jul 15 | 15:59
NIFTY MIDCAP100,PEP02,Prestige Estate,Stock,Very Bullish,"1,686.00",21.53,"12 Jun, 2026","1,387.30",Jul 15 | 15:47
NIFTY MIDCAP100,PM02,Phoenix Mills,Stock,Very Bullish,"2,132.40",21.32,"12 Jun, 2026","1,757.60",Jul 15 | 15:57
NIFTY MIDCAP100,DT07,Dixon Technolog,Stock,Very Bullish,"13,651.00",21.26,"21 May, 2026","11,258.00",Jul 15 | 15:59
NIFTY MIDCAP100,FEV,FSN E-Com (Nyka,Stock,Very Bullish,329.10,20.33,"12 Jun, 2026",273.50,Jul 15 | 15:53
NIFTY MIDCAP100,GP11,Godrej Prop,Stock,Very Bullish,"2,104.40",19.15,"15 Jun, 2026","1,766.20",Jul 15 | 15:53
NIFTY MIDCAP100,IEI01,Info Edge,Stock,Very Bullish,"1,185.95",15.57,"02 Jul, 2026","1,026.15",Jul 15 | 15:59
NIFTY MIDCAP100,EI,Exide Ind,Stock,Very Bullish,419.20,14.46,"26 May, 2026",366.25,Jul 15 | 15:59
NIFTY MIDCAP100,GI27,GMR Airports,Stock,Very Bullish,111.82,14.29,"27 May, 2026",97.84,Jul 15 | 15:59
NIFTY MIDCAP100,OR,Oberoi Realty,Stock,Very Bullish,"1,887.70",13.08,"15 Jun, 2026","1,669.40",Jul 15 | 15:55
NIFTY MIDCAP100,ABC07,AB Capital,Stock,Very Bullish,404.30,12.90,"12 Jun, 2026",358.10,Jul 15 | 15:58
NIFTY MIDCAP100,MI25,Marico,Stock,Very Bullish,844.45,11.51,"17 Apr, 2026",757.30,Jul 15 | 15:50
NIFTY MIDCAP100,LC03,Lupin,Stock,Very Bullish,"2,493.00",9.66,"11 Jun, 2026","2,273.30",Jul 15 | 15:55
NIFTY MIDCAP100,MOF01,Motilal Oswal,Stock,Very Bullish,967.45,8.89,"12 Jun, 2026",888.45,Jul 15 | 15:59
NIFTY MIDCAP100,MP21,Mankind Pharma,Stock,Very Bullish,"2,543.10",6.84,"15 Jun, 2026","2,380.30",Jul 15 | 15:59
NIFTY MIDCAP100,LFH,L&T Finance,Stock,Bullish,312.40,6.53,"15 Jun, 2026",293.25,Jul 15 | 15:59
NIFTY MIDCAP100,BGV,Billionbrains G,Stock,Bullish,216.33,5.80,"10 Jul, 2026",204.47,Jul 15 | 16:00
NIFTY MIDCAP100,LSL,Lenskart Solu,Stock,Very Bullish,544.35,5.29,"22 Jun, 2026",517.00,Jul 15 | 15:56
NIFTY MIDCAP100,NII02,COFORGE,Stock,Very Bullish,"1,533.20",4.73,"03 Jul, 2026","1,464.00",Jul 15 | 15:59
NIFTY MIDCAP100,GP08,Glenmark,Stock,Very Bullish,"2,297.40",4.62,"02 Jul, 2026","2,196.00",Jul 15 | 15:57
NIFTY MIDCAP100,MMF04,M&M Financial,Stock,Bullish,324.95,4.54,"24 Jun, 2026",310.85,Jul 15 | 15:59
NIFTY MIDCAP100,AL16,Alkem Lab,Stock,Very Bullish,"5,659.00",4.25,"24 Jun, 2026","5,428.50",Jul 15 | 15:51
NIFTY MIDCAP100,CF06,Coromandel Int,Stock,Very Bullish,"2,056.10",3.51,"15 Jun, 2026","1,986.30",Jul 15 | 15:55
NIFTY MIDCAP100,AP,Aurobindo Pharm,Stock,Bullish,"1,550.20",3.50,"19 Jun, 2026","1,497.80",Jul 15 | 15:53
NIFTY MIDCAP100,BS,Blue Star,Stock,Very Bullish,"1,753.90",2.20,"13 Jul, 2026","1,716.10",Jul 15 | 15:55
NIFTY MIDCAP100,BHE,BHEL,Stock,Very Bullish,417.95,2.16,"13 Jul, 2026",409.10,Jul 15 | 15:59
NIFTY MIDCAP100,V,Voltas,Stock,Very Bullish,"1,377.40",2.07,"13 Jul, 2026","1,349.50",Jul 15 | 15:59
NIFTY MIDCAP100,SL23,Swiggy,Stock,Very Bullish,270.09,1.43,"07 Jul, 2026",266.27,Jul 15 | 15:58
NIFTY MIDCAP100,SRF,SRF,Stock,Very Bullish,"2,775.60",1.34,"30 Jun, 2026","2,739.00",Jul 15 | 15:59
NIFTY MIDCAP100,FH,Fortis Health,Stock,Very Bullish,976.15,0.84,"10 Jul, 2026",968.00,Jul 15 | 15:56
NIFTY MIDCAP100,BFL,MphasiS,Stock,Very Bullish,"2,339.20",0.75,"10 Jul, 2026","2,321.90",Jul 15 | 15:58
NIFTY MIDCAP100,PS15,Persistent,Stock,Bullish,"5,075.80",0.43,"10 Jul, 2026","5,053.90",Jul 15 | 15:59
NIFTY MIDCAP100,SCP03,SBI Card,Stock,Bullish,640.35,0.23,"14 Jul, 2026",638.85,Jul 15 | 15:59
NIFTY MIDCAP100,PEL07,Premier Energie,Stock,Very Bullish,"1,090.70",0.14,"09 Jul, 2026","1,089.20",Jul 15 | 15:55
NIFTY MIDCAP100,ILG,ICICI Lombard ,Stock,Bullish,"1,814.60",0.00,"15 Jul, 2026","1,814.60",Jul 15 | 15:53
NIFTY MIDCAP100,BOI,Bank of India,Stock,Bullish,145.21,0.00,"15 Jul, 2026",145.21,Jul 15 | 15:57
NIFTY MIDCAP100,OI13,Oil India,Stock,Bullish,437.20,0.00,"15 Jul, 2026",437.20,Jul 15 | 15:59
NIFTY MIDCAP100,MCE,MCX India,Stock,Bullish,"2,892.60",0.00,"15 Jul, 2026","2,892.60",Jul 15 | 15:59
