MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
JVS,JSW01,JSW Steel,1298.0,1327.0,1295.3,1327.0,1293.7,33.30,2.57,3648206
H,HI,Hindalco,1047.95,1058.5,1043.3,1058.5,1034.0,24.50,2.37,4052159
TIS,TIS,Tata Steel,184.15,186.3,183.06,186.3,183.0,3.30,1.80,37800944
HCL02,HCL02,HCL Tech,1302.5,1325.8,1301.0,1322.0,1302.5,19.50,1.50,1091648
DRL,DRL,Dr Reddys Labs,1179.4,1195.9,1168.6,1190.0,1174.7,15.30,1.30,2248634
TT,TT,TATA Cons. Prod,1049.0,1062.5,1041.8,1062.5,1049.0,13.50,1.29,1085041
BA06,BA10,Bajaj Auto,11735.0,11838.0,11711.0,11800.0,11700.0,100.00,0.85,221901
IT,IT,Infosys,1126.5,1144.5,1122.0,1130.0,1121.0,9.00,0.80,8565354
HL,HU,HUL,2019.9,2030.0,2006.2,2030.0,2015.0,15.00,0.74,891171
EM,EM,Eicher Motors,8010.0,8075.0,7970.0,8047.0,8010.0,37.00,0.46,207499
CI29,CI11,Coal India,406.0,410.95,404.6,406.9,405.2,1.70,0.42,8002459
MU01,MS24,Maruti Suzuki,13623.0,13694.0,13505.0,13620.0,13565.0,55.00,0.41,230499
SPI,SPI,Sun Pharma,1902.4,1923.0,1892.6,1910.0,1902.4,7.60,0.40,2317987
C,C,Cipla,1428.0,1442.3,1410.3,1437.9,1432.2,5.70,0.40,1220646
W,W,Wipro,181.0,183.92,180.56,181.31,180.79,0.52,0.29,9441129
HDF01,HDF01,HDFC Bank,732.5,734.4,724.1,729.0,726.95,2.05,0.28,11408345
ITC,ITC,ITC,270.6,270.6,267.0,269.7,269.4,0.30,0.11,8518400
AHE,AHE,Apollo Hospital,8680.0,8702.0,8591.5,8702.0,8693.0,9.00,0.10,291970
IA05,IA04,Interglobe Avi,5100.0,5170.0,5088.0,5115.0,5110.0,5.00,0.10,593388
ONG,ONG,ONGC,237.0,237.94,235.63,236.55,236.4,0.15,0.06,7122883
MM,MM,M&M,3419.9,3444.7,3400.0,3414.1,3412.2,1.90,0.06,1168624
AE01,AE13,Adani Enterpris,3010.0,3019.8,2971.5,2998.6,2997.0,1.60,0.05,832518
API,AP31,Asian Paints,2640.4,2642.7,2622.0,2640.8,2640.0,0.80,0.03,355289
