Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,NTP,NTPC,Stock,Very Bearish,339.50,-12.25,"29 May, 2026",386.90,Aug 24 | 15:58
NIFTY 50,CI29,Coal India,Stock,Very Bearish,406.90,-9.78,"10 Jun, 2026",451.00,Aug 24 | 15:58
NIFTY 50,MHI,Max Healthcare,Stock,Very Bearish,990.50,-7.43,"07 Aug, 2026","1,070.00",Aug 24 | 15:55
NIFTY 50,HDF01,HDFC Bank,Stock,Very Bearish,729.00,-6.25,"20 Jul, 2026",777.60,Aug 24 | 15:59
NIFTY 50,TEL,TMPV,Stock,Very Bearish,314.40,-6.01,"14 Aug, 2026",334.50,Aug 24 | 15:59
NIFTY 50,MPS,Adani Ports,Stock,Very Bearish,"1,672.10",-5.98,"23 Jul, 2026","1,778.50",Aug 24 | 15:59
NIFTY 50,HL,HUL,Stock,Very Bearish,"2,030.00",-4.95,"08 Jul, 2026","2,135.80",Aug 24 | 15:59
NIFTY 50,ITC,ITC,Stock,Very Bearish,269.70,-4.58,"10 Aug, 2026",282.65,Aug 24 | 15:59
NIFTY 50,PGC,Power Grid Corp,Stock,Very Bearish,271.40,-4.23,"04 Aug, 2026",283.40,Aug 24 | 15:58
NIFTY 50,SLI03,SBI Life Insura,Stock,Very Bearish,"1,761.80",-4.12,"11 Aug, 2026","1,837.60",Aug 24 | 15:59
NIFTY 50,API,Asian Paints,Stock,Bearish,"2,640.80",-1.74,"17 Aug, 2026","2,687.50",Aug 24 | 15:55
NIFTY 50,UTC,UltraTechCement,Stock,Very Bearish,"11,504.00",-1.73,"13 Aug, 2026","11,706.00",Aug 24 | 15:58
NIFTY 50,TT,TATA Cons. Prod,Stock,Very Bearish,"1,062.50",-1.44,"11 Aug, 2026","1,078.00",Aug 24 | 15:54
NIFTY 50,L,Trent,Stock,Bearish,"2,905.00",-1.39,"17 Aug, 2026","2,946.00",Aug 24 | 15:59
NIFTY 50,TCS,TCS,Stock,Bearish,"2,284.10",-1.26,"17 Aug, 2026","2,313.20",Aug 24 | 15:59
