MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
NTP,NTP,NTPC,357.4,358.0,346.95,348.1,353.9,-5.80,-1.64,17190759
BA06,BA10,Bajaj Auto,10164.0,10178.0,9930.0,9943.0,10063.0,-120.00,-1.19,400018
ONG,ONG,ONGC,248.05,248.3,242.8,243.65,246.2,-2.55,-1.04,25211118
ICI02,ICI02,ICICI Bank,1354.6,1362.7,1325.3,1327.6,1340.8,-13.20,-0.98,16172921
H,HI,Hindalco,1039.2,1039.7,1011.1,1013.9,1021.6,-7.70,-0.75,8474101
HL,HU,HUL,2200.0,2211.0,2150.0,2156.1,2168.8,-12.70,-0.59,1439449
C,C,Cipla,1396.7,1397.9,1374.5,1381.3,1389.4,-8.10,-0.58,1687655
MPS,MPS,Adani Ports,1839.0,1840.3,1798.9,1804.8,1812.9,-8.10,-0.45,1421741
AHE,AHE,Apollo Hospital,8526.0,8534.0,8391.0,8468.5,8498.0,-29.50,-0.35,358223
API,AP31,Asian Paints,2820.3,2832.7,2730.0,2739.3,2747.4,-8.10,-0.29,2752021
TIS,TIS,Tata Steel,199.96,200.95,196.82,197.28,197.86,-0.58,-0.29,27071539
TM4,TM4,Tech Mahindra,1441.2,1454.7,1423.6,1425.6,1429.2,-3.60,-0.25,1926338
SPI,SPI,Sun Pharma,1818.0,1818.0,1797.8,1806.0,1807.7,-1.70,-0.09,2188933
JVS,JSW01,JSW Steel,1312.6,1320.2,1294.2,1296.5,1297.6,-1.10,-0.08,1168850
NI,NI,Nestle,1410.0,1411.9,1371.5,1374.7,1375.7,-1.00,-0.07,1885900
TT,TT,TATA Cons. Prod,1109.7,1117.0,1097.5,1100.4,1100.7,-0.30,-0.03,1264668
