MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.92,14.9,0.02,0.13,568047552,15.34,15.34,14.91
,IFCI,IFCI,IFCI,89.0,84.57,4.43,5.24,309826530,87.67,91.3,84.7
,OLAELEC,OLAELEC,OLAELEC,44.23,45.74,-1.51,-3.3,174161625,46.04,46.74,43.51
,YESBANK,YESBANK,YESBANK,23.67,23.02,0.65,2.82,161580507,23.3,24.0,23.25
,GTLINFRA,GTLINFRA,GTLINFRA,1.58,1.5,0.08,5.33,127389745,1.54,1.62,1.53
,PVTBANIETF,PVTBANIETF,PVTBANIETF,28.07,27.85,0.22,0.79,123013703,27.85,28.41,27.85
,MOTISONS,MOTISONS,MOTISONS,15.81,14.79,1.02,6.9,105843151,15.5,16.23,14.81
,VISL,VISL,VISL,21.06,121.02,1.06,5.3,0,20.0,21.06,19.06
,VEDPOWER,VEDPOWER,VEDPOWER,41.9,121.03,0.1,0.24,0,41.8,43.89,39.71
,GROWW,GROWW,GROWW,207.85,198.97,8.88,4.46,79080712,202.9,208.0,198.81
,JPPOWER,JPPOWER,JPPOWER,18.49,18.39,0.1,0.54,66804857,18.76,18.9,18.41
,SUZLON,SUZLON,SUZLON,55.74,55.08,0.66,1.2,65026559,56.5,56.78,55.21
,TATSILV,TATSILV,TATSILV,24.3,23.34,0.96,4.11,62944392,23.94,24.3,23.94
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.16,8.92,0.24,2.69,61129458,9.12,9.4,9.06
,ASHOKLEY,ASHOKLEY,ASHOKLEY,157.5,152.45,5.05,3.31,55366732,159.0,160.8,157.25
,RENUKA,RENUKA,RENUKA,24.08,22.29,1.79,8.03,52793038,22.98,24.89,22.8
,NHPC,NHPC,NHPC,74.46,73.79,0.67,0.91,52231097,74.5,75.74,73.91
,HCC,HCC,HCC,23.92,23.37,0.55,2.35,51073742,24.01,25.0,23.76
,SEPC,SEPC,SEPC,7.37,6.91,0.46,6.66,45321544,7.64,7.84,7.31
,TATAGOLD,TATAGOLD,TATAGOLD,14.6,14.3,0.3,2.1,45068524,14.65,14.91,14.48
