Category,MC_Code,BSE_Code,StockName,nsCode,currPrice,lastUpdatedTime
52WeekLow,AAL03,AAL03,ALUWIND INFRA,/aluminium-aluminium-products/aluwindinfratech/AAL03,48.5,"12 May, 2026|15:31"
52WeekLow,AM13,AM09,Avro India,/plastic-products/avroindia/AM09,11.55,"12 May, 2026|15:55"
52WeekLow,BIL05,BIL06,Bulkcorp Intern,/packaging-packaging-materials/bulkcorpinternational/BIL06,42.6,"12 May, 2026|15:31"
52WeekLow,CRI01,CRI01,Cantabil Retail,/retailing/cantabilretailindia/CRI01,231.5,"12 May, 2026|15:56"
52WeekLow,VRM,VRM,Gradiente Info,/it-services-consulting/gradienteinfotainment/VRM,8.07,"12 May, 2026|15:44"
52WeekLow,HALDE53985,HALDE53985,Halder Venture,/other-agriculture-products/halderventure/HALDE53985,240.0,"12 May, 2026|15:48"
52WeekLow,HCL02,HCL02,HCL Tech,/computers-software/hcltechnologies/HCL02,1183.0,"12 May, 2026|15:59"
52WeekLow,HR05,HR04,Homesfy Realty,/construction-real-estate/homesfyrealty/HR04,115.0,"12 May, 2026|15:41"
52WeekLow,IEI01,IEI01,Info Edge,/miscellaneous/infoedgeindia/IEI01,958.3,"12 May, 2026|15:59"
52WeekLow,IT,IT,Infosys,/computers-software/infosys/IT,1162.0,"12 May, 2026|15:59"
52WeekLow,KT06,KT07,KFin Tech,/finance-others/kfintechnologies/KT07,887.3,"12 May, 2026|15:58"
52WeekLow,MHR,MHR,Mahindra Holida,/hotels/mahindraholidaysresortsindia/MHR,234.73,"12 May, 2026|15:57"
52WeekLow,MTL09,MTL09,Marushika Techn,/it-services-consulting/marushikatechnology/MTL09,90.0,"12 May, 2026|15:40"
52WeekLow,CI27,CI27,ORCHASP,/computers-software-medium-small/orchasp/CI27,2.0,"12 May, 2026|15:56"
52WeekLow,RSI,RSI,Patanjali Foods,/vegetable-oils-products/patanjalifoods/RSI,455.0,"12 May, 2026|15:59"
52WeekLow,PL09,PL08,Pelatro,/computer-peripherals/pelatro/PL08,270.0,"12 May, 2026|15:31"
52WeekLow,RD03,RD03,RB Denims,/textiles-denim/rbdenims/RD03,12.66,"12 May, 2026|15:49"
52WeekLow,SAAIL,SAAIL,Sameera Agro,/misc-commercial-services/sameeraagroinfra/SAAIL,7.65,"12 May, 2026|15:47"
52WeekLow,SL23,SL24,Swiggy,/online-services/swiggy/SL24,263.95,"12 May, 2026|15:59"
52WeekLow,TCS,TCS,TCS,/computers-software/tataconsultancyservices/TCS,2375.0,"12 May, 2026|15:59"
52WeekLow,UWC,UWC,Ultra Wiring Co,/electronics-components/ultrawiringconnectivitysystems/UWC,87.6,"12 May, 2026|15:31"
