scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
UTI10,12,11,1,0,Axis Bank,Axis Bank,1333.00,82.90,6.63,2.7,banks-private-sector/axisbank/AB16,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': -4.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1333, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1370.25, 'percentages': 2.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1435, 'percentages': 7.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 12.99, 'minRangePer': 38.18, 'maxRanegPer': 60.73, 'rangeDiffPer': 22.54, 'mindiff_total': 4.96, 'maxdiff_total': 7.89}",#52B974
MU01,12,10,1,1,Maruti Suzuki India,Maruti Suzuki,13602.00,804.00,6.28,15.5,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': -1.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 13602, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15722.92, 'percentages': 15.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 39.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 42.32, 'minRangePer': 4.44, 'maxRanegPer': 41.98, 'rangeDiffPer': 37.54, 'mindiff_total': 1.88, 'maxdiff_total': 17.77}",#52B974
TCS,11,9,1,1,Tata Consultancy Services,TCS,2559.20,19.40,0.76,63.1,computers-software/tataconsultancyservices/TCS,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2559.2, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 3600, 'percentages': 40.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 4174.27, 'percentages': 63.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4634, 'percentages': 81, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 81.07, 'minRangePer': 50.15, 'maxRanegPer': 77.83, 'rangeDiffPer': 27.68, 'mindiff_total': 40.66, 'maxdiff_total': 63.1}",#52B974
BAF,11,9,2,0,Bajaj Finance,Bajaj Finance,915.05,59.95,7.01,404.2,finance-nbfc/bajajfinance/BAF,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 900, 'percentages': -1.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 915.05, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 4613.82, 'percentages': 404.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 9521, 'percentages': 940.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 957.88, 'minRangePer': 0.17, 'maxRanegPer': 43.07, 'rangeDiffPer': 42.9, 'mindiff_total': 1.67, 'maxdiff_total': 412.64}",#52B974
IT,11,10,1,0,Infosys,Infosys,1346.20,6.80,0.51,37.2,computers-software/infosys/IT,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1346.2, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1450, 'percentages': 7.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1848.09, 'percentages': 37.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2154, 'percentages': 60, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 60, 'minRangePer': 12.85, 'maxRanegPer': 62.13, 'rangeDiffPer': 49.28, 'mindiff_total': 7.71, 'maxdiff_total': 37.28}",#52B974
HCL02,10,4,6,0,HCL Technologies,HCL Tech,1461.00,19.40,1.35,28.7,computers-software/hcltechnologies/HCL02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1461, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1590, 'percentages': 8.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1881.6, 'percentages': 28.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2200, 'percentages': 50.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 50.58, 'minRangePer': 17.43, 'maxRanegPer': 56.89, 'rangeDiffPer': 39.46, 'mindiff_total': 8.82, 'maxdiff_total': 28.78}",#52B974
C,10,8,1,1,Cipla,Cipla,1215.90,13.50,1.12,36.1,pharmaceuticals/cipla/C,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1215.9, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1310, 'percentages': 7.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1655.5, 'percentages': 36.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1808, 'percentages': 48.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 48.69, 'minRangePer': 15.87, 'maxRanegPer': 74.24, 'rangeDiffPer': 58.37, 'mindiff_total': 7.73, 'maxdiff_total': 36.15}",#52B974
UTC,10,10,0,0,UltraTech Cement,UltraTechCement,11603.00,667.00,6.10,18.5,cement-major/ultratechcement/UTC01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 11446, 'percentages': -1.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 11603, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 13756, 'percentages': 18.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 15210, 'percentages': 31, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 32.88, 'minRangePer': 4.16, 'maxRanegPer': 61.37, 'rangeDiffPer': 57.2, 'mindiff_total': 1.37, 'maxdiff_total': 20.18}",#52B974
HDF01,9,9,0,0,HDFC Bank,HDFC Bank,816.10,44.10,5.71,109.9,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 816.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1100, 'percentages': 34.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1713.11, 'percentages': 109.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2300, 'percentages': 181.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 181.82, 'minRangePer': 19.12, 'maxRanegPer': 60.44, 'rangeDiffPer': 41.31, 'mindiff_total': 34.78, 'maxdiff_total': 109.91}",#52B974
HL,9,9,0,0,Hindustan Unilever,HUL,2145.60,35.00,1.66,29.2,personal-care/hindustanunilever/HU,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2145.6, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2609, 'percentages': 21.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2774, 'percentages': 29.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2910, 'percentages': 35.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 35.62, 'minRangePer': 60.61, 'maxRanegPer': 82.2, 'rangeDiffPer': 21.59, 'mindiff_total': 21.59, 'maxdiff_total': 29.28}",#52B974
