MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,9.52,9.44,0.08,0.85,457206154,9.54,9.66,9.42
,JPPOWER,JPPOWER,JPPOWER,19.6,18.85,0.75,3.98,305157107,19.1,20.1,18.91
,OLAELEC,OLAELEC,OLAELEC,38.7,38.59,0.11,0.29,210213169,38.7,39.56,37.87
,YESBANK,YESBANK,YESBANK,19.92,19.36,0.56,2.89,161480178,19.54,20.12,19.37
,SUZLON,SUZLON,SUZLON,50.42,49.13,1.29,2.63,161130833,50.03,50.53,49.01
,RPOWER,RPOWER,RPOWER,28.85,28.94,-0.09,-0.31,134687712,29.45,29.75,28.36
,TATSILV,TATSILV,TATSILV,24.19,23.89,0.3,1.26,75651963,24.12,24.5,24.12
,BHARATCOAL,BHARATCOAL,BHARATCOAL,35.97,33.08,2.89,8.74,72500168,33.34,36.99,33.3
,FSL,FSL,FSL,242.0,220.36,21.64,9.82,70448634,223.0,254.68,222.99
,ADANIPOWER,ADANIPOWER,ADANIPOWER,194.15,183.43,10.72,5.84,69751834,184.0,194.37,183.27
,TATAGOLD,TATAGOLD,TATAGOLD,14.73,14.69,0.04,0.27,65085314,15.05,15.05,14.31
,HDFCBANK,HDFCBANK,HDFCBANK,794.0,809.9,-15.9,-1.96,62861293,818.0,820.05,792.2
,HFCL,HFCL,HFCL,91.22,88.12,3.1,3.52,58647228,88.9,92.05,86.84
,GROWW,GROWW,GROWW,203.8,208.44,-4.64,-2.23,57647956,212.0,214.36,201.5
,GALLANTT,GALLANTT,GALLANTT,889.7,790.15,99.55,12.6,51729440,811.05,948.0,811.05
,GMDCLTD,GMDCLTD,GMDCLTD,746.75,622.3,124.45,20.0,51557208,628.4,746.75,623.25
,ETERNAL,ETERNAL,ETERNAL,252.91,246.67,6.24,2.53,48279727,249.25,253.29,247.15
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.55,9.4,0.15,1.6,44763295,9.51,9.74,9.46
,SCI,SCI,SCI,293.01,253.34,39.67,15.66,41850036,255.75,294.0,251.51
,NLCINDIA,NLCINDIA,NLCINDIA,300.85,275.2,25.65,9.32,41546367,277.35,307.45,276.05
