Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,H,Hindalco,Stock,Very Bullish,"1,039.90",12.12,"06 Apr, 2026",927.45,Apr 16 | 15:59
NIFTY 50,TIS,Tata Steel,Stock,Very Bullish,210.69,7.44,"06 Apr, 2026",196.10,Apr 16 | 15:59
NIFTY 50,TEL,TMPV,Stock,Very Bullish,356.30,6.92,"09 Apr, 2026",333.25,Apr 16 | 15:59
NIFTY 50,L,Trent,Stock,Very Bullish,"4,083.30",6.81,"07 Apr, 2026","3,823.00",Apr 16 | 15:59
NIFTY 50,MPS,Adani Ports,Stock,Very Bullish,"1,549.80",6.64,"08 Apr, 2026","1,453.30",Apr 16 | 15:59
NIFTY 50,AE01,Adani Enterpris,Stock,Very Bullish,"2,203.70",5.60,"10 Apr, 2026","2,086.80",Apr 16 | 15:58
NIFTY 50,TI01,Titan Company,Stock,Very Bullish,"4,461.40",5.07,"06 Apr, 2026","4,246.10",Apr 16 | 15:57
NIFTY 50,BA06,Bajaj Auto,Stock,Very Bullish,"9,825.00",4.90,"08 Apr, 2026","9,366.00",Apr 16 | 15:56
NIFTY 50,PGC,Power Grid Corp,Stock,Very Bullish,312.25,4.75,"09 Apr, 2026",298.10,Apr 16 | 15:59
NIFTY 50,BE03,Bharat Elec,Stock,Very Bullish,455.65,3.62,"09 Apr, 2026",439.75,Apr 16 | 15:59
NIFTY 50,NI,Nestle,Stock,Bullish,"1,257.40",3.60,"08 Apr, 2026","1,213.70",Apr 16 | 15:56
NIFTY 50,API,Asian Paints,Stock,Bullish,"2,440.30",3.37,"10 Apr, 2026","2,360.70",Apr 16 | 15:58
NIFTY 50,W,Wipro,Stock,Bullish,210.26,3.36,"08 Apr, 2026",203.42,Apr 16 | 15:59
NIFTY 50,NTP,NTPC,Stock,Very Bullish,390.80,3.21,"09 Apr, 2026",378.65,Apr 16 | 15:59
NIFTY 50,LT,Larsen,Stock,Very Bullish,"4,119.80",2.84,"08 Apr, 2026","4,005.90",Apr 16 | 15:59
NIFTY 50,TM4,Tech Mahindra,Stock,Bullish,"1,491.00",2.73,"08 Apr, 2026","1,451.40",Apr 16 | 15:57
NIFTY 50,SLI03,SBI Life Insura,Stock,Very Bullish,"1,974.70",2.68,"10 Apr, 2026","1,923.20",Apr 16 | 15:57
NIFTY 50,JVS,JSW Steel,Stock,Very Bullish,"1,214.90",1.72,"08 Apr, 2026","1,194.30",Apr 16 | 15:54
NIFTY 50,UTI10,Axis Bank,Stock,Very Bullish,"1,349.60",1.25,"08 Apr, 2026","1,333.00",Apr 16 | 15:58
NIFTY 50,AHE,Apollo Hospital,Stock,Very Bullish,"7,553.00",0.96,"09 Apr, 2026","7,481.50",Apr 16 | 15:59
NIFTY 50,HCL02,HCL Tech,Stock,Bullish,"1,450.20",0.60,"07 Apr, 2026","1,441.60",Apr 16 | 15:57
NIFTY 50,ONG,ONGC,Stock,Very Bullish,282.75,0.28,"27 Mar, 2026",281.95,Apr 16 | 15:59
NIFTY 50,SBI,SBI,Stock,Bullish,"1,067.15",0.04,"10 Apr, 2026","1,066.70",Apr 16 | 15:59
NIFTY 50,Z01,Eternal,Stock,Bullish,252.70,0.00,"16 Apr, 2026",252.70,Apr 16 | 15:59
NIFTY 50,HSL01,HDFC Life,Stock,Bullish,631.50,0.00,"16 Apr, 2026",631.50,Apr 16 | 15:59
NIFTY 50,STF,Shriram Finance,Stock,Very Bullish,"1,022.75",-0.04,"08 Apr, 2026","1,023.20",Apr 16 | 15:59
NIFTY 50,IA05,Interglobe Avi,Stock,Bullish,"4,608.70",-0.15,"08 Apr, 2026","4,615.50",Apr 16 | 15:59
NIFTY 50,ICI02,ICICI Bank,Stock,Bullish,"1,345.50",-0.41,"13 Apr, 2026","1,351.10",Apr 16 | 15:59
NIFTY 50,EM,Eicher Motors,Stock,Bullish,"7,131.00",-3.95,"10 Apr, 2026","7,424.00",Apr 16 | 15:58
NIFTY BANK,FB,Federal Bank,Stock,Very Bullish,284.40,3.36,"07 Apr, 2026",275.15,Apr 16 | 15:59
NIFTY BANK,CB06,Canara Bank,Stock,Bullish,141.03,2.26,"09 Apr, 2026",137.91,Apr 16 | 15:58
NIFTY BANK,ASF03,AU Small Financ,Stock,Very Bullish,983.95,1.67,"08 Apr, 2026",967.80,Apr 16 | 15:57
NIFTY BANK,UBI01,Union Bank,Stock,Very Bullish,188.49,1.52,"08 Apr, 2026",185.66,Apr 16 | 15:59
NIFTY BANK,IIB,IndusInd Bank,Stock,Bullish,847.90,0.93,"15 Apr, 2026",840.10,Apr 16 | 15:59
NIFTY BANK,YB,Yes Bank,Stock,Bullish,19.95,0.00,"16 Apr, 2026",19.95,Apr 16 | 15:59
NIFTY MIDCAP100,APP03,Hitachi Energy,Stock,Very Bullish,"28,255.00",49.80,"30 Jan, 2026","18,862.00",Apr 16 | 15:59
NIFTY MIDCAP100,PEL07,Premier Energie,Stock,Very Bullish,"1,003.10",27.08,"12 Mar, 2026",789.35,Apr 16 | 15:59
