MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
HDF01,HDF01,HDFC Bank,818.0,820.05,792.2,795.45,809.9,-14.45,-1.78,62861293
ONG,ONG,ONGC,288.0,288.1,282.0,282.75,287.6,-4.85,-1.69,13626398
HSL01,HSL01,HDFC Life,647.0,650.75,627.7,631.5,640.45,-8.95,-1.40,3022526
TI01,TI01,Titan Company,4554.0,4554.0,4440.0,4461.4,4522.2,-60.80,-1.34,1283713
AHE,AHE,Apollo Hospital,7678.0,7678.0,7510.0,7553.0,7642.0,-89.00,-1.16,400487
MM,MM,M&M,3273.0,3288.0,3201.0,3222.3,3256.5,-34.20,-1.05,2678634
GI01,GI01,Grasim,2745.9,2755.3,2696.0,2717.3,2741.4,-24.10,-0.88,803379
HL,HU,HUL,2158.0,2163.7,2129.1,2139.1,2157.6,-18.50,-0.86,1845734
KMF,KMB,Kotak Mahindra,383.15,386.45,378.25,379.15,382.4,-3.25,-0.85,12060624
BTV,BA08,Bharti Airtel,1863.5,1864.9,1823.2,1840.6,1855.7,-15.10,-0.81,15871247
BAF,BAF,Bajaj Finance,919.0,932.6,904.0,905.9,913.15,-7.25,-0.79,11805227
CI29,CI11,Coal India,436.5,436.95,430.5,432.75,435.8,-3.05,-0.70,11776638
IA05,IA04,Interglobe Avi,4699.9,4703.6,4598.0,4608.7,4638.0,-29.30,-0.63,1474798
JFS,JFS,Jio Financial,244.5,245.0,238.02,241.27,242.66,-1.39,-0.57,26180404
NTP,NTP,NTPC,397.0,397.25,387.8,390.8,392.6,-1.80,-0.46,9896906
TEL,TM03,TMPV,360.0,360.0,354.1,356.3,357.9,-1.60,-0.45,6871023
UTI10,AB16,Axis Bank,1362.0,1364.5,1343.0,1349.6,1355.5,-5.90,-0.44,5232398
SBI,SBI,SBI,1078.0,1084.15,1062.0,1067.15,1071.5,-4.35,-0.41,20313165
BA06,BA10,Bajaj Auto,9871.0,9918.5,9746.0,9825.0,9865.0,-40.00,-0.41,479220
JVS,JSW01,JSW Steel,1221.2,1242.9,1211.3,1214.9,1218.6,-3.70,-0.30,2686363
SPI,SPI,Sun Pharma,1713.9,1713.9,1666.6,1693.1,1696.6,-3.50,-0.21,4512633
ICI02,ICI02,ICICI Bank,1352.0,1366.9,1340.2,1345.5,1348.1,-2.60,-0.19,24017236
HCL02,HCL02,HCL Tech,1460.0,1468.7,1435.1,1450.2,1451.3,-1.10,-0.08,5229848
PGC,PGC,Power Grid Corp,315.0,317.0,310.5,312.25,312.45,-0.20,-0.06,21510277
RI,RI,Reliance,1352.0,1353.8,1330.0,1343.3,1344.1,-0.80,-0.06,30211012
